N	3gram	Tiupa_Narr_1	Marksizm
1	с точки зрения	2	13
2	не может быть	5	10
3	по отношению к	6	8
4	то же время	3	8
5	в то же	3	8
6	в связи с	2	7
7	в том что	8	6
8	в самом деле	1	5
9	то же самое	1	5
10	может быть и	1	5
11	в свою очередь	3	5
12	и того же	1	4
13	бы то ни	3	4
14	то ни было	3	4
15	на самом деле	1	4
16	той или иной	4	4
17	одного и того	1	4
18	в той или	2	3
19	в таком случае	2	3
20	в отличие от	5	3
21	до сих пор	1	3
22	и не в	4	3
23	с одной стороны	7	3
24	о том что	6	3
25	как мы уже	1	3
26	как мы видели	1	3
27	а иногда и	1	2
28	всех без исключения	1	2
29	какой бы то	1	2
30	а не в	2	2
31	более или менее	2	2
32	в этом последнем	1	2
33	том что он	1	2
34	того или иного	2	2
35	или иной степени	1	2
36	по крайней мере	1	2
37	в значительной степени	2	2
38	так и от	1	2
39	высказывания как целого	1	2
40	чужой речи и	1	2
41	или может быть	1	2
42	в данном контексте	1	2
43	и прежде всего	1	2
44	к тому же	4	2
45	всего было бы	1	1
46	что иное как	2	1
47	не распадается на	1	1
48	речь идет об	1	1
49	не с точки	1	1
50	может быть сведена	1	1
51	которых может быть	1	1
52	дело в том	1	1
53	это одно из	1	1
54	и т.п то	1	1
55	в том числе	6	1
56	в соответствии с	1	1
57	или даже вовсе	2	1
58	может быть осуществлено	1	1
59	он не может	1	1
60	с фактической стороны	1	1
61	тот или иной	1	1
62	до известной степени	1	1
63	сам по себе	1	1
64	сами по себе	2	1
65	как мы увидим	1	1
66	в различные эпохи	1	1
67	в первую очередь	1	1
68	даже вовсе не	1	1
69	в этом отношении	3	1
70	независимо от того	1	1
71	и небо и	1	1
72	к тому или	1	1
73	том числе и	4	1
74	в этом качестве	1	1
75	же время они	1	1
76	не могли бы	1	1
77	так или иначе	2	1
78	в данный момент	1	1
79	не только в	2	1
80	в форме определенной	1	1
81	отношению к нему	1	1
82	в равной степени	1	1
83	там и тогда	1	1
84	тем не менее	3	1
85	а с другой	1	1
86	или иной форме	1	1
87	быть сведена к	1	1
88	само по себе	1	1
89	с другой стороны	4	1
90	как бы не	1	1
91	лишь одной из	1	1
92	по себе а	1	1
93	они и не	1	1
94	не является для	1	1
95	так и в	1	1
96	то или иное	2	1
97	в себе не	1	1
98	в конечном счете	2	1
99	и тем более	1	1
100	не имеет значения	1	1
101	не что иное	2	1
102	и в особенности	1	1
103	в русской литературе	1	1
104	но все же	4	1
105	можно сказать что	4	1
106	друг от друга	1	1
107	есть прежде всего	1	1
108	не сводится к	2	1
109	друг с другом	1	1
110	то что они	1	1
111	включать в себя	2	1
112	как и в	1	1
113	здесь как и	1	1
114	в отрыве от	1	1
115	природы высказывания и	1	1
116	является как бы	1	1
