N	2gram	Bakhtin_Pr_4	Sotsiolo
1	все это	6	7
2	в том	9	5
3	в этом	16	5
4	и только	3	3
5	для нас	2	3
6	не только	14	3
7	и в	46	3
8	но ведь	2	3
9	не в	10	3
10	в его	9	3
11	за пределы	5	2
12	историка литературы	1	2
13	но и	12	2
14	конце концов	1	2
15	и мы	1	2
16	было бы	3	2
17	к которому	1	2
18	должна быть	2	2
19	только в	6	2
20	дело не	1	2
21	далеко не	3	2
22	нужно было	1	2
23	в результате	2	2
24	том что	4	2
25	в частности	1	2
26	как будто	1	2
27	то что	4	2
28	и что	3	2
29	литературы и	1	2
30	еще не	7	2
31	ведь это	3	2
32	таким образом	4	2
33	отношению к	5	2
34	в конце	3	2
35	что в	4	2
36	может быть	23	2
37	как бы	19	2
38	по отношению	5	2
39	по существу	3	2
40	то же	6	2
41	друг от	1	1
42	что все	1	1
43	я и	1	1
44	стиля как	1	1
45	же не	1	1
46	нашей работы	1	1
47	наконец в	1	1
48	по себе	7	1
49	даже в	1	1
50	сама по	2	1
51	а вот	1	1
52	в мире	3	1
53	не должна	1	1
54	эти вопросы	1	1
55	в этой	3	1
56	тому что	1	1
57	эти два	1	1
58	и должны	2	1
59	выходит за	1	1
60	даже не	1	1
61	на все	2	1
62	и самые	1	1
63	с другой	3	1
64	совокупность приемов	1	1
65	его в	1	1
66	ровно ничего	1	1
67	с ним	2	1
68	это не	5	1
69	на этот	2	1
70	именно в	1	1
71	все же	4	1
72	один из	1	1
73	и есть	1	1
74	перед нами	12	1
75	в то	5	1
76	его собственная	1	1
77	мысли в	1	1
78	тем же	3	1
79	и наконец	4	1
80	еще и	4	1
81	а с	1	1
82	тем что	3	1
83	и как	2	1
84	сущности есть	1	1
85	в процессе	4	1
86	на ней	1	1
87	вокруг этих	1	1
88	что он	6	1
89	прежде всего	9	1
90	бы он	1	1
91	слова но	4	1
92	в них	1	1
93	так и	4	1
94	не было	2	1
95	одной стороны	1	1
96	те же	2	1
97	но только	1	1
98	и не	27	1
99	в любой	1	1
100	это вовсе	2	1
101	никогда не	6	1
102	не место	2	1
103	их друг	1	1
104	мы не	4	1
105	же время	5	1
106	ничего не	2	1
107	переходим к	2	1
108	как то	1	1
109	между собою	1	1
110	и о	3	1
111	все эти	4	1
112	это же	1	1
113	именно на	1	1
114	как и	12	1
115	между собой	1	1
116	бы в	3	1
117	с помощью	3	1
118	для этого	2	1
119	этом не	1	1
120	что автор	1	1
121	остается в	2	1
122	в сущности	7	1
123	но она	2	1
124	конечно не	8	1
125	в связи	1	1
126	иначе и	1	1
127	и его	6	1
128	в этих	4	1
129	место в	1	1
130	автор не	2	1
131	связи с	1	1
132	от друга	1	1
133	хотя бы	2	1
134	в целом	1	1
135	мы переходим	1	1
136	для наших	3	1
137	не может	19	1
138	в своей	3	1
139	стиль в	1	1
140	а в	2	1
141	не способен	1	1
142	благодаря этому	1	1
143	него и	1	1
144	что она	1	1
145	о том	5	1
146	развиваться в	2	1
147	не дает	2	1
148	именно и	1	1
149	в области	1	1
150	и потому	1	1
151	в него	6	1
152	но именно	3	1
153	в котором	5	1
154	никак не	3	1
155	в строгом	2	1
156	между ними	10	1
157	и благодаря	1	1
158	точке зрения	1	1
159	могут оказаться	2	1
160	положения в	2	1
161	на что	1	1
162	может не	1	1
163	время в	1	1
164	всяком случае	1	1
165	каждом своем	1	1
166	и понимает	3	1
167	когда мы	1	1
168	в силу	1	1
169	ни на	1	1
170	что это	1	1
171	вовсе не	9	1
172	новое и	1	1
173	ни были	1	1
174	но сам	1	1
175	с одной	1	1
176	может служить	1	1
177	а между	2	1
178	в заключение	2	1
179	может развиваться	1	1
180	но не	4	1
181	у него	5	1
182	для изучения	1	1
183	любой области	1	1
184	дело конечно	1	1
185	в данном	2	1
186	между тем	2	1
187	но как	1	1
188	и по	2	1
189	что на	1	1
190	не меняет	1	1
191	бы о	1	1
192	единство не	1	1
193	во всяком	2	1
194	в каждом	6	1
195	они не	2	1
