N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	49
2	то есть	3	32
3	прежде всего	4	19
4	в его	3	18
5	и на	7	17
6	не только	8	17
7	и его	6	17
8	в этом	9	15
9	и не	7	15
10	в году	9	13
11	в них	1	13
12	в эпоху	1	13
13	только в	1	13
14	но и	4	13
15	как и	5	11
16	как бы	7	11
17	в этой	4	10
18	xvii века	1	9
19	в нем	4	9
20	для него	3	9
21	и др	1	9
22	все это	4	9
23	в романе	10	9
24	отношение к	2	8
25	то же	5	7
26	все же	5	7
27	все эти	3	7
28	таким образом	1	7
29	как мы	1	7
30	один из	3	7
31	не может	5	7
32	именно в	1	6
33	во всех	1	6
34	в истории	1	6
35	так и	5	6
36	и с	7	6
37	рядом с	1	6
38	но он	1	6
39	xviii века	1	6
40	в то	5	6
41	же время	6	6
42	в литературе	1	6
43	то что	4	6
44	с его	2	5
45	но не	1	5
46	в своем	3	5
47	при этом	3	5
48	в своей	1	5
49	никогда не	2	5
50	роль в	1	5
51	уже в	3	5
52	может быть	7	5
53	в особенности	1	5
54	и потому	1	5
55	в основном	3	5
56	и до	2	4
57	веке в	1	4
58	но в	6	4
59	в себе	4	4
60	но все	2	4
61	лишь в	1	4
62	страха и	1	4
63	с ним	3	4
64	одна из	2	4
65	в области	1	4
66	году в	2	4
67	и чисто	1	4
68	в известной	2	4
69	тем что	2	4
70	в форме	1	4
71	не было	1	4
72	и о	1	4
73	том что	4	4
74	в духе	1	4
75	человека и	1	3
76	в самом	2	3
77	не был	2	3
78	и вот	1	3
79	можно было	1	3
80	а затем	1	3
81	на все	1	3
82	ни в	2	3
83	несмотря на	5	3
84	на земле	1	3
85	во всем	1	3
86	в одном	2	3
87	но они	2	3
88	xix веке	2	3
89	и это	2	3
90	с ее	3	3
91	в ее	2	3
92	в xix	1	3
93	в последующих	1	3
94	известной мере	1	3
95	в виду	1	3
96	о том	2	3
97	к нему	3	3
98	что он	6	3
99	с одной	1	3
100	эти образы	1	3
101	и особенно	1	3
102	о чем	3	3
103	видит в	1	3
104	в книге	1	3
105	и все	4	3
106	в том	2	3
107	жизни в	1	3
108	одним из	1	2
109	целое на	1	2
110	в какой-то	1	2
111	в ней	1	2
112	литературы и	1	2
113	еще не	4	2
114	он был	2	2
115	это и	1	2
116	за пределы	1	2
117	его романа	1	2
118	это был	2	2
119	но несмотря	1	2
120	к числу	1	2
121	по словам	2	2
122	перестает быть	1	2
123	и еще	1	2
124	содержит в	1	2
125	он раскрывал	1	2
126	и за	2	2
127	в мире	3	2
128	мировой литературы	1	2
129	по поводу	2	2
130	наших дней	1	2
131	жизнь и	3	2
132	в условиях	1	2
133	что в	4	2
134	вплоть до	1	2
135	того как	1	2
136	он еще	1	2
137	того чтобы	1	2
138	ничего не	2	2
139	в самой	1	2
140	к ней	1	2
141	связи с	1	2
142	своей книге	1	2
143	могут быть	1	2
144	свое значение	1	2
