N	2gram	Vinokur_Ku_1	Mirosoze
1	и в	24	46
2	у достоевского	1	34
3	в нем	4	22
4	может быть	13	21
5	в этом	14	20
6	не только	10	18
7	и не	12	18
8	никогда не	2	18
9	для него	1	18
10	есть лишь	3	17
11	но и	6	15
12	не может	7	15
13	как и	2	13
14	а не	8	13
15	не есть	4	13
16	прежде всего	9	12
17	потому что	23	12
18	и он	3	11
19	не было	3	11
20	но он	1	11
21	в ней	6	11
22	у нас	10	11
23	но в	2	10
24	та же	1	10
25	в себе	3	10
26	он не	2	10
27	не в	11	9
28	не знает	1	9
29	и есть	2	8
30	отношение к	1	8
31	в своем	3	8
32	любовь к	2	8
33	так как	9	8
34	переходит в	1	8
35	как бы	7	8
36	но это	1	8
37	связана с	1	7
38	как в	4	7
39	в нашем	1	7
40	в этой	3	7
41	любви к	2	7
42	хотя бы	10	7
43	и потому	4	7
44	и для	2	7
45	что он	6	7
46	вопрос о	2	6
47	что это	5	6
48	в бесах	1	6
49	и здесь	3	6
50	жизнь в	1	6
51	так же	4	6
52	того что	9	6
53	и там	1	6
54	жизни и	1	6
55	по преимуществу	2	5
56	то же	8	5
57	есть не	1	5
58	я не	2	5
59	совсем не	1	5
60	в самом	10	5
61	бы и	2	5
62	и вот	1	5
63	что она	3	5
64	что все	2	5
65	в своей	2	5
66	в конце	1	5
67	и его	5	5
68	к тому	5	5
69	к революции	1	5
70	это не	7	5
71	один из	4	5
72	в его	12	5
73	для того	16	5
74	то что	9	5
75	и все	2	5
76	в духе	3	5
77	также и	2	4
78	с его	4	4
79	на деле	1	4
80	думать что	1	4
81	в жизни	1	4
82	нет в	1	4
83	человек который	1	4
84	народа и	1	4
85	том что	21	4
86	тому что	3	4
87	не имеет	2	4
88	того чтобы	17	4
89	только и	3	4
90	перед ним	1	4
91	должны быть	2	4
92	они и	1	4
93	должен быть	4	4
94	что у	1	4
95	так и	7	4
96	для этого	3	4
97	в русском	4	4
98	себя в	1	4
99	уже не	8	4
100	вопроса о	1	4
101	что и	4	4
102	в свою	3	4
103	они не	3	4
104	до конца	2	4
105	самого себя	1	4
106	т е	38	4
107	есть уже	1	4
108	что в	17	4
109	все что	1	4
110	смысле слова	1	3
111	же как	1	3
112	это и	4	3
113	той же	3	3
114	и на	4	3
115	иное как	2	3
116	в чем	1	3
117	менее всего	1	3
118	что нет	1	3
119	достоевского не	1	3
120	как он	1	3
121	в россии	1	3
122	в каждом	2	3
123	и с	5	3
124	на все	1	3
125	его в	1	3
126	на почве	1	3
127	ни в	2	3
128	в них	7	3
129	все равно	2	3
130	для чего	1	3
131	и тогда	4	3
132	не мог	2	3
133	же есть	2	3
134	этого необходимо	1	3
135	в такой	1	3
136	что было	2	3
137	не для	1	3
138	любви и	1	3
139	можно ли	2	3
140	и против	2	3
141	того как	4	3
142	что иное	1	3
143	достоевский в	1	3
144	себя и	1	3
145	момент в	1	3
146	было в	2	3
147	если бы	9	3
148	с ним	5	3
149	и должно	2	3
150	о том	9	3
151	и во	1	3
152	что они	4	3
153	в том	30	3
154	только в	11	3
155	есть в	4	3
156	не так	1	3
157	тем что	8	3
158	от того	1	3
159	до сих	4	3
160	к которому	3	3
161	связано с	3	3
162	человек в	1	3
163	для человека	1	3
164	нет ничего	1	3
165	жизни в	1	3
166	сих пор	4	3
167	и от	1	3
168	лишь как	2	3
169	отношении к	1	3
170	сказать что	1	3
171	не что	1	3
172	есть и	1	3
173	в своих	1	3
174	я и	1	2
175	в обычном	1	2
176	он также	1	2
177	который должен	1	2
178	достоевского в	1	2
179	не имеют	3	2
180	с таким	1	2
181	его не	1	2
182	в сфере	1	2
183	который был	1	2
184	как то	2	2
185	есть какая-то	1	2
186	не был	1	2
187	в дневнике	1	2
188	во всех	1	2
189	то он	1	2
190	по отношению	8	2
191	себе и	2	2
192	она есть	1	2
193	как к	1	2
