N	2gram	Potebnia_M_4	Problemy
1	и не	18	31
2	и в	23	29
3	в его	5	24
4	может быть	26	24
5	в этом	23	22
6	а не	12	22
7	в нем	7	19
8	точки зрения	4	19
9	как бы	5	19
10	для него	5	18
11	не только	10	15
12	то что	29	15
13	то же	14	14
14	не как	2	14
15	и его	2	14
16	рядом с	1	14
17	но и	11	14
18	в пределах	1	13
19	с точки	3	13
20	уже не	3	13
21	таким образом	24	12
22	как и	14	12
23	не может	11	12
24	в самом	3	10
25	в то	4	10
26	только в	15	10
27	в одном	4	10
28	там где	3	10
29	все эти	3	9
30	все же	1	9
31	это не	7	9
32	если бы	13	9
33	же время	3	9
34	о нем	1	9
35	но не	1	9
36	по отношению	10	8
37	что в	17	8
38	по себе	11	8
39	в каждом	3	8
40	как не	1	8
41	в том	23	8
42	что он	4	8
43	потому что	33	8
44	в своем	8	8
45	в своей	1	8
46	отношению к	8	8
47	а как	2	7
48	и на	3	7
49	за пределы	1	7
50	и как	2	7
51	но в	8	7
52	в себе	14	7
53	входит в	1	7
54	с другими	4	7
55	том что	12	7
56	не в	11	7
57	вовсе не	7	7
58	она не	2	7
59	так и	6	7
60	лишь как	1	7
61	в форме	1	7
62	прежде всего	1	7
63	мира и	1	7
64	а в	5	7
65	одним из	1	6
66	самом деле	3	6
67	так же	4	6
68	как в	7	6
69	что она	2	6
70	в мире	2	6
71	его в	4	6
72	в самой	2	6
73	могут быть	7	6
74	к нему	5	6
75	в единстве	1	6
76	так как	14	6
77	и потому	10	6
78	не могут	2	6
79	все это	5	6
80	на самом	3	5
81	должна быть	1	5
82	той же	3	5
83	же что	2	5
84	зависимости от	1	5
85	у него	1	5
86	перед нами	1	5
87	он не	2	5
88	но все	1	5
89	было бы	8	5
90	мысли и	7	5
91	в сущности	2	5
92	или как	1	5
93	и это	2	5
94	и о	4	5
95	еще не	3	5
96	с ним	5	5
97	ничего не	1	5
98	между тем	9	5
99	именно в	3	5
100	и др	2	5
101	сознания и	1	5
102	во всяком	5	5
103	и т	7	4
104	идет о	1	4
105	тем как	2	4
106	сознания не	1	4
107	бы и	5	4
108	в этой	1	4
109	так сказать	5	4
110	перестает быть	1	4
111	не значит	2	4
112	человека в	2	4
113	должно быть	5	4
114	но эта	2	4
115	их в	3	4
116	даже в	2	4
117	как мы	2	4
118	в процессе	3	4
119	от того	4	4
120	все то	1	4
121	в произведении	1	4
122	и с	4	4
123	из одного	3	4
124	и следовательно	3	4
125	он есть	1	4
126	тем что	10	4
127	были бы	1	4
128	что и	7	4
129	как же	4	4
130	превращается в	2	4
131	не было	12	4
132	его как	1	4
133	эта особенность	1	4
134	должна была	1	4
135	что же	5	4
136	как предмет	1	4
137	но это	3	4
138	и для	2	4
139	отношении к	1	3
140	он может	1	3
141	и самое	1	3
142	например в	3	3
143	не во	1	3
144	я не	2	3
145	он сам	1	3
