N	3gram	Tiupa_Narr_1	Psycholo
1	в самом деле	1	18
2	в том что	8	11
3	с точки зрения	2	9
4	то же самое	1	8
5	все то что	1	6
6	до сих пор	1	5
7	с одной стороны	7	5
8	с другой стороны	4	5
9	самом деле когда	1	3
10	и то что	1	3
11	о том что	6	3
12	речь идет о	2	3
13	на самом деле	1	2
14	как мы увидим	1	2
15	только то что	1	2
16	не то что	2	2
17	в данном случае	4	2
18	и как бы	1	2
19	то что он	1	2
20	он не мог	1	2
21	в свою очередь	3	2
22	мы увидим впоследствии	1	2
23	по аналогии с	1	2
24	как мы видели	1	2
25	но все же	4	1
26	и до наших	1	1
27	что в этом	1	1
28	и столь же	1	1
29	от всех прочих	1	1
30	более или менее	2	1
31	том что оно	1	1
32	того или иного	2	1
33	все та же	2	1
34	он не может	1	1
35	мы не имеем	1	1
36	в отличие от	5	1
37	и все их	1	1
38	в этом отношении	3	1
39	что не только	1	1
40	несмотря на свою	1	1
41	можно было бы	2	1
42	в какой это	1	1
43	в основе своей	4	1
44	может быть и	1	1
45	она может быть	1	1
46	с этой точки	1	1
47	не могли бы	1	1
48	речь идет не	1	1
49	одновременно в двух	1	1
50	по контрасту с	1	1
51	отношение к своему	1	1
52	состоит в том	3	1
53	и при этом	1	1
54	а с другой	1	1
55	как и на	2	1
56	что он видит	1	1
57	мере в какой	1	1
58	один и тот	1	1
59	что несмотря на	1	1
60	не мог бы	1	1
61	этой точки зрения	2	1
62	очевидно что в	1	1
63	здесь не только	1	1
64	не кто иной	1	1
65	в том чтобы	1	1
66	несмотря на свой	1	1
67	ему что он	1	1
68	но в его	1	1
69	в себя и	2	1
70	к тому чтобы	1	1
71	можно сказать что	4	1
72	совершенно очевидно что	1	1
73	не может быть	5	1
74	и как будто	1	1
75	подобно тому как	2	1
76	к тому же	4	1
77	кто иной как	1	1
78	и тот же	1	1
