N	3gram	Ircho_Kome_3	Myshleni
1	в том что	9	21
2	с точки зрения	3	18
3	для того чтобы	6	10
4	с одной стороны	3	7
5	в зависимости от	1	6
6	в связи с	3	6
7	во всяком случае	3	6
8	на то что	1	6
9	по отношению к	3	5
10	по сравнению с	2	5
11	в самом деле	6	4
12	в том чтобы	1	4
13	о том что	4	4
14	в конечном счете	2	4
15	состоит в том	2	3
16	в том числе	1	3
17	в отличие от	1	3
18	том числе и	1	3
19	вместе с ним	2	3
20	по этому поводу	1	3
21	в этом отношении	2	3
22	более или менее	1	2
23	подобно тому как	1	2
24	в том же	1	2
25	одной стороны и	1	2
26	потому что он	1	2
27	что он не	2	2
28	как раз в	1	2
29	то что он	1	2
30	то же самое	3	2
31	же самое что	1	2
32	и в самом	3	2
33	вопрос о том	1	2
34	друг от друга	1	2
35	друг с другом	1	2
36	речь идет о	3	2
37	если бы он	3	1
38	может быть с	1	1
39	трудно было бы	1	1
40	зависимости от того	1	1
41	в силу этого	1	1
42	и к тому	1	1
43	этой точки зрения	1	1
44	того чтобы показать	1	1
45	имеем в виду	1	1
46	и по существу	1	1
47	о том как	3	1
48	несмотря на то	1	1
49	на первый план	1	1
50	именно потому что	2	1
51	до сих пор	9	1
52	на одном из	1	1
53	бы то ни	2	1
54	предположение о возможности	1	1
55	точки зрения того	1	1
56	том что его	1	1
57	с ней в	1	1
58	только для того	2	1
59	так как он	1	1
60	и в частности	1	1
61	что он так	1	1
62	к себе и	1	1
63	что мы не	1	1
64	все равно что	1	1
65	первая из них	1	1
66	было бы ожидать	1	1
67	то ни было	2	1
68	таким образом и	1	1
69	на этот раз	2	1
70	ответа на вопрос	1	1
71	линии в развитии	1	1
72	стремится не к	1	1
73	но вместе с	1	1
74	с другой стороны	2	1
75	она стремится не	1	1
76	здесь не только	1	1
77	только на то	1	1
78	то обстоятельство что	2	1
79	мы находим у	1	1
80	он был бы	1	1
81	ничего общего с	1	1
82	с самого начала	4	1
83	можно сказать что	1	1
84	мы имеем в	1	1
85	за то что	1	1
86	склонны видеть в	1	1
87	после того как	1	1
88	он так же	1	1
89	но едва ли	1	1
90	наряду с этим	2	1
91	к тому же	4	1
92	и тем более	1	1
93	в свое время	1	1
