N	2gram	Savitsky_P_1	FransuaR
1	и в	14	65
2	как бы	4	22
3	и не	12	22
4	в том	9	16
5	в этом	10	15
6	но в	9	14
7	в нем	3	13
8	в условиях	1	13
9	и на	1	11
10	прежде всего	3	11
11	не только	17	10
12	но и	6	10
13	и потому	4	10
14	том числе	2	10
15	во всех	2	9
16	в эпоху	1	9
17	в его	2	9
18	все это	2	9
19	в своем	4	8
20	культуры и	1	8
21	и другие	1	8
22	его в	1	7
23	точки зрения	3	7
24	в области	11	7
25	только в	7	7
26	числе и	1	7
27	в ней	6	6
28	еще не	1	6
29	все же	1	6
30	главным образом	2	6
31	том что	4	6
32	в отношении	10	6
33	никогда не	1	6
34	в значительной	2	6
35	одно из	1	6
36	может быть	5	6
37	связана с	1	5
38	века в	1	5
39	литературы и	1	5
40	с его	1	5
41	отличие от	1	5
42	в них	2	5
43	как и	1	5
44	есть в	2	5
45	потому что	3	5
46	между тем	3	5
47	или иной	1	5
48	и пр	5	5
49	в частности	2	5
50	xix века	6	5
51	еще более	2	5
52	начала в	1	4
53	в общем	2	4
54	и к	4	4
55	в самом	1	4
56	в этой	1	4
57	и еще	1	4
58	в отличие	1	4
59	мысли и	1	4
60	не в	5	4
61	в жизни	2	4
62	из них	2	4
63	для нас	2	4
64	культуры в	2	4
65	это в	1	4
66	можно говорить	1	3
67	в применении	1	3
68	мы и	1	3
69	конечно и	1	3
70	жить и	1	3
71	не просто	1	3
72	в себя	1	3
73	то что	4	3
74	в себе	3	3
75	но на	1	3
76	европейской культуры	4	3
77	и с	2	3
78	на этой	1	3
79	и других	2	3
80	это не	3	3
81	весь мир	1	3
82	далеко не	1	3
83	в ее	2	3
84	отрыве от	1	3
85	с точки	3	3
86	и здесь	1	3
87	с другой	5	3
88	во всей	2	3
89	но как	1	3
90	мир в	1	3
91	друг друга	1	3
92	как раз	2	3
93	в других	1	3
94	не были	1	3
95	связаны с	1	3
96	в ряду	2	3
97	на фоне	1	3
98	нет ничего	1	3
99	из мира	1	3
100	применении к	1	3
101	но для	1	3
102	не может	4	3
103	что в	4	3
104	отношения к	2	2
105	например в	2	2
106	из всех	1	2
107	и само	1	2
108	не вполне	1	2
109	бы ни	2	2
110	которое в	2	2
111	так называемые	2	2
112	подчеркнуть что	1	2
113	он был	1	2
114	время в	2	2
115	различия между	1	2
116	но не	3	2
117	как начало	1	2
118	из этих	1	2
119	во многих	1	2
120	не к	2	2
121	и вот	2	2
122	и по	1	2
123	а затем	1	2
124	большинстве случаев	1	2
125	были в	1	2
126	в этих	1	2
127	и без	3	2
128	xviii века	1	2
129	и очень	1	2
130	в стадии	1	2
131	нем в	1	2
132	этих двух	1	2
133	они являются	1	2
134	половины xix	1	2
135	в мир	1	2
136	и именно	1	2
137	могут быть	3	2
138	в наши	1	2
139	и это	2	2
140	значительной мере	2	2
141	и многие	1	2
142	и этим	1	2
143	особенно в	1	2
144	стремление к	1	2
145	ни на	1	2
146	в отрыве	1	2
147	в свете	1	2
148	и образы	1	2
149	мы видим	1	2
150	с одной	3	2
151	в большинстве	1	2
152	только на	1	2
153	что не	1	2
154	одной стороны	3	2
155	мир от	1	2
156	и особенно	1	2
157	к жизни	1	2
158	наряду с	3	2
159	да и	2	2
160	образом на	2	2
161	и судьбы	1	2
162	в это	1	2
163	того что	2	2
164	что мы	3	2
165	в основном	1	2
166	между прочим	2	2
167	многие из	1	2
168	хотя и	3	2
169	степени чем	1	2
170	ни к	1	2
171	же в	4	2
172	из тех	1	2
173	одновременно и	1	2
174	культуры ее	1	1
175	от этой	1	1
176	на две	1	1
177	собственном смысле	1	1
178	был и	1	1
179	то же	9	1
180	мы не	3	1
181	говорить о	2	1
182	план в	1	1
183	как мир	2	1
184	процесс этот	1	1
185	случайность в	1	1
186	под ногами	1	1
187	человека с	1	1
188	и чем	1	1
189	где бы	2	1
190	средневековья с	1	1
191	с этим	2	1
192	как условие	1	1
193	как к	1	1
194	культуры можно	1	1
195	не два	1	1
196	раньше в	1	1
197	и как	3	1
198	что по	1	1
199	в которой	1	1
200	моменты церковного	1	1
201	чуть ли	1	1
202	по преимуществу	1	1
203	в известном	1	1
204	европы в	1	1
205	на то	1	1
206	не могла	1	1
207	и если	4	1
208	по-видимому не	2	1
209	веке она	1	1
210	для того	3	1
211	и более	1	1
212	ни были	1	1
213	связанные с	1	1
214	народа его	2	1
215	раннего средневековья	1	1
216	ощущается как	1	1
217	дать еще	1	1
218	было бы	6	1
219	полноте и	1	1
220	к миру	1	1
221	могут показаться	1	1
222	и уже	1	1
223	и некоторых	1	1
224	в развитии	1	1
225	рождается и	1	1
226	исторической действительности	1	1
227	место в	1	1
228	и при	1	1
229	работы в	1	1
230	мысль и	1	1
231	уже несколько	1	1
232	не столько	2	1
233	большей степени	4	1
234	в которых	5	1
235	сами по	3	1
236	что было	1	1
237	введении в	1	1
238	во времени	1	1
239	религиозного подъема	1	1
240	и вся	1	1
241	и чистоте	1	1
242	не менее	2	1
243	тем самым	3	1
244	от многих	1	1
245	с которой	1	1
246	она не	1	1
247	что с	1	1
248	в то	7	1
249	своего существования	1	1
250	которые были	1	1
251	же время	7	1
252	могут стать	1	1
253	и народной	1	1
254	другой стороны	1	1
255	xix веке	2	1
256	в смене	1	1
257	каким оно	1	1
258	с другом	1	1
259	что при	1	1
260	где он	1	1
261	в последующие	1	1
262	народной стихии	1	1
263	и которая	1	1
264	того чтобы	1	1
265	что все	1	1
266	и народному	1	1
267	тем в	1	1
268	индивидуальной личности	1	1
269	в собственном	1	1
270	в пределах	8	1
271	культуры на	1	1
272	в рамки	1	1
273	с собой	1	1
274	те же	1	1
275	было в	2	1
276	еще в	1	1
277	они как	1	1
278	находится в	1	1
279	сводится к	3	1
280	именно потому	1	1
281	эту эпоху	1	1
282	по себе	4	1
283	видение и	1	1
284	характер этого	1	1
285	настоящее время	1	1
286	науке и	1	1
287	в которую	2	1
288	есть с	1	1
289	и только	1	1
290	выступает как	1	1
291	них в	1	1
292	именно в	2	1
293	мы хотим	1	1
294	которой в	1	1
295	и мир	1	1
296	известном смысле	1	1
297	в формах	1	1
298	сфер и	1	1
299	с ними	3	1
300	два основных	1	1
301	будем касаться	1	1
302	в какой	1	1
303	и такое	1	1
304	всяком случае	1	1
305	и ее	1	1
306	не было	2	1
307	уже в	1	1
308	огромное и	1	1
309	получили в	1	1
310	на этих	2	1
311	этого процесса	1	1
312	что и	1	1
313	к ним	1	1
314	не о	2	1
315	противоречии с	1	1
316	развития в	1	1
317	именно как	2	1
318	ней и	1	1
319	со стороны	2	1
320	точек зрения	2	1
321	жизни народа	1	1
322	и положительной	1	1
323	в живом	1	1
324	только к	1	1
325	последующие века	1	1
326	не исключает	1	1
327	а не	2	1
328	одна из	2	1
329	философской мысли	1	1
330	и силы	1	1
331	все основные	1	1
332	эта идея	2	1
333	в xix	2	1
334	мира первая	1	1
335	xix век	2	1
336	в тот	2	1
337	отдельности и	1	1
338	там где	1	1
339	друг с	1	1
340	многих других	1	1
341	есть и	1	1
342	или хотя	1	1
343	ли не	1	1
344	мира который	1	1
345	в начале	2	1
346	тем и	1	1
347	в результате	1	1
348	в настоящее	1	1
349	к смерти	1	1
350	пр в	1	1
351	с двух	1	1
352	в эту	2	1
353	к внешнему	1	1
354	хотя бы	8	1
355	отношении к	5	1
356	чем как	1	1
357	всеми его	1	1
358	отношением к	1	1
359	к формам	1	1
360	и наряду	1	1
361	имеет не	2	1
362	сущности не	1	1
363	как на	2	1
364	во всяком	1	1
365	они не	1	1
