N	3gram	Voloshinov_1	Myshleni
1	в том что	4	19
2	по сравнению с	1	14
3	по отношению к	9	10
4	с точки зрения	10	10
5	для того чтобы	1	8
6	с самого начала	5	7
7	в то время	1	6
8	можно сказать что	3	6
9	в зависимости от	2	5
10	как мы видели	4	4
11	и той же	1	3
12	до сих пор	3	3
13	в этом отношении	2	3
14	из того что	1	3
15	мы видели что	1	3
16	мы знаем что	3	3
17	одной и той	1	3
18	это означает что	1	2
19	в этом случае	1	2
20	знаем что в	1	2
21	и не может	1	2
22	до известной степени	1	2
23	только то что	2	2
24	на этот вопрос	1	2
25	иное отношение к	1	2
26	его отношение к	2	2
27	то что он	1	2
28	не могут быть	3	2
29	ребенка еще не	1	2
30	что все эти	3	2
31	то что мы	1	2
32	в этом вопросе	1	2
33	так и по	1	2
34	не может быть	3	2
35	является как бы	1	2
36	свое отношение к	1	1
37	таким образом что	1	1
38	том что в	1	1
39	один и тот	2	1
40	но как раз	1	1
41	нет и не	1	1
42	мы видим таким	1	1
43	с этим понятием	1	1
44	последнее слово в	1	1
45	но и по	1	1
46	в современной психологии	1	1
47	зависит от того	1	1
48	оно может быть	1	1
49	новых и новых	1	1
50	на самом деле	2	1
51	в котором он	1	1
52	из основных особенностей	1	1
53	одна из основных	1	1
54	с помощью которого	1	1
55	заключение этой главы	1	1
56	с этим вопросом	1	1
57	и в разных	1	1
58	что он не	1	1
59	в отличие от	1	1
60	бы совершенно невозможна	1	1
61	в собственном смысле	1	1
62	в этот период	3	1
63	вместе с этим	1	1
64	но мы знаем	1	1
65	мы должны прибавить	1	1
66	было бы для	1	1
67	что он и	1	1
68	он никогда не	1	1
69	во всех областях	1	1
70	ничего другого как	1	1
71	и тогда когда	1	1
72	сам по себе	2	1
73	в данном случае	3	1
74	точки зрения обоих	1	1
75	как по отношению	1	1
76	с одной стороны	1	1
77	это для ребенка	1	1
78	и тот же	2	1
79	зависимости от того	1	1
80	что на первой	1	1
81	была бы совершенно	1	1
82	его в себя	1	1
83	и по отношению	2	1
84	но вместе с	2	1
85	является одним из	1	1
86	дает ему возможность	1	1
87	как бы в	1	1
88	что при таком	1	1
89	мы говорили что	1	1
90	и в отношении	1	1
91	в заключение этой	1	1
92	раз и навсегда	1	1
93	то обстоятельство что	1	1
94	мы не можем	1	1
95	уже из наших	1	1
96	он должен был	1	1
97	в свою очередь	1	1
98	ребенок на первых	1	1
99	до конца и	1	1
100	о связи между	1	1
101	на следующих ступенях	2	1
102	последнее время книга	1	1
103	видим таким образом	1	1
104	в самом деле	5	1
105	у нас в	2	1
106	возможно только в	1	1
107	во второй половине	1	1
108	то время когда	1	1
109	в настоящей главе	1	1
110	но не может	1	1
111	на первой стадии	1	1
112	тем не менее	2	1
113	при этом совершенно	2	1
114	следующих ступенях развития	1	1
115	ничего общего с	1	1
116	из того же	1	1
117	и входит в	1	1
118	в настоящее время	1	1
119	точку зрения и	1	1
