N	2gram	Losev_Dial_1	VeschiIm
1	не есть	40	49
2	т е	25	42
3	вещи есть	2	38
4	не может	12	33
5	не только	13	31
6	может быть	17	29
7	это –	24	29
8	и не	30	28
9	и в	18	26
10	вещи и	2	24
11	то что	13	24
12	и есть	16	23
13	значит что	14	22
14	это значит	11	22
15	и т	21	21
16	т д	19	20
17	а не	14	20
18	не просто	7	18
19	есть только	5	17
20	что я	3	16
21	и следовательно	2	15
22	что она	7	14
23	только в	3	14
24	по себе	25	13
25	с вещью	2	13
26	и что	12	13
27	того что	2	13
28	и то	9	12
29	есть не	3	12
30	все же	5	12
31	что это	11	12
32	было бы	12	12
33	но и	7	12
34	и –	14	12
35	смысл вещи	1	12
36	сказать что	10	12
37	таким образом	1	11
38	что же	3	11
39	и больше	2	10
40	то же	10	10
41	есть нечто	10	10
42	в ней	3	10
43	не значит	3	10
44	как бы	11	10
45	что такое	10	10
46	потому что	14	10
47	уже не	2	10
48	что мы	1	10
49	в самом	3	9
50	и с	5	9
51	вещей и	2	9
52	вещи не	1	9
53	больше ничего	3	9
54	в том	9	9
55	что не	7	9
56	еще и	3	9
57	прежде всего	10	9
58	ни было	2	9
59	что иное	1	8
60	иное как	1	8
61	в вещи	1	8
62	в себе	11	8
63	на то	5	8
64	смысл и	4	8
65	и это	2	8
66	ничего не	17	8
67	она есть	5	8
68	но это	8	8
69	не что	1	8
70	также и	7	7
71	вещь не	2	7
72	говорить о	5	7
73	если она	3	7
74	в этом	12	7
75	не будет	1	7
76	его в	1	7
77	с другими	2	7
78	том что	9	7
79	в то	6	7
80	ли это	3	7
81	что оно	5	7
82	указывает на	3	7
83	как с	2	7
84	д и	2	7
85	себя в	1	7
86	и их	2	7
87	так как	11	7
88	как раз	4	7
89	и пр	5	7
90	смысла и	1	7
91	– в	4	7
92	– не	11	7
93	совершенно не	8	7
94	есть и	5	7
95	со стороны	2	6
96	что они	3	6
97	и как	7	6
98	но в	6	6
99	есть ли	1	6
100	бы и	2	6
101	это есть	9	6
102	одно и	4	6
103	точки зрения	17	6
104	но если	5	6
105	по крайней	4	6
106	с ним	6	6
107	ее не	1	6
108	она не	6	6
109	значит ли	2	6
110	оно есть	2	6
111	сама вещь	1	6
112	отличается от	2	6
113	можно было	5	6
114	ясно что	8	6
115	должно быть	3	6
116	и нечто	1	6
117	и только	1	6
118	крайней мере	4	6
119	а если	1	6
120	есть ни	6	6
121	так что	15	6
122	если мы	2	6
123	ни с	6	6
124	для него	2	6
125	но что	3	6
126	относится к	2	6
127	то не	2	6
128	когда мы	1	6
129	быть только	1	6
130	в результате	1	6
131	жизни и	3	6
132	что в	13	6
133	это и	4	5
134	и до	1	5
135	и тут	3	5
136	и бытия	1	5
137	на себя	1	5
138	в чем	6	5
139	но не	4	5
140	с самой	1	5
141	есть просто	3	5
142	отнюдь не	9	5
143	чем же	1	5
144	должна быть	3	5
145	же это	3	5
146	вообще не	1	5
147	содержит в	3	5
148	что тут	2	5
149	и достаточно	1	5
150	это не	9	5
151	а есть	4	5
152	не в	6	5
153	тем не	1	5
154	есть всегда	4	5
155	в отношении	5	5
156	не менее	2	5
157	только и	4	5
158	и явление	2	5
159	в ее	1	5
160	должны быть	1	5
161	тут мы	1	5
162	если бы	12	5
163	для этого	2	5
164	другими словами	2	5
165	еще не	2	5
166	или не	5	5
167	что для	3	5
168	ни на	6	5
169	ни от	2	5
170	с этой	2	5
171	отвлеченный смысл	1	5
172	и для	2	5
173	а в	5	5
174	– как	5	5
175	явления и	1	4
176	мы не	1	4
177	это что	2	4
178	я не	5	4
179	как я	1	4
180	то это	4	4
181	учение об	3	4
182	в их	3	4
183	во всех	1	4
184	как таковая	2	4
185	точка зрения	2	4
186	для всякого	2	4
187	нет и	1	4
188	его на	1	4
189	с этим	2	4
190	в своем	5	4
191	с чем	1	4
192	тут не	4	4
193	же не	1	4
194	и мы	5	4
195	на почве	1	4
196	в природу	1	4
197	как и	2	4
198	между собою	2	4
199	что значит	1	4
200	с точки	12	4
201	– только	1	4
202	имеет смысл	1	4
203	и более	4	4
204	можно ли	1	4
205	на себе	3	4
206	же время	4	4
207	должен быть	1	4
208	и о	3	4
209	то или	3	4
210	только то	4	4
211	– совершенно	2	4
212	о том	4	4
213	с другой	6	4
214	судить о	1	4
215	что и	3	4
216	быть и	4	4
217	рационализма и	1	4
218	то и	2	4
219	е не	1	4
220	из них	2	4
221	оно –	3	4
222	это значило	1	4
223	так то	1	4
224	и даже	13	4
225	даже не	3	4
226	как же	5	4
227	и потому	3	4
228	мы говорим	4	4
229	в данном	3	4
230	в отдельности	2	4
231	как только	2	4
232	говорить что	2	4
233	с полной	1	4
234	не существует	7	4
235	значило бы	2	4
236	и все	3	4
237	собственно говоря	4	4
238	от того	1	4
239	явление и	3	4
240	о сущности	1	4
241	между ними	1	4
242	оно не	1	4
243	есть то	1	4
244	от самой	1	3
245	сам по	6	3
246	самом деле	3	3
247	но –	4	3
248	что смысл	3	3
249	к другому	1	3
250	отношения к	3	3
251	если я	1	3
252	мы имеем	2	3
253	вещами и	1	3
254	и сущность	1	3
255	бы что	1	3
256	вопрос о	2	3
257	но ясно	1	3
258	из того	2	3
259	но даже	1	3
260	не то	6	3
261	явлений и	1	3
262	смысл или	1	3
263	более или	3	3
264	себе не	5	3
265	сущность но	1	3
266	и как-то	1	3
267	вопроса о	1	3
268	в нем	16	3
269	раз навсегда	1	3
270	что нужно	1	3
271	на этом	2	3
272	могла бы	2	3
273	по смыслу	1	3
274	в жизни	1	3
275	сущность и	1	3
276	несмотря на	10	3
277	и тогда	2	3
278	нисколько не	4	3
279	или менее	3	3
280	можно только	2	3
281	в своей	2	3
282	все это	11	3
283	есть именно	1	3
284	между прочим	1	3
285	как можно	2	3
286	и другое	2	3
287	как о	2	3
288	и притом	4	3
289	в основе	3	3
290	само по	5	3
291	того чтобы	1	3
292	или как	1	3
293	к ней	4	3
294	она отличается	1	3
295	ни о	5	3
296	к тому	4	3
297	всегда есть	2	3
298	на это	1	3
299	же –	2	3
300	нет никакой	1	3
301	и сам	1	3
302	так и	9	3
303	к вещи	1	3
304	и вообще	4	3
305	вещи мы	1	3
306	можно сказать	6	3
307	есть тоже	2	3
308	если это	2	3
309	один из	3	3
310	мы видим	4	3
311	что он	11	3
312	но как	2	3
313	не мешает	4	3
314	реальное и	3	3
315	только на	3	3
316	и чисто	1	3
317	а это	1	3
318	сама по	8	3
319	мы находим	7	3
320	отношение к	5	3
321	можно с	1	3
322	никакого отношения	1	3
323	и позитивизма	1	3
324	даже и	3	3
325	никогда не	9	3
326	эти две	1	3
327	не буду	3	3
328	а с	2	3
329	существенного и	1	3
330	вместе с	1	3
331	что именно	2	3
332	в той	1	3
333	вещественно и	1	3
334	да и	6	3
335	думают что	6	3
336	она должна	2	3
337	она может	1	3
338	она уже	1	3
339	это может	2	3
340	бы в	3	3
341	и ни	6	3
342	тем более	2	3
343	хотя бы	6	3
344	я в	2	3
345	не быть	1	3
346	нем нет	3	2
347	можно говорить	2	2
348	от этого	3	2
349	как это	4	2
350	и значит	3	2
351	есть сама	2	2
352	тем же	1	2
353	поэтому и	2	2
354	мы уже	1	2
355	той же	1	2
356	к чему	1	2
357	как мы	4	2
358	но она	3	2
359	своей собственной	1	2
360	бы ни	1	2
361	себе что	1	2
362	и этого	1	2
363	не нужно	2	2
364	как смысл	3	2
365	мысли и	3	2
366	на их	1	2
367	– это	9	2
368	мы будем	1	2
369	а только	3	2
370	и всякий	2	2
371	она –	3	2
372	себе и	2	2
373	и феноменологический	1	2
374	есть предмет	1	2
375	как некоей	1	2
376	наряду с	1	2
377	как в	2	2
378	эту теорему	1	2
379	что ее	1	2
380	когда он	1	2
381	я должен	1	2
382	на нас	1	2
383	это тоже	1	2
384	в каком-то	1	2
385	то в	7	2
386	я имею	1	2
387	образом и	2	2
388	так или	1	2
389	выражение в	1	2
390	только один	1	2
391	если он	1	2
392	смыслом и	1	2
393	есть но	1	2
394	и если	1	2
395	он не	3	2
396	для того	2	2
397	науки мы	1	2
398	в силу	1	2
399	и вот	6	2
400	или другое	1	2
401	существует и	1	2
402	и этот	1	2
403	не суть	1	2
404	но все	3	2
405	в одну	3	2
406	и может	2	2
407	об этом	4	2
408	есть конечно	2	2
409	то есть	1	2
410	от одного	1	2
411	и тем	1	2
412	ни в	15	2
413	но уже	2	2
414	все равно	3	2
415	и уже	1	2
416	есть какое-то	1	2
417	реальность и	2	2
418	ибо иначе	2	2
419	же есть	1	2
420	не указывает	1	2
421	жизнь и	3	2
422	вообще но	1	2
423	смыслу своему	1	2
424	и эти	1	2
425	для нее	2	2
426	говорим что	2	2
427	же такое	1	2
428	тому что	3	2
429	но они	2	2
430	или что	2	2
431	пусть даже	1	2
432	дело в	1	2
433	в науке	3	2
434	все реальное	1	2
435	что раз	1	2
436	но только	3	2
437	чем не	1	2
438	это совершенно	1	2
439	в разных	3	2
440	как она	7	2
441	тех или	3	2
442	и его	1	2
443	ничто не	3	2
444	отвлеченное понятие	2	2
445	это уже	1	2
446	никуда не	1	2
447	однако это	1	2
448	не потому	1	2
449	у меня	1	2
450	и явлений	2	2
451	достаточно только	1	2
452	как некая	2	2
453	если же	1	2
454	метафизика не	1	2
455	об отношении	5	2
456	и когда	1	2
457	не с	5	2
458	мог бы	2	2
459	в виду	5	2
460	но к	2	2
461	и та	3	2
462	никак не	6	2
