N	3gram	Losev_Dial_4	formyVre
1	с точки зрения	9	8
2	в связи с	1	7
3	для того чтобы	5	7
4	не только в	1	5
5	то же время	6	4
6	в то же	6	4
7	о том как	2	3
8	и в то	2	3
9	и в этом	3	3
10	и прежде всего	1	3
11	в том что	9	3
12	и т д	15	3
13	что в этом	1	2
14	прежде всего в	1	2
15	равно как и	2	2
16	в этом случае	1	2
17	на первый план	1	2
18	и та же	1	2
19	не было бы	1	2
20	то что было	1	2
21	лежит в основе	3	2
22	одна и та	1	2
23	связи с этим	1	2
24	это значит что	7	2
25	друг от друга	1	2
26	мы будем говорить	1	1
27	не может не	1	1
28	это учение о	2	1
29	в чем не	1	1
30	другой стороны в	1	1
31	и в сущности	1	1
32	и необходимости я	1	1
33	именно на этот	1	1
34	в виду что	1	1
35	есть прежде всего	3	1
36	и не только	1	1
37	хотя и есть	1	1
38	как и все	2	1
39	кем и неизвестно	1	1
40	в конце концов	1	1
41	в отличие от	1	1
42	от друга и	1	1
43	рано или поздно	1	1
44	без него не	1	1
45	с этой точки	2	1
46	только для того	1	1
47	та же слава	1	1
48	точки зрения в	1	1
49	же что и	3	1
50	в данном случае	1	1
51	она еще не	1	1
52	и все его	1	1
53	можно говорить о	1	1
54	в себя и	1	1
55	в своем существе	1	1
56	по сравнению с	2	1
57	до некоторой степени	1	1
58	но только в	1	1
59	с другой стороны	1	1
60	не может быть	6	1
61	но в то	2	1
62	этой точки зрения	2	1
63	ни в чем	1	1
64	и как бы	1	1
65	но это значит	1	1
66	том что они	1	1
67	его жизни и	1	1
68	и вместе с	1	1
69	в свою очередь	2	1
70	о том что	1	1
71	с тем что	1	1
72	а это и	1	1
73	ни с чем	1	1
74	как бы ни	1	1
75	еще нет и	1	1
76	но все же	1	1
77	можно сказать что	1	1
78	а вместе с	1	1
79	это как бы	1	1
80	как бы в	1	1
81	тем более не	3	1
82	вот почему в	1	1
83	неизвестно кем и	1	1
84	той или иной	1	1
85	т д он	1	1
