N	3gram	Tiupa_Anal_1	Myshleni
1	в том что	9	31
2	с точки зрения	4	11
3	с одной стороны	3	9
4	в этом смысле	1	8
5	с другой стороны	2	8
6	то же самое	2	7
7	в этом отношении	2	7
8	и тот же	1	7
9	смысле этого слова	1	7
10	один и тот	1	7
11	в собственном смысле	1	7
12	друг с другом	1	7
13	в самом деле	2	6
14	одно и то	1	6
15	и то же	1	6
16	и того же	2	5
17	одного и того	2	5
18	для того чтобы	3	5
19	и той же	1	4
20	с этой точки	1	4
21	одной и той	1	4
22	этой точки зрения	1	4
23	и тем самым	1	4
24	состоит в том	3	3
25	вместе с тем	1	3
26	между тем как	1	3
27	в равной мере	1	3
28	во всяком случае	1	3
29	в связи с	1	3
30	о том что	3	3
31	и те же	1	3
32	одни и те	1	3
33	в том виде	1	2
34	связей и отношений	1	2
35	оно может быть	1	2
36	в том числе	3	2
37	только в том	1	2
38	в отличие от	6	2
39	но и в	2	2
40	том числе и	1	2
41	а с другой	1	2
42	у одного и	1	2
43	не подлежит никакому	1	2
44	в данном случае	2	2
45	в том чтобы	7	2
46	и тогда когда	1	2
47	как и на	1	2
48	не могут быть	2	2
49	в свое время	2	2
50	в свою очередь	1	2
51	никогда не бывает	1	2
52	подобно тому как	3	2
53	тому или иному	1	2
54	по своей природе	1	1
55	не в состоянии	1	1
56	такой же мере	1	1
57	что иное как	5	1
58	представляет собой не	1	1
59	а отнюдь не	1	1
60	прежде всего в	1	1
61	оно нуждается в	1	1
62	такой же точно	1	1
63	это означает что	2	1
64	виде в каком	1	1
65	далеко не все	1	1
66	как бы не	1	1
67	равно как и	1	1
68	не говоря уже	1	1
69	как и во	1	1
70	он может быть	1	1
71	о том как	1	1
72	том виде в	1	1
73	в истинном значении	1	1
74	более высокой ступени	1	1
75	во всей своей	1	1
76	том случае если	1	1
77	в зависимости от	1	1
78	того что мы	1	1
79	в той же	1	1
80	бы то ни	3	1
81	и та же	1	1
82	до сих пор	1	1
83	состоит не в	1	1
84	значении этого слова	6	1
85	говоря уже о	1	1
86	как если бы	1	1
87	в том случае	1	1
88	и в частности	1	1
89	к тому что	1	1
90	то ни было	3	1
91	что в качестве	1	1
92	здесь мы имеем	1	1
93	далеко не всегда	2	1
94	не только в	1	1
95	связи и отношения	1	1
96	мышления в частности	1	1
97	в целом но	1	1
98	и при этом	1	1
99	мы имеем дело	4	1
100	и как бы	1	1
101	имеем дело с	3	1
102	самом деле как	1	1
103	в такой же	1	1
104	к тому же	4	1
105	или иных элементов	1	1
106	собственном смысле слова	1	1
107	в сущности говоря	1	1
108	одна и та	1	1
109	не может быть	16	1
110	на вопрос о	1	1
111	речь идет об	1	1
112	и таким образом	1	1
113	при этом как	1	1
114	по отношению к	5	1
115	только в качестве	1	1
116	означает что в	2	1
117	толкование которое дает	1	1
118	собой не что	1	1
119	и отношения между	1	1
120	все же не	1	1
121	не что иное	4	1
122	истинном значении этого	1	1
123	под этим именем	1	1
124	мы встречаемся с	1	1
125	тех или иных	2	1
126	заключенное в нем	1	1
127	приводит нас к	1	1
128	из сказанного выше	1	1
129	том что он	2	1
130	или лучше сказать	1	1
131	распространено и на	1	1
132	как и в	1	1
133	только тогда когда	1	1
134	а затем уже	1	1
135	как мы постараемся	1	1
136	в том же	1	1
137	этого слова в	1	1
