N	3gram	Vygotskiy__1	Sovremen
1	мы не можем	2	6
2	с точки зрения	2	5
3	в зависимости от	5	4
4	не может быть	8	4
5	не может не	1	3
6	мы видели что	2	3
7	с самого начала	1	3
8	тем не менее	2	2
9	во всяком случае	6	2
10	в отличие от	3	2
11	в свою очередь	1	2
12	в настоящее время	2	2
13	то же самое	2	2
14	в том как	1	1
15	такой же мере	1	1
16	что иное как	1	1
17	в известном смысле	1	1
18	и в этом	1	1
19	и не было	1	1
20	одной стороны и	1	1
21	у каждого из	1	1
22	не могут быть	1	1
23	в которой он	1	1
24	в такой же	1	1
25	не в том	5	1
26	одни и те	1	1
27	в связи с	1	1
28	вместе с последней	1	1
29	оно может быть	1	1
30	ясного и отчетливого	1	1
31	дело в том	1	1
32	на самом деле	2	1
33	физика и химия	1	1
34	в этом смысле	2	1
35	и той же	3	1
36	когда мы говорим	1	1
37	так же как	4	1
38	что при таком	1	1
39	один и тот	1	1
40	у нас есть	1	1
41	не было бы	2	1
42	совершенно независимо от	1	1
43	до сих пор	3	1
44	равны между собой	1	1
45	и что следовательно	2	1
46	и во всех	1	1
47	нуждаются в объяснении	1	1
48	сами по себе	1	1
49	а может быть	1	1
50	то он уже	1	1
51	мы не знаем	1	1
52	в конечном счете	3	1
53	и те же	1	1
54	совершенно так же	1	1
55	заключает в себе	1	1
56	разложить ее на	1	1
57	в самом деле	7	1
58	к одному и	1	1
59	может быть только	1	1
60	что в каждом	1	1
61	в том случае	2	1
62	и могут быть	1	1
63	мы видим что	2	1
64	одной и той	3	1
65	не что иное	1	1
66	в процессе развития	1	1
67	в том что	9	1
68	в этой области	1	1
69	том случае когда	1	1
70	может быть в	1	1
71	дело идет о	1	1
72	ясно что при	1	1
73	с одной стороны	5	1
74	на этот раз	1	1
75	и тот же	1	1
