N	3gram	Potebnia_M_1	Istorich
1	и т д	4	15
2	с другой стороны	5	7
3	до сих пор	1	5
4	в том что	13	5
5	тем не менее	6	5
6	как мы видели	1	5
7	что иное как	2	3
8	выше мы видели	1	3
9	в связи с	1	3
10	другой стороны и	1	3
11	не что иное	2	3
12	мы видели что	1	3
13	по отношению к	13	2
14	что в них	1	2
15	точно так же	1	2
16	что и в	3	2
17	с одной стороны	3	2
18	во всяком случае	1	2
19	все равно как	1	2
20	но тем не	3	2
21	таким образом мы	1	2
22	в то время	1	2
23	о том что	1	2
24	в одном из	1	2
25	не только не	2	2
26	но все же	1	2
27	как и в	2	2
28	потому что как	2	1
29	и той же	3	1
30	подобно тому как	3	1
31	не произошло бы	1	1
32	во многих случаях	1	1
33	не могла бы	2	1
34	с этой точки	1	1
35	как если бы	1	1
36	с точки зрения	3	1
37	сами по себе	1	1
38	но и в	4	1
39	только то что	1	1
40	из того что	1	1
41	с тем что	3	1
42	что в нем	1	1
43	друг другу и	1	1
44	в таком случае	2	1
45	можно было бы	1	1
46	мысль что и	2	1
47	все особенности этого	1	1
48	с тех пор	1	1
49	в том смысле	4	1
50	не менее если	1	1
51	можно заметить что	1	1
52	не только в	3	1
53	заключается в том	1	1
54	смысле этого слова	1	1
55	равно как если	1	1
56	мы видели выше	1	1
57	до того что	1	1
58	так же как	1	1
59	и в том	3	1
60	этой точки зрения	1	1
61	а так как	3	1
62	языка не может	1	1
63	в свою очередь	4	1
64	на самом деле	1	1
65	так как в	2	1
66	не может быть	9	1
67	с самого начала	3	1
68	при известных условиях	2	1
69	можно бы думать	1	1
70	на то что	1	1
71	друг от друга	2	1
72	связь с тем	1	1
73	после того как	1	1
74	что не все	1	1
75	одной и той	3	1
76	друг друга и	1	1
77	т д в	1	1
78	и не видно	1	1
79	на этот вопрос	2	1
80	она не может	1	1
81	на том что	1	1
