N	2gram	Medvedev_U_1	Psycholo
1	в том	2	37
2	и в	14	32
3	и что	1	22
4	то есть	1	21
5	том что	2	21
6	таким образом	2	21
7	в искусстве	6	21
8	то что	7	21
9	что в	1	20
10	может быть	6	18
11	что и	2	17
12	не может	7	17
13	самом деле	2	16
14	что она	2	16
15	то же	5	13
16	в этом	7	13
17	что он	2	13
18	в самом	2	12
19	не только	10	12
20	по себе	2	12
21	художественной формы	2	12
22	на то	1	11
23	было бы	3	11
24	с тем	1	11
25	но и	4	10
26	как и	3	10
27	и не	8	10
28	никогда не	1	9
29	что при	1	9
30	искусства и	1	9
31	тем что	2	9
32	что все	2	9
33	той же	1	8
34	не в	2	8
35	того что	1	8
36	поэзии и	1	7
37	только в	2	7
38	что для	1	7
39	а не	10	7
40	сказать что	1	7
41	в этой	4	6
42	в художественном	5	6
43	он не	1	6
44	если бы	2	6
45	формы и	2	6
46	о том	1	6
47	тот же	1	6
48	художественное произведение	5	6
49	же самое	2	6
50	художественном произведении	2	5
51	художественного произведения	2	5
52	искусства в	1	5
53	далеко не	1	5
54	все это	5	5
55	в то	3	5
56	в ней	1	5
57	и даже	1	5
58	до сих	2	5
59	отнюдь не	1	5
60	сих пор	2	5
61	как раз	2	5
62	этом отношении	2	5
63	как на	1	5
64	же как	1	4
65	сам по	1	4
66	мы имеем	1	4
67	все же	3	4
68	в произведении	1	4
69	в нем	1	4
70	искусство как	1	4
71	и с	2	4
72	в данном	1	4
73	иначе говоря	1	4
74	того как	1	4
75	ничего не	2	4
76	и для	2	4
77	могут быть	2	4
78	и это	1	4
79	данном случае	1	4
80	между тем	2	4
81	говорит он	1	4
82	произведения искусства	3	4
83	материал для	2	4
84	при таком	2	4
85	и все	1	4
86	и то	3	3
87	мы не	2	3
88	столько же	1	3
89	относится к	1	3
90	но в	3	3
91	формы в	3	3
92	он в	1	3
93	не как	3	3
94	об этом	1	3
95	это было	2	3
96	к области	2	3
97	в своей	3	3
98	в их	4	3
99	в которых	1	3
100	но он	1	3
101	что с	1	3
102	тогда когда	1	3
103	мы можем	1	3
104	не могут	2	3
105	любопытно что	1	3
106	отказаться от	1	3
107	в виду	1	3
108	так и	1	3
109	для этого	3	3
110	с другой	4	3
111	в конечном	4	3
112	материал не	2	3
113	бы и	2	3
114	и так	1	3
115	конечном счете	4	3
116	в конце	2	3
117	может служить	1	3
118	до конца	1	3
119	в частности	3	3
120	что же	1	3
121	по существу	2	3
122	это значит	1	3
123	как прием	2	3
124	само по	1	3
125	конце концов	2	3
126	хотя бы	5	3
127	только как	1	3
128	объясняется и	1	2
129	признание что	1	2
130	но даже	2	2
131	бы то	3	2
132	с его	2	2
133	но не	2	2
134	к которой	1	2
135	очевидно что	3	2
136	и приемы	1	2
137	художественного впечатления	1	2
138	раз обратное	1	2
139	могли бы	2	2
140	что по	1	2
141	из самых	1	2
142	в которой	1	2
143	мы получаем	2	2
144	в себе	2	2
145	имеем в	1	2
146	они в	1	2
147	на его	1	2
148	форма в	1	2
149	то ни	3	2
150	материала и	2	2
151	это не	3	2
152	форму и	2	2
153	произведение как	1	2
154	приема и	1	2
155	что материал	2	2
156	не значит	1	2
157	сводятся к	1	2
158	их в	1	2
