N	3gram	Bakhtin_sl_1	Narrotol
1	в данном случае	3	8
2	не только в	2	6
3	в том что	1	5
4	то же время	12	4
5	той или иной	9	4
6	в то же	12	4
7	не может быть	1	4
8	в этом отношении	1	3
9	для того чтобы	1	3
10	в первом случае	2	3
11	тем не менее	1	3
12	о том что	1	2
13	с установкой на	1	2
14	до сих пор	2	2
15	своего и чужого	2	2
16	но и на	1	2
17	в отличие от	1	2
18	но и в	1	2
19	в зависимости от	3	2
20	одно и то	2	2
21	может быть не	1	2
22	и то же	2	2
23	дело в том	1	2
24	во всяком случае	5	2
25	в свою очередь	2	2
26	не только на	2	2
27	можно сказать что	1	2
28	в известном смысле	2	2
29	смысловых и ценностных	2	1
30	как и у	1	1
31	и столь же	1	1
32	далеко не исчерпывается	1	1
33	более или менее	3	1
34	большей или меньшей	4	1
35	одного из персонажей	1	1
36	с другой стороны	4	1
37	с точки зрения	8	1
38	смешаны два высказывания	1	1
39	и не может	2	1
40	и в то	5	1
41	до известной степени	2	1
42	бы то ни	1	1
43	но и здесь	3	1
44	по крайней мере	1	1
45	у него нет	1	1
46	два смысловых и	1	1
47	и его голос	1	1
48	может быть и	1	1
49	жизни но и	1	1
50	не могло быть	1	1
51	имеет дело не	2	1
52	в особенности в	1	1
53	как и в	1	1
54	дело не с	2	1
55	в первый раз	1	1
56	то ни было	1	1
57	мы не знаем	1	1
58	в меньшей степени	1	1
59	с одной стороны	4	1
60	в значительной степени	1	1
61	которая не может	1	1
62	друг с другом	2	1
63	же национального языка	2	1
64	к одному из	1	1
65	в большей или	3	1
66	даже в лирике	1	1
67	отношении к автору	1	1
68	такая композиционная форма	1	1
69	один из этих	1	1
70	в той или	9	1
71	то же слово	2	1
72	в стороне от	1	1
73	чем он был	1	1
74	того же национального	2	1
75	его жизни и	1	1
76	на протяжении всего	1	1
77	не с языком	1	1
78	существенную роль в	1	1
79	но в этом	1	1
80	и ценностных кругозора	1	1
81	уже не только	1	1
82	к тому что	2	1
83	они могут быть	6	1
84	там где язык	1	1
85	или иной степени	9	1
86	во всех его	7	1
87	и т д	5	1
88	как мы видели	1	1
89	между тем это	1	1
90	не входит в	1	1
