N	3gram	Propp_Russ_2	Analitik
1	в том что	18	7
2	с другой стороны	1	5
3	о том что	4	5
4	в свою очередь	1	4
5	как и в	1	4
6	в данном случае	6	3
7	в этом отношении	1	3
8	дело в том	1	2
9	подобно тому как	3	2
10	о чем речь	1	2
11	в отличие от	3	2
12	с одной стороны	2	2
13	тем не менее	2	2
14	во всяком случае	1	2
15	можно сказать что	1	2
16	совершенно очевидно что	1	2
17	а между тем	1	1
18	что иное как	2	1
19	к этому же	1	1
20	цикла одна из	1	1
21	в этом случае	6	1
22	состояла в том	2	1
23	время они как	1	1
24	между тем как	1	1
25	таким образом в	1	1
26	однако все эти	1	1
27	но и как	1	1
28	с полной уверенностью	1	1
29	одна из наиболее	1	1
30	в том чтобы	2	1
31	здесь мы имеем	1	1
32	в состав этого	1	1
33	по своему происхождению	1	1
34	мы имеем не	2	1
35	в применении к	1	1
36	принадлежат к числу	1	1
37	всяком случае не	1	1
38	для того чтобы	6	1
39	не только как	1	1
40	в тех случаях	1	1
41	не может быть	3	1
42	между собой и	1	1
43	в связь с	1	1
44	вопрос о том	1	1
45	в году все	1	1
46	состоит не в	1	1
47	между тем это	2	1
48	они как бы	1	1
49	тем более что	1	1
50	тех случаях когда	1	1
51	не что иное	2	1
52	во многих отношениях	1	1
53	дело не в	1	1
54	также что в	1	1
