N	2gram	Vinokur_St_1	Vladivir
1	и в	44	30
2	в этом	21	20
3	то что	18	20
4	у него	2	19
5	и не	16	18
6	в том	36	18
7	с н	1	16
8	и с	3	14
9	что он	10	13
10	в конце	3	13
11	не только	18	12
12	том что	29	12
13	там же	1	12
14	что в	30	12
15	как мы	1	11
16	в его	9	11
17	а в	17	11
18	сказать что	7	11
19	и вообще	3	10
20	а также	2	10
21	не было	4	10
22	и даже	5	10
23	все же	8	9
24	кроме того	1	9
25	было бы	17	9
26	не в	12	9
27	в то	9	9
28	не может	8	9
29	для него	6	9
30	потому что	6	9
31	в своем	2	8
32	но в	10	8
33	что же	6	8
34	но и	10	8
35	вместе с	1	8
36	до конца	1	7
37	то есть	2	7
38	ни в	3	7
39	которую он	1	7
40	точки зрения	11	7
41	никогда не	5	7
42	не менее	5	7
43	может быть	15	7
44	а не	16	7
45	как это	4	7
46	между прочим	2	7
47	для нас	7	7
48	и все	2	7
49	также и	9	6
50	он был	3	6
51	хотя и	1	6
52	и к	1	6
53	в себе	2	6
54	об этом	3	6
55	в москве	2	6
56	тем не	2	6
57	и его	8	6
58	у нас	11	6
59	то время	2	6
60	его жизни	3	6
61	только в	10	6
62	т iii	1	6
63	всяком случае	6	6
64	а именно	3	6
65	еще и	2	6
66	прежде всего	7	6
67	о чем	1	6
68	к этому	1	6
69	жизни и	5	6
70	во всяком	6	6
71	того же	3	5
72	и то	5	5
73	и я	3	5
74	с этим	3	5
75	то в	3	5
76	все эти	5	5
77	при этом	2	5
78	же касается	3	5
79	как и	9	5
80	в своей	6	5
81	в котором	5	5
82	по себе	1	5
83	так как	5	5
84	к концу	2	5
85	для себя	3	5
86	так и	9	5
87	и что	4	5
88	того что	9	5
89	тот же	1	5
90	так что	6	5
91	но что	1	5
92	в течение	1	5
93	как бы	4	5
94	все это	5	5
95	в результате	3	5
96	из этого	1	5
97	то же	5	4
98	той же	5	4
99	я не	7	4
100	то это	3	4
101	в ней	3	4
102	и на	1	4
103	время в	1	4
104	что его	1	4
105	с его	1	4
106	совсем не	2	4
107	отношение к	2	4
108	не очень	1	4
109	в которой	4	4
110	что это	4	4
111	в целом	5	4
112	в этой	11	4
113	в нем	5	4
114	он не	2	4
115	содержит в	1	4
116	его в	2	4
117	это было	1	4
118	несмотря на	2	4
119	в этих	2	4
120	разного рода	1	4
121	по крайней	2	4
122	и о	1	4
123	можно сказать	1	4
124	судить по	1	4
125	о том	17	4
126	с которыми	2	4
127	конечно не	2	4
128	вовсе не	19	4
129	крайней мере	2	4
130	со стороны	6	4
131	именно в	6	4
132	так же	5	4
133	в это	1	4
134	с этой	3	4
135	но это	6	4
136	в начале	3	4
