N	2gram	Losev_Dial_4	Komedia
1	и в	15	22
2	и не	30	21
3	т е	46	16
4	том что	10	13
5	таким образом	5	12
6	в том	11	12
7	так как	14	11
8	со стороны	3	11
9	ни в	8	10
10	потому что	10	10
11	в самом	2	9
12	вместе с	2	9
13	в этом	11	8
14	его в	1	8
15	в своем	5	8
16	о том	5	8
17	если бы	6	8
18	в его	4	8
19	что и	6	8
20	что он	7	8
21	едва ли	3	7
22	то же	9	7
23	при этом	2	7
24	не по	2	7
25	об этом	3	7
26	в конце	1	7
27	только что	2	7
28	а в	1	7
29	в свою	3	7
30	еще не	4	6
31	так что	6	6
32	в то	6	6
33	и его	7	6
34	того чтобы	5	6
35	свою очередь	2	6
36	ясно что	11	6
37	и что	9	6
38	для того	5	6
39	может быть	17	6
40	как раз	4	6
41	к этому	3	6
42	речь идет	1	5
43	отношение к	1	5
44	но в	3	5
45	не только	8	5
46	он не	1	5
47	в своей	3	5
48	в которых	1	5
49	то это	1	5
50	не менее	2	5
51	же время	6	5
52	связи с	1	5
53	к себе	1	5
54	хотя и	6	5
55	с ним	3	5
56	к нему	1	5
57	что в	7	5
58	из них	2	5
59	тем что	2	5
60	прежде всего	11	5
61	как это	2	5
62	все это	9	5
63	и т	17	4
64	в ней	5	4
65	с другой	1	4
66	тут же	1	4
67	нет и	2	4
68	отнюдь не	4	4
69	все же	2	4
70	когда он	3	4
71	то что	16	4
72	в себе	8	4
73	лет тому	1	4
74	что она	5	4
75	но все	2	4
76	и с	4	4
77	с тем	4	4
78	точки зрения	14	4
79	не в	8	4
80	однако в	2	4
81	в отношении	2	4
82	и здесь	1	4
83	так и	5	4
84	не дает	2	4
85	вовсе не	6	4
86	но и	4	4
87	до конца	1	4
88	а не	18	4
89	в связи	1	4
90	не является	1	4
91	и для	5	4
92	бы в	4	4
93	тем более	6	4
94	хотя бы	4	4
95	так же	4	4
96	идет о	1	3
97	говорить о	11	3
98	из того	1	3
99	на них	1	3
100	с его	5	3
