N	2gram	Tiupa_Anal_2	Psycholo
1	в том	12	37
2	и в	16	32
3	и что	1	22
4	то есть	9	21
5	том что	12	21
6	потому что	1	21
7	таким образом	2	21
8	то что	7	21
9	что в	2	20
10	может быть	6	18
11	так же	2	18
12	точки зрения	4	17
13	что и	3	17
14	не может	4	17
15	самом деле	1	16
16	что она	2	16
17	то же	4	13
18	в этом	18	13
19	при этом	10	13
20	в самом	6	12
21	заключается в	1	12
22	не только	16	12
23	по себе	2	12
24	так как	1	12
25	на то	2	11
26	было бы	3	11
27	и т	1	10
28	когда он	1	10
29	с точки	2	10
30	но и	12	10
31	же точно	1	10
32	как и	14	10
33	и не	12	10
34	как в	4	9
35	никогда не	3	9
36	что при	1	9
37	тем что	3	9
38	что все	2	9
39	той же	2	8
40	не в	4	8
41	не менее	4	8
42	дело с	1	8
43	того что	2	8
44	в сущности	4	7
45	и как	1	7
46	все эти	1	7
47	такой же	1	7
48	и его	4	7
49	как будто	3	7
50	к тому	7	7
51	можно было	3	7
52	только в	4	7
53	а не	10	7
54	сказать что	2	7
55	в этой	9	6
56	в художественном	1	6
57	он не	2	6
58	если бы	3	6
59	те же	2	6
60	о том	7	6
61	тот же	1	6
62	и из	1	6
63	как бы	10	6
64	же самое	1	6
65	художественного произведения	2	5
66	исходит из	1	5
67	и на	6	5
68	что его	1	5
69	только на	3	5
70	далеко не	1	5
71	все это	4	5
72	в то	2	5
73	и даже	9	5
74	вслед за	2	5
75	отнюдь не	8	5
76	как раз	4	5
77	этом отношении	3	5
78	как на	1	5
79	едва ли	3	4
80	есть не	1	4
81	мы имеем	3	4
82	столь же	4	4
83	в чем	1	4
84	в действительности	3	4
85	с той	2	4
86	в произведении	2	4
87	в целом	8	4
88	и те	1	4
89	в нем	1	4
90	к одному	1	4
91	и по	1	4
92	и тем	4	4
93	в жизни	1	4
94	несмотря на	3	4
95	в данном	8	4
96	иначе говоря	11	4
97	которые в	1	4
98	и более	1	4
99	тому что	1	4
100	не имеет	2	4
101	но только	1	4
102	ничего не	9	4
103	как она	1	4
104	и до	2	4
105	в сознании	4	4
106	что на	3	4
107	и для	2	4
108	могут быть	10	4
109	тем не	3	4
110	если же	1	4
111	данном случае	5	4
112	и сам	3	4
113	никак не	2	4
114	между тем	2	4
115	мы видим	1	4
116	из них	3	4
117	произведения искусства	1	4
118	как это	6	4
119	материал для	1	4
120	с этой	1	4
121	при таком	2	4
122	и все	3	4
123	а в	3	4
124	совершенно не	1	4
125	из этого	1	4
126	отношении к	1	3
127	и то	3	3
128	а другой	1	3
129	и он	2	3
130	во всех	4	3
131	в общем	2	3
132	как говорит	2	3
133	и к	5	3
134	но в	6	3
135	он в	4	3
136	в поэзии	2	3
137	состоит в	8	3
138	не к	1	3
139	не как	1	3
140	евгения онегина	1	3
141	на этом	4	3
142	об этом	1	3
143	это было	2	3
144	к которым	1	3
145	в своей	2	3
146	это только	2	3
147	в их	3	3
148	в отношении	1	3
149	что с	2	3
150	тогда когда	1	3
151	в нас	2	3
152	и заключается	1	3
153	и другой	1	3
154	указывает на	1	3
155	отказаться от	1	3
156	на это	1	3
157	с ее	2	3
158	в виду	1	3
159	так и	15	3
160	жизнь и	1	3
161	с другой	6	3
162	в конечном	3	3
163	бы и	1	3
164	мы должны	1	3
165	один из	2	3
166	этот вопрос	1	3
167	действительной жизни	1	3
168	и ее	1	3
169	так что	3	3
170	конечном счете	2	3
171	и их	2	3
172	представить себе	1	3
173	сами по	1	3
174	в конце	4	3
175	может служить	1	3
176	что тот	1	3
177	тому как	3	3
178	в частности	16	3
179	того или	3	3
180	что же	1	3
181	по существу	2	3
182	должны быть	1	3
183	еще более	2	3
184	хотя бы	1	3
185	в свою	1	3
186	который не	1	3
187	точно так	1	3
188	также и	1	2
189	того же	4	2
190	как история	1	2
191	еще не	2	2
192	из того	1	2
193	но даже	1	2
194	частный случай	1	2
195	бы с	1	2
196	к своему	2	2
197	к игре	4	2
198	с его	1	2
199	же самые	1	2
200	в ее	1	2
201	но не	4	2
202	ответ на	3	2
203	очевидно что	1	2
204	себе и	1	2
205	художественного впечатления	17	2
206	отличие от	2	2
207	обнаруживается в	1	2
208	однако не	1	2
209	но эта	2	2
210	моментов в	1	2
211	в которой	1	2
212	другого как	1	2
213	бы не	1	2
214	и тот	1	2
215	в себе	7	2
216	как он	1	2
217	всех остальных	1	2
218	рассматривать его	1	2
219	или иному	1	2
220	на его	3	2
221	подобно тому	3	2
222	в каждом	1	2
223	значение в	1	2
224	полагает что	1	2
225	это не	1	2
226	то все	1	2
227	в них	1	2
228	наслаждение с	1	2
229	не так	4	2
230	и при	1	2
231	место в	3	2
232	и эти	1	2
233	и наоборот	2	2
234	том же	1	2
235	в этих	2	2
236	что этот	1	2
237	для нее	2	2
238	точно и	1	2
239	произведения как	2	2
240	вплоть до	1	2
241	и другое	1	2
242	на него	2	2
243	он с	1	2
244	того и	2	2
245	его от	3	2
246	казалось бы	3	2
247	же время	2	2
248	не вполне	1	2
249	ни в	1	2
250	прямо говорит	1	2
251	эстетического объекта	3	2
252	в полном	1	2
253	отличается от	1	2
254	бессознательного и	1	2
255	она не	2	2
256	на вопрос	1	2
257	свою очередь	1	2
258	сводится к	3	2
259	роль в	2	2
260	начала и	1	2
261	на которую	2	2
262	две части	1	2
263	в таком	2	2
264	и здесь	1	2
265	в игре	7	2
266	этих двух	1	2
267	воздействия на	1	2
268	в его	2	2
269	даже для	1	2
270	к нему	1	2
271	в драме	1	2
272	в какой	1	2
273	одни и	1	2
274	у того	1	2
275	говорит о	5	2
276	слова в	1	2
277	не любит	4	2
278	в одном	2	2
279	вовсе не	2	2
280	в состоянии	2	2
281	с этими	1	2
282	к ним	1	2
283	каждый из	1	2
284	на примере	1	2
285	зависит от	1	2
286	была бы	2	2
287	и далее	1	2
288	душевной жизни	1	2
289	вместе с	2	2
290	противоречие с	1	2
291	с каким-то	1	2
292	из самого	1	2
293	как нельзя	1	2
294	но это	1	2
295	самое что	1	2
296	тому или	1	2
297	показать как	1	2
298	для нас	1	2
299	тем более	1	2
300	в романе	1	2
301	другой стороны	2	2
302	другой в	1	2
303	состоит из	1	2
304	но когда	1	2
305	на этот	2	2
306	или иного	3	2
307	в свое	1	2
308	ли он	1	2
309	это в	1	2
310	все что	2	2
311	этой точки	1	2
312	а между	1	1
313	как известно	1	1
314	речь идет	2	1
315	у читателя	1	1
316	с с	1	1
317	таком случае	2	1
318	совершенно новый	1	1
319	и должны	1	1
320	мере в	1	1
321	отношений в	1	1
322	тем же	1	1
323	в первом	1	1
324	к другому	1	1
325	по преимуществу	4	1
326	на две	3	1
327	и больше	1	1
328	мышления но	1	1
329	отношения к	2	1
330	и за	3	1
331	их и	1	1
332	в несколько	1	1
333	а как	2	1
334	на место	1	1
335	в уста	1	1
336	почему мы	1	1
337	почти все	1	1
338	что иное	1	1
339	искусства которое	1	1
340	о судьбе	1	1
341	я здесь	1	1
342	сюжет и	4	1
343	на своих	1	1
344	тем как	1	1
345	это имеет	1	1
346	невозможно увидеть	1	1
347	с одной	5	1
348	истинный смысл	1	1
349	и т.д	3	1
350	а и	1	1
351	за пределы	4	1
352	идет о	1	1
353	независимо от	1	1
354	данный момент	1	1
355	для всех	2	1
356	что касается	3	1
357	его к	1	1
358	более или	1	1
359	следующим образом	1	1
360	в противоположность	2	1
361	искусство и	1	1
362	только то	1	1
363	говорит не	1	1
364	уже не	4	1
365	себе как	1	1
366	не приходится	1	1
367	в литературном	1	1
368	себя к	1	1
369	в нашем	3	1
370	означает как	1	1
371	из этих	1	1
372	в сновидениях	1	1
373	подчинен и	1	1
374	не безразличен	1	1
375	и отдельно	1	1
376	тому же	4	1
377	но ведь	1	1
378	если он	1	1
379	вследствие этого	2	1
380	вообще не	2	1
381	противном случае	1	1
382	не следует	2	1
383	однако при	3	1
384	ключ к	3	1
385	в восприятии	1	1
386	идеи и	1	1
387	в принципе	1	1
388	и читателя	3	1
