N	2gram	Bakhtin_fo_2	Problema
1	и в	46	44
2	вовсе не	13	37
3	и не	9	35
4	то есть	10	34
5	может быть	7	28
6	по себе	2	25
7	потому что	8	25
8	то что	7	23
9	в том	10	21
10	только в	11	19
11	а не	4	18
12	в этом	22	17
13	также и	4	16
14	сказать что	1	16
15	когда мы	1	15
16	и то	1	14
17	не только	11	14
18	и даже	3	14
19	и т	14	13
20	то же	8	13
21	т д	3	13
22	не в	9	13
23	но в	10	12
24	том что	4	12
25	той или	1	12
26	так что	4	12
27	не является	3	11
28	отнюдь не	4	10
29	так и	7	10
30	как и	8	10
31	у нас	2	10
32	в виду	3	10
33	но и	9	10
34	что всякий	1	9
35	не имеет	1	9
36	в нем	5	9
37	и с	6	9
38	это не	2	9
39	и тем	1	9
40	в то	5	9
41	и это	2	9
42	никак не	1	9
43	в его	8	9
44	что и	3	9
45	что он	3	9
46	как нечто	1	9
47	так как	6	9
48	в данном	2	9
49	как бы	10	9
50	же самое	3	9
51	таким образом	3	9
52	и от	2	9
53	во всяком	2	9
54	смысле слова	2	8
55	в себе	4	8
56	он не	5	8
57	было бы	2	8
58	ни в	1	8
59	но это	2	8
60	и вообще	1	8
61	есть нечто	1	8
62	связи с	8	8
63	как мы	6	8
64	здесь не	2	8
65	того что	3	8
66	или иной	2	8
67	что в	5	8
68	это и	1	7
69	мы не	1	7
70	в связи	8	7
71	на самом	1	7
72	все эти	5	7
73	данном случае	1	7
74	вещи и	2	7
75	с ним	4	7
76	и что	1	7
77	с другой	2	7
78	значит что	2	7
79	уже не	3	7
80	еще и	1	7
81	не может	2	7
82	и потому	2	7
83	все же	6	6
84	и к	2	6
85	о том	4	6
86	но только	1	6
87	никогда не	6	6
88	можно сказать	2	6
89	и только	2	6
90	сами по	2	6
91	мы можем	1	6
92	в виде	1	6
93	жизни и	8	6
94	и есть	2	5
95	есть не	1	5
96	еще не	6	5
97	значение и	4	5
98	за пределы	1	5
99	что они	4	5
100	в своем	5	5
101	хотя и	3	5
102	в нашем	1	5
103	с тем	2	5
104	и сам	1	5
105	точки зрения	10	5
106	в своей	1	5
107	и его	12	5
108	и о	2	5
109	в ней	1	5
110	и здесь	1	5
111	что здесь	2	5
112	взятая в	1	5
113	то и	1	5
114	в конце	2	5
115	не было	3	5
116	этом случае	2	5
117	так же	2	5
118	как в	4	5
119	да и	1	5
120	этого слова	1	5
121	все это	6	5
122	а в	3	5
123	другой стороны	1	5
124	состоит из	1	5
125	в таком	1	5
126	не имеют	1	4
127	мы уже	9	4
128	время как	1	4
129	и самой	1	4
130	он сам	1	4
131	в чем	1	4
132	но как	1	4
133	для которой	1	4
134	то время	1	4
135	при этом	6	4
136	на первый	3	4
137	самое время	3	4
138	тому что	1	4
139	раз и	1	4
140	нет никакого	1	4
141	дело в	1	4
142	и притом	1	4
143	и является	1	4
144	только с	1	4
145	в ее	1	4
146	это вовсе	1	4
147	имеется в	1	4
148	мы в	1	4
149	всякого рода	1	4
150	что даже	1	4
151	ни с	1	4
152	тем что	3	4
153	на этот	1	4
154	это значит	3	4
155	дело здесь	1	4
156	а также	3	4
157	совершенно не	1	4
158	же самой	1	4
159	отношения к	4	3
160	то в	2	3
161	здесь и	1	3
162	и больше	1	3
163	говорить о	2	3
164	и ее	1	3
165	из того	1	3
166	это же	1	3
167	но не	5	3
168	в настоящем	1	3
169	кроме того	3	3
170	и как	3	3
171	в самом	1	3
172	в этой	2	3
173	конце концов	1	3
174	свой собственный	1	3
175	что тут	1	3
176	одно и	1	3
177	но все	1	3
178	об этом	1	3
179	его в	6	3
180	о которых	1	3
181	все равно	1	3
182	и тогда	1	3
183	не значит	1	3
184	в которых	3	3
185	но эта	2	3
186	в таких	1	3
187	иной раз	1	3
188	чем не	2	3
189	как только	1	3
190	если же	1	3
191	она не	2	3
192	образы и	1	3
193	без всякого	2	3
194	с самим	1	3
195	с собой	1	3
196	если бы	1	3
197	в порядке	1	3
198	или как	1	3
199	быть и	2	3
200	образов и	1	3
201	вся эта	1	3
202	в качестве	3	3
203	самом деле	1	3
204	есть в	1	3
205	уже в	4	3
206	а это	1	3
207	для него	3	3
208	отличие от	1	3
209	жизни а	2	3
210	здесь в	6	3
211	прежде всего	14	3
212	его как	1	3
213	если не	2	3
214	в той	2	3
215	это есть	1	3
216	в тех	1	3
217	с этой	4	3
218	слова и	3	3
219	в условиях	1	3
220	в заключение	2	3
221	это уже	1	3
222	формы и	1	3
223	и все	6	3
224	из себя	1	3
225	и ни	1	3
226	тем более	3	3
227	же в	4	3
228	и другие	3	3
229	к тому	3	3
230	относится и	1	2
231	того же	3	2
232	столько же	2	2
233	и до	2	2
234	почти всегда	2	2
235	поэтому и	1	2
236	мы имеем	2	2
237	значение именно	1	2
238	не был	2	2
239	во всех	11	2
240	бы она	2	2
241	совсем не	2	2
242	мы будем	3	2
243	друг от	2	2
244	первый взгляд	1	2
245	с этим	5	2
246	как вполне	1	2
247	когда он	1	2
248	на нас	3	2
249	не являются	1	2
250	тем же	2	2
251	с нею	1	2
252	в которой	1	2
253	в наших	1	2
254	а вовсе	1	2
255	сравнению с	1	2
256	с чем	1	2
257	вернуться к	1	2
258	всех этих	7	2
259	ни была	2	2
260	широком смысле	1	2
261	из него	1	2
262	что все	2	2
263	в другом	3	2
