N	3gram	Vinokur_St_2	Myshleni
1	для того чтобы	5	14
2	по отношению к	1	12
3	в том что	16	11
4	с точки зрения	2	9
5	так же как	3	7
6	в известном смысле	1	7
7	по сравнению с	1	5
8	в этом отношении	9	5
9	заключается в том	1	5
10	с самого начала	3	5
11	в другом месте	2	4
12	но он не	1	4
13	в сущности говоря	1	4
14	на этот вопрос	1	4
15	в то время	1	4
16	о том что	11	4
17	в этом случае	1	3
18	не то что	1	3
19	вместо того чтобы	1	3
20	до сих пор	5	3
21	в свою очередь	1	3
22	мере в какой	2	3
23	на вопрос о	1	3
24	не только не	2	3
25	вопрос о том	3	3
26	той мере в	2	3
27	в той мере	2	3
28	и тому же	1	2
29	том что в	2	2
30	в самом деле	2	2
31	так что в	1	2
32	том что он	5	2
33	в зависимости от	1	2
34	в той же	1	2
35	что он не	4	2
36	в отличие от	2	2
37	ответить на вопрос	1	2
38	таким образом в	1	2
39	с фактической стороны	1	2
40	именно в этом	1	2
41	вместе с тем	5	2
42	в высшей степени	1	2
43	не до конца	2	2
44	то что он	2	2
45	с другой стороны	3	2
46	в свое время	1	2
47	отчета в том	1	2
48	то обстоятельство что	4	2
49	ничего общего с	1	2
50	но все же	2	2
51	до того как	3	2
52	одному и тому	1	2
53	как мы видели	1	2
54	и в области	1	2
55	и в другом	1	2
56	себе отчета в	1	1
57	он попал в	1	1
58	но как раз	1	1
59	да и в	1	1
60	то что с	1	1
61	в обоих случаях	1	1
62	что в этом	1	1
63	он не сумел	1	1
64	на первом месте	1	1
65	в прямом смысле	1	1
66	говорит об этом	2	1
67	чтобы можно было	1	1
68	более или менее	2	1
69	на самом деле	1	1
70	не столько в	2	1
71	в этом смысле	1	1
72	в том числе	1	1
73	в какой они	1	1
74	в том же	2	1
75	принять во внимание	2	1
76	по поводу этих	1	1
77	сам по себе	1	1
78	в первую очередь	1	1
79	совершенно так же	2	1
80	мы до сих	1	1
81	одно и то	1	1
82	но в высшей	1	1
83	которой не может	1	1
84	не могло быть	1	1
85	о том в	1	1
86	на все что	1	1
87	и на все	1	1
88	новое для него	1	1
89	что оба эти	2	1
90	потому что оно	1	1
91	и то же	1	1
92	не только по	2	1
93	точка зрения на	1	1
94	одни и те	1	1
95	ниже к этому	1	1
96	в связи с	1	1
97	но вместе с	1	1
98	друг к другу	1	1
99	во всяком случае	3	1
100	так и в	2	1
101	я не могу	1	1
102	тем не менее	2	1
103	ни в каком	1	1
104	том смысле что	1	1
105	в том чтобы	1	1
106	и вместе с	1	1
107	и что следовательно	1	1
108	к выводу что	1	1
109	в связь с	1	1
110	и те же	1	1
111	в этом варианте	1	1
112	но и по	1	1
113	как раз этого	1	1
114	что в его	1	1
115	в то же	1	1
116	к тому что	5	1
117	в том смысле	2	1
118	был перенесен в	1	1
119	но с этим	1	1
