N	2gram	Propp_Isto_3	Problema
1	в его	3	43
2	и не	12	42
3	и в	22	38
4	не может	4	27
5	может быть	11	26
6	как бы	1	22
7	по отношению	2	21
8	отнюдь не	1	19
9	отношению к	2	19
10	и с	4	17
11	и его	4	16
12	в этом	17	15
13	в нем	9	15
14	и т	16	14
15	только в	4	13
16	прежде всего	3	13
17	независимо от	2	13
18	но не	7	12
19	художественного творчества	1	12
20	ни в	2	11
21	и для	2	11
22	не входит	1	10
23	отношение к	4	10
24	таким образом	10	10
25	к нему	5	10
26	не только	14	9
27	не имеет	2	9
28	его в	3	9
29	но и	12	9
30	и как	3	8
31	входит в	1	8
32	было бы	3	8
33	точки зрения	2	8
34	для нее	2	8
35	в том	9	8
36	и др	2	8
37	то что	7	8
38	еще не	10	7
39	вообще не	1	7
40	в плане	1	7
41	как и	3	7
42	и становится	1	7
43	не в	4	7
44	как мы	8	7
45	с другой	7	7
46	между тем	2	7
47	совершенно не	2	7
48	в своей	1	7
49	что в	15	7
50	самом деле	1	6
51	там где	7	6
52	в пределах	4	6
53	не всегда	4	6
54	с точки	1	6
55	не есть	1	6
56	и этим	1	6
57	можно только	3	6
58	ничего не	6	6
59	дело с	2	6
60	мы можем	6	6
61	все же	5	6
62	а в	6	6
63	тем как	1	5
64	в своем	2	5
65	все эти	4	5
66	при этом	2	5
67	то же	6	5
68	это не	6	5
69	в них	6	5
70	далеко не	3	5
71	так и	2	5
72	и о	2	5
73	никогда не	3	5
74	с ним	1	5
75	и прежде	1	5
76	конечно не	1	5
77	большинстве случаев	2	5
78	в большинстве	1	5
79	а не	6	5
80	могут быть	5	5
81	все они	1	5
82	мы здесь	4	4
83	на самом	2	4
84	должна быть	1	4
85	в ней	2	4
86	но конечно	2	4
87	относится к	2	4
88	как в	2	4
89	но в	10	4
90	перестает быть	1	4
91	в данном	4	4
92	с миром	2	4
93	не менее	5	4
94	но они	2	4
95	в то	2	4
96	здесь не	3	4
97	в ее	1	4
98	данном случае	3	4
99	можно было	1	4
100	не с	2	4
101	о том	3	4
102	дела с	1	4
103	которых мы	1	4
104	от всех	1	4
105	с ними	3	4
106	в других	4	4
107	и только	1	4
108	что не	2	4
109	и потому	2	4
110	хотя бы	1	4
111	сказать что	3	4
112	другой стороны	7	4
113	также и	1	3
114	например в	2	3
115	действительности и	1	3
116	на них	1	3
117	мы будем	1	3
118	иногда и	1	3
119	нет и	1	3
120	кроме того	1	3
121	и к	3	3
122	не будем	3	3
123	в целом	3	3
124	он не	5	3
125	в мире	1	3
126	а как	1	3
127	с другими	1	3
128	и тем	1	3
129	том что	8	3
130	тем не	5	3
131	имеем дело	1	3
132	как только	2	3
133	и это	2	3
134	хотя и	2	3
135	и от	3	3
136	начало и	1	3
137	в дальнейшем	4	3
138	ясно что	1	3
139	если бы	6	3
140	но здесь	1	3
141	и должно	1	3
142	одной из	1	3
143	мы увидим	3	3
144	как нечто	1	3
145	с одной	2	3
146	со всеми	1	3
147	и должна	1	3
148	и даже	2	3
149	себя и	1	3
150	одной стороны	2	3
151	на фоне	1	3
152	связь с	6	3
153	и иной	1	3
154	в область	1	3
155	и на	4	3
156	в тех	2	3
157	да и	2	3
158	но это	3	3
159	все это	1	3
160	она может	1	3
161	и другими	1	3
162	от него	2	3
163	и все	3	3
164	не знает	1	3
165	в таком	1	3
166	все что	3	3
167	они не	4	3
168	и есть	2	2
169	в котором	2	2
170	его не	3	2
171	их и	3	2
172	есть не	1	2
173	со всех	1	2
174	мы имеем	19	2
175	но она	2	2
176	не вполне	6	2
177	это отношение	1	2
178	я не	3	2
179	и он	2	2
180	столь же	1	2
181	в чем	3	2
182	получает от	1	2
183	но как	1	2
184	не все	6	2
185	и у	3	2
186	что это	1	2
187	бы не	1	2
188	ни одна	1	2
189	и те	1	2
190	на то	1	2
191	не имеют	2	2
192	не следует	1	2
193	где находится	2	2
194	в корне	1	2
195	на этом	4	2
196	человека в	1	2
197	здесь мы	5	2
198	как таковой	2	2
199	где оно	1	2
200	где на	1	2
201	и более	2	2
202	войти в	1	2
203	не могли	1	2
204	случае мы	1	2
205	в таких	1	2
206	она не	4	2
207	одна из	2	2
208	и отдельных	1	2
209	связь и	2	2
210	во всем	1	2
211	связи с	6	2
212	у нас	4	2
213	к себе	1	2
214	есть только	2	2
215	отличается от	1	2
216	в работах	1	2
217	в себя	1	2
218	он теряет	1	2
219	здесь все	1	2
220	и здесь	7	2
221	в другом	2	2
222	другими словами	1	2
223	и что	2	2
224	форма как	1	2
225	от них	3	2
226	человека как	1	2
227	в него	2	2
228	в каких	1	2
229	того что	5	2
230	что он	9	2
231	и ее	3	2
232	материал как	1	2
