N	2gram	Ircho_Kome_3	Problemy
1	и не	21	31
2	и в	22	29
3	в его	8	24
4	может быть	6	24
5	в этом	8	22
6	а не	4	22
7	т е	16	21
8	в нем	3	19
9	точки зрения	4	19
10	как бы	3	19
11	не только	5	15
12	то что	4	15
13	то же	7	14
14	не как	2	14
15	и его	6	14
16	но и	4	14
17	в пределах	2	13
18	с точки	3	13
19	таким образом	12	12
20	как и	3	12
21	не может	3	12
22	в самом	9	10
23	в то	6	10
24	только в	1	10
25	в одном	2	10
26	все эти	1	9
27	с его	3	9
28	все же	4	9
29	это не	2	9
30	если бы	8	9
31	себе самом	1	9
32	же время	5	9
33	но не	1	9
34	по отношению	5	8
35	что в	5	8
36	в каждом	1	8
37	в том	12	8
38	что он	8	8
39	потому что	10	8
40	до конца	4	8
41	в своем	8	8
42	в своей	5	8
43	отношению к	3	8
44	а как	2	7
45	и на	2	7
46	за пределы	2	7
47	и как	1	7
48	но в	5	7
49	в себе	4	7
50	с другими	2	7
51	том что	13	7
52	не в	4	7
53	вовсе не	4	7
54	она не	2	7
55	так и	4	7
56	прежде всего	5	7
57	а в	7	7
58	одним из	2	6
59	самом деле	6	6
60	так же	4	6
61	в одной	1	6
62	как в	2	6
63	в целом	3	6
64	выражение в	1	6
65	что она	4	6
66	в мире	2	6
67	его в	8	6
68	несмотря на	4	6
69	точку зрения	1	6
70	могут быть	1	6
71	к нему	5	6
72	был бы	2	6
73	в конце	7	6
74	так как	11	6
75	как раз	6	6
76	и потому	1	6
77	не могут	2	6
78	все это	5	6
79	в зависимости	1	5
80	той же	1	5
81	же что	1	5
82	зависимости от	1	5
83	у него	4	5
84	перед нами	1	5
85	он не	5	5
86	но все	4	5
87	было бы	3	5
88	он и	2	5
89	в сущности	2	5
90	и это	2	5
91	и о	2	5
92	еще не	6	5
93	с ним	5	5
94	ничего не	3	5
95	между тем	2	5
96	конце концов	2	5
97	во всяком	3	5
98	и т	4	4
99	идет о	3	4
100	тем как	1	4
101	и наконец	1	4
102	в этой	3	4
103	человека в	2	4
104	их в	3	4
105	как мы	2	4
106	в основе	2	4
107	от того	2	4
108	все то	1	4
109	и с	4	4
110	из одного	1	4
111	в построении	1	4
112	тем что	5	4
113	что и	8	4
114	превращается в	1	4
115	не было	2	4
116	не на	1	4
117	и для	4	4
118	в результате	2	4
119	они не	1	4
120	отношения к	2	3
121	отношении к	1	3
122	например в	1	3
123	он знает	4	3
124	я не	1	3
125	он сам	1	3
126	не входит	1	3
127	себе и	1	3
128	в произведениях	2	3
129	уже в	2	3
130	и до	1	3
131	подобно тому	1	3
132	далеко не	3	3
133	в их	2	3
134	тому что	2	3
135	на котором	1	3
136	на него	4	3
137	никогда не	3	3
138	этом отношении	2	3
139	точке зрения	1	3
140	если же	2	3
141	и этим	3	3
142	в себя	1	3
143	приводит к	3	3
144	и здесь	4	3
145	мысль не	1	3
146	все его	1	3
147	с другой	4	3
148	в них	3	3
149	человека из	1	3
150	в другой	1	3
151	но как	1	3
152	во времени	1	3
153	и у	1	3
154	не из	1	3
155	за ним	2	3
156	всяком случае	3	3
157	ни в	10	3
158	т п	4	3
159	друг друга	4	3
160	хоть и	2	3
161	нового времени	2	3
162	тому как	1	3
163	в мир	1	3
164	по существу	2	3
165	как к	1	3
166	его образа	1	3
167	бы в	4	3
168	не дает	4	3
169	не знает	3	3
170	сказать что	1	3
171	другой стороны	2	3
172	была бы	1	3
173	таким же	1	3
174	в своих	2	3
175	как на	1	3
176	все что	3	3
177	или к	1	2
178	к другому	1	2
179	из его	2	2
180	для своего	1	2
181	в которой	3	2
182	вопрос о	1	2
183	на себя	4	2
184	и со	2	2
185	из которых	2	2
186	в ней	4	2
187	бы то	2	2
188	отношение к	5	2
189	так что	6	2
190	в истории	1	2
191	его на	2	2
192	с этим	3	2
193	для создания	1	2
194	могли бы	1	2
195	и к	3	2
196	на его	2	2
197	войти в	1	2
198	здесь мы	1	2
