N	2gram	Vinokur_Ku_1	Literetu
1	а не	8	20
2	и в	24	19
3	может быть	13	17
4	своего рода	1	13
5	то же	8	12
6	и не	12	11
7	как и	2	10
8	в том	30	10
9	но и	6	10
10	тогда как	2	9
11	в этом	14	9
12	состоит в	3	9
13	в то	2	9
14	же время	2	9
15	не может	7	9
16	не только	10	8
17	в стихах	1	8
18	и даже	3	8
19	с другой	7	8
20	слова и	4	7
21	том что	21	7
22	так и	7	7
23	с одной	1	7
24	я в	1	7
25	то что	9	7
26	и на	4	6
27	в себе	3	6
28	при этом	6	6
29	однако в	1	6
30	не менее	7	6
31	себя в	1	6
32	одной стороны	1	6
33	в году	1	5
34	я не	2	5
35	столь же	1	5
36	но не	5	5
37	он не	2	5
38	одна из	1	5
39	в конечном	1	5
40	в качестве	7	5
41	у нас	10	5
42	того что	9	5
43	вместе с	7	5
44	я и	1	4
45	в сфере	1	4
46	но тем	1	4
47	того же	4	4
48	по отношению	8	4
49	так что	4	4
50	отнюдь не	1	4
51	в рамках	4	4
52	едва ли	1	4
53	для него	1	4
54	точки зрения	14	4
55	не в	11	4
56	даже в	3	4
57	в области	7	4
58	ли не	3	4
59	в ней	6	4
60	тех кто	1	4
61	в его	12	4
62	один из	4	4
63	и других	1	4
64	не случайно	6	4
65	каждый из	1	4
66	тем что	8	4
67	прежде всего	9	4
68	в частности	4	4
69	в искусстве	1	4
70	жизни в	1	4
71	другой стороны	6	4
72	жизни и	1	4
73	что в	17	4
74	речь идет	2	3
75	одним из	2	3
76	и то	3	3
77	идет о	2	3
78	в сущности	3	3
79	как я	2	3
80	и он	3	3
81	во всех	1	3
82	как правило	1	3
83	в противовес	3	3
84	как к	1	3
85	в этой	3	3
86	то и	2	3
87	в нем	4	3
88	мы с	1	3
89	в их	3	3
90	том чтобы	8	3
91	с точки	9	3
92	тем самым	4	3
93	имени в	1	3
94	не столько	2	3
95	никогда не	2	3
96	ничего не	2	3
97	и его	5	3
98	в себя	1	3
99	не с	3	3
100	и с	5	3
101	всего лишь	1	3
102	но с	2	3
103	а в	5	3
104	так как	9	3
105	себе и	2	3
106	этом отношении	5	3
107	со стороны	4	3
108	в данном	4	3
109	а именно	2	3
110	по существу	4	3
111	но это	1	3
112	в начале	1	3
113	и для	2	3
114	и как	2	3
115	что он	6	3
116	отношению к	9	3
117	как на	3	3
118	ту же	1	2
119	и т	33	2
120	же как	1	2
121	слов но	1	2
122	поэзии и	1	2
123	той же	3	2
124	из своих	1	2
125	на себя	3	2
126	из того	1	2
127	в каждой	1	2
128	слово не	1	2
129	к своему	2	2
130	разумеется не	4	2
131	но как	1	2
132	если в	2	2
133	очевидно что	3	2
134	в истории	3	2
135	все же	12	2
136	но в	2	2
137	со своей	1	2
138	в целом	4	2
139	в нашем	1	2
140	как он	1	2
141	духовной культуры	2	2
142	к собственной	1	2
143	и сам	1	2
144	свое время	2	2
145	на этом	1	2
146	одно и	1	2
147	в каждом	2	2
148	и иных	1	2
149	в жизни	1	2
150	но уже	5	2
151	в них	7	2
152	нет в	1	2
153	все равно	2	2
154	соответствии с	3	2
155	с этой	2	2
156	с тем	5	2
157	и еще	2	2
158	как бы	7	2
159	в такой	1	2
160	и без	1	2
161	мысли и	1	2
162	что я	2	2
163	по преимуществу	2	2
164	что было	2	2
165	тем не	4	2
166	по крайней	5	2
167	не раз	2	2
168	из нас	1	2
169	но только	1	2
170	перед ним	1	2
171	могут быть	1	2
172	даже и	3	2
173	для того	16	2
174	для себя	1	2
175	в виду	5	2
176	говоря уже	1	2
177	в ее	1	2
178	это как	1	2
179	за то	1	2
180	еще не	5	2
181	для этого	3	2
182	о том	9	2
183	и что	5	2
184	для нас	2	2
185	а также	1	2
186	простите за	1	2
187	а потому	5	2
188	и только	1	2
189	крайней мере	5	2
190	не надо	1	2
191	в русском	4	2
192	в него	1	2
193	было бы	15	2
194	могло бы	1	2
195	и одновременно	1	2
196	тот же	2	2
197	в какой	6	2
198	потому что	23	2
199	уже не	8	2
200	уже в	3	2
201	свидетельствует о	2	2
202	речь в	4	2
203	из них	4	2
204	был бы	2	2
205	одно из	2	2
206	не так	1	2
207	в одном	3	2
208	т п	18	2
209	в конце	1	2
210	что и	4	2
211	вовсе не	10	2
212	как раз	8	2
213	себя и	1	2
214	что не	5	2
215	не было	3	2
216	до конца	2	2
217	поскольку речь	1	2
218	в россии	1	2
219	него не	1	2
220	как это	3	2
221	к жизни	2	2
222	а если	3	2
223	этом случае	2	2
224	при всем	1	2
225	не является	2	2
226	в результате	5	2
227	хотя бы	10	2
228	с ним	5	2
229	же в	4	2
230	к свету	2	2
231	здесь даже	1	2
232	не говоря	2	2
233	не знает	1	2
234	в свое	2	2
235	в роли	1	2
236	в своих	1	2
237	все что	1	2
238	надобности в	2	1
239	совершенно справедливо	1	1
240	так я	1	1
241	это и	4	1
242	пушкин в	1	1
243	отношений в	1	1
244	что слово	3	1
245	в первом	3	1
246	если б	2	1
247	в строгом	1	1
248	нас на	1	1
249	исходит из	1	1
250	должна быть	3	1
251	мы имеем	6	1
252	все той	1	1
253	как мы	1	1
254	состоит однако	1	1
255	на место	1	1
256	это способ	1	1
257	не заметил	1	1
258	но даже	1	1
259	частный случай	1	1
260	с большой	1	1
261	оказывается что	1	1
262	культурной традиции	1	1
263	когда речь	1	1
264	своих врагов	1	1
265	в чем	1	1
266	истории в	1	1
267	его так	2	1
268	самом деле	9	1
269	то он	1	1
270	за ту	1	1
271	в новом	1	1
272	отличие от	1	1
273	относится к	2	1
274	которые не	1	1
275	и вовсе	5	1
276	общего с	1	1
277	как в	4	1
278	данный момент	1	1
279	этой точки	2	1
280	есть в	4	1
281	году но	1	1
282	однако не	6	1
283	ср также	2	1
284	когда он	3	1
285	разногласия и	1	1
286	в действительности	1	1
287	от этого	2	1
288	гораздо раньше	1	1
289	в самом	10	1
290	что это	5	1
291	ни один	1	1
292	все эти	6	1
293	поэтому ничего	1	1
294	сказано в	1	1
295	во многих	2	1
296	еще один	2	1
297	в известном	1	1
298	но он	1	1
299	и те	1	1
300	после чего	2	1
301	на то	4	1
302	слово это	5	1
303	в случае	1	1
304	не следует	1	1
305	уже тогда	1	1
306	данной традиции	1	1
307	в переводе	1	1
308	но именно	1	1
309	в культурной	1	1
310	всех этих	1	1
311	же это	1	1
312	и вот	1	1
313	никак не	2	1
314	и по	1	1
315	обстоит дело	1	1
316	или иных	1	1
317	без исключения	1	1
318	таким образом	12	1
319	то ни	1	1
320	различие между	1	1
321	только не	1	1
322	его не	1	1
323	речь а	1	1
324	при соответствующих	1	1
325	на протяжении	1	1
326	не хуже	1	1
327	это не	7	1
328	с неба	1	1
329	он есть	3	1
330	это свидетельствует	1	1
331	связанным с	1	1
332	который по	1	1
333	понятий в	1	1
334	она и	1	1
335	и семантическую	1	1
336	далеко не	1	1
337	в соединении	1	1
338	русской культуры	1	1
339	в слове	2	1
340	мы видели	1	1
341	между собою	2	1
342	жизни по	1	1
343	и было	2	1
344	иначе говоря	2	1
345	со всей	1	1
346	в этих	4	1
347	а вот	1	1
348	явления как	1	1
349	в своей	2	1
350	этого необходимо	1	1
351	он должен	1	1
352	лице так	1	1
353	в отличие	1	1
354	от себя	2	1
355	с историческим	1	1
356	но было	1	1
357	что этот	1	1
358	в историческом	1	1
359	случае мы	1	1
360	например и	1	1
361	тому что	3	1
362	но они	1	1
363	сущности говоря	1	1
364	что ему	1	1
365	например не	2	1
366	не имеет	2	1
367	того как	4	1
368	и притом	1	1
369	в дневнике	1	1
370	не могло	1	1
371	казалось бы	3	1
372	на себе	6	1
373	есть не	1	1
374	и теперь	1	1
375	связи с	7	1
376	во избежание	1	1
377	в сознании	1	1
378	мы и	1	1
379	что на	1	1
380	однако это	1	1
381	как справедливо	1	1
382	все то	1	1
383	не могут	2	1
384	в других	1	1
385	к тому	5	1
386	в наши	1	1
387	случае как	1	1
388	ничего общего	1	1
389	своим языком	1	1
390	можно и	1	1
391	более не	1	1
392	того чтобы	17	1
393	свою очередь	3	1
394	на нем	1	1
395	здесь не	3	1
396	говорит и	1	1
397	на основе	1	1
398	оппозиция в	1	1
399	в собственном	2	1
400	исторической жизни	2	1
401	в особенности	3	1
402	стихах все	1	1
403	и говорит	2	1
404	только то	1	1
405	думаю что	2	1
406	в пределах	4	1
407	на том	3	1
408	и когда	1	1
409	же касается	4	1
410	можно было	6	1
411	мог бы	1	1
412	в сочетании	1	1
413	во второй	1	1
414	мы в	1	1
415	поэтому в	1	1
416	с этого	1	1
417	в словах	1	1
418	эволюции а	1	1
419	в таком	3	1
420	находится в	1	1
421	лишь при	1	1
422	движения и	1	1
423	сводится к	3	1
424	с полным	1	1
425	власти в	1	1
426	вот и	1	1
427	не подозревая	1	1
428	одного из	1	1
429	перед автором	1	1
430	здесь слово	1	1
431	после того	1	1
432	можно сказать	3	1
433	как форма	1	1
434	любви к	2	1
435	времени в	1	1
436	должно было	1	1
437	те или	1	1
438	состоит не	1	1
439	однако с	1	1
440	переходит в	1	1
441	во втором	2	1
442	и хорошо	1	1
443	бы в	7	1
444	именно она	1	1
445	соединении с	1	1
446	целого а	1	1
447	это принципиально	1	1
448	и мы	2	1
449	но тут	1	1
450	культурности в	1	1
451	в литературе	1	1
452	что только	1	1
453	он стал	1	1
454	дело с	1	1
455	субъекта в	1	1
456	простой и	1	1
457	в эти	1	1
458	вопроса о	1	1
459	только на	1	1
460	историческом развитии	1	1
461	тем чтобы	1	1
462	за пределами	1	1
463	возможностей языка	1	1
464	не все	2	1
465	а то	2	1
466	вл соловьева	1	1
467	себе в	3	1
468	в прозе	1	1
469	слова в	1	1
470	нас только	1	1
471	мы находим	1	1
472	не для	1	1
473	русский язык	4	1
474	на долю	3	1
475	она имеет	1	1
476	образом не	1	1
477	к той	1	1
478	до свиданья	1	1
479	на деле	1	1
480	рядом с	5	1
481	или иной	3	1
482	в данный	1	1
483	живой и	1	1
484	и коллективного	1	1
485	не просто	5	1
486	именно в	6	1
487	к которому	3	1
488	как же	1	1
489	еще и	5	1
490	а с	3	1
491	из таких	1	1
492	говорит о	1	1
493	к более	1	1
494	в соответствии	3	1
495	здесь дело	1	1
496	языка в	12	1
497	более того	1	1
498	однако и	1	1
499	есть лишь	3	1
500	именно так	2	1
501	человек в	1	1
502	все время	1	1
503	не всегда	2	1
504	что мы	1	1
505	все более	1	1
506	весть о	1	1
507	эти слова	1	1
508	так же	4	1
509	и потому	4	1
510	мы говорим	2	1
511	языка где	1	1
512	со словом	3	1
513	он говорит	1	1
514	наряду с	1	1
515	с некоторыми	1	1
516	выход в	1	1
517	что же	6	1
518	в развитии	1	1
519	в своем	3	1
520	в это	2	1
521	в контексте	2	1
522	могло не	1	1
523	его в	1	1
524	и от	1	1
525	в основном	1	1
526	своей жизни	1	1
527	процесс не	1	1
528	в смысле	2	1
529	не принял	2	1
530	в недрах	1	1
531	пока еще	1	1
532	и где	1	1
533	не мог	2	1
534	тех или	1	1
535	живет и	2	1
536	разумеется и	2	1
537	которое и	1	1
538	как система	1	1
539	на самом	2	1
540	здесь был	1	1
541	которая в	1	1
542	на память	1	1
543	она уже	1	1
544	и все	2	1
545	в подлинном	1	1
546	той или	1	1
547	этого рода	6	1
548	еще более	1	1
549	не будучи	1	1
550	это акт	1	1
551	организация и	1	1
552	что а	1	1
553	чувствовал себя	1	1
554	в ходе	1	1
555	отношении к	1	1
556	в системе	3	1
557	к ее	1	1
558	нам не	3	1
559	нет ничего	1	1
560	такова что	2	1
561	и чехов	1	1
562	только и	3	1
563	только как	1	1
564	найти себя	1	1
565	в свою	3	1
566	к его	1	1
567	сказали бы	1	1
568	переход от	4	1
569	в последнем	2	1
570	именно к	1	1
571	культуры в	1	1
572	сам в	1	1
573	есть и	1	1
574	который в	1	1
575	сочетании с	1	1
576	которой я	1	1
577	также не	1	1
578	ее в	2	1
579	то оно	2	1
580	пушкин и	2	1
581	к этому	1	1
582	они не	3	1
583	гораздо более	3	1
