N	3gram	Tiupa_Hudo_1	Komedia
1	в том что	6	5
2	за то что	1	4
3	о том что	9	4
4	по отношению к	8	3
5	так или иначе	2	3
6	в связи с	3	3
7	в первую очередь	2	3
8	то же время	8	3
9	едва ли можно	1	3
10	в то же	8	3
11	одних и тех	1	2
12	только потому что	2	2
13	в этом смысле	1	2
14	в ответ на	1	2
15	в одной из	1	2
16	на пути к	1	2
17	до сих пор	2	2
18	в отличие от	1	2
19	и тех же	1	2
20	в это время	1	2
21	с одной стороны	1	2
22	в нем не	1	2
23	во всяком случае	1	2
24	что у него	2	2
25	и т п	8	2
26	к тому что	4	2
27	можно было бы	4	2
28	друг с другом	1	2
29	речь идет о	2	2
30	не означает что	1	1
31	поэтому когда в	1	1
32	что у нее	1	1
33	в самом деле	4	1
34	с точки зрения	3	1
35	в цитатах из	1	1
36	только в том	2	1
37	том случае если	1	1
38	и в то	1	1
39	с самого начала	1	1
40	и та же	1	1
41	по своему содержанию	1	1
42	ни у кого	1	1
43	тому и другому	1	1
44	в том случае	1	1
45	в этой связи	4	1
46	не в его	1	1
47	в этих словах	2	1
48	в первом случае	1	1
49	утра до вечера	1	1
50	если говорить о	2	1
51	молодого человека с	1	1
52	как будто бы	1	1
53	за последние десятилетия	1	1
54	одна и та	1	1
55	вместо того чтобы	2	1
56	не может быть	2	1
57	приходит в голову	1	1
58	того или иного	2	1
59	более или менее	1	1
60	что он не	2	1
61	так и в	1	1
62	в свою очередь	1	1
63	связи с этим	2	1
64	было ясно что	1	1
65	и в самом	3	1
66	по своему происхождению	1	1
67	не только в	2	1
68	но в этом	1	1
69	но все же	1	1
70	во второй половине	2	1
71	друг от друга	1	1
72	в этом фрагменте	1	1
73	тем не менее	3	1
74	легко представить себе	1	1
75	с утра до	1	1
