N	3gram	Propp_Isto_4	Dialekti
1	и т д	24	23
2	тем не менее	2	10
3	что иное как	3	6
4	а не просто	1	6
5	не может быть	4	6
6	не что иное	3	6
7	вовсе не есть	1	5
8	о том что	2	5
9	подобно тому как	1	4
10	то время как	1	4
11	т е в	3	4
12	в то время	1	4
13	и не только	1	3
14	имеется в виду	1	3
15	есть абстрактное понятие	1	3
16	есть не что	1	3
17	не есть нечто	1	3
18	как и в	1	3
19	ничего не говорит	1	3
20	на то что	3	3
21	только тогда когда	1	3
22	как и все	1	2
23	точно так же	5	2
24	в зависимости от	1	2
25	одно и то	1	2
26	не говорит о	1	2
27	так же как	12	2
28	и то же	1	2
29	не могут быть	1	2
30	с другой стороны	4	2
31	и с этой	1	2
32	мы не можем	1	2
33	это и есть	1	2
34	к тому что	1	2
35	у меня в	1	1
36	к нему с	1	1
37	взяла на себя	1	1
38	и в особенности	1	1
39	и по существу	1	1
40	внимание на то	1	1
41	то же самое	2	1
42	же как и	4	1
43	до сих пор	5	1
44	дело вовсе не	1	1
45	и не может	1	1
46	одно из таких	1	1
47	друг на друга	1	1
48	не имеет никакого	1	1
49	представить себе что	1	1
50	и содержится в	1	1
51	что есть только	1	1
52	есть одно и	1	1
53	ничего не говорится	1	1
54	и даже в	1	1
55	какая же это	1	1
56	может быть только	1	1
57	и показывает что	1	1
58	иной мир он	1	1
59	даже если бы	1	1
60	в данном случае	3	1
61	если бы мы	1	1
62	не в том	1	1
63	которых ничего не	1	1
64	но так как	1	1
65	содержит в себе	2	1
66	не мог бы	1	1
67	вовсе не в	1	1
68	сих пор говорили	1	1
69	что у него	1	1
70	легко заметить что	1	1
71	т е он	1	1
72	с этой стороны	2	1
73	мы имеем в	2	1
74	или же он	1	1
75	в связи с	2	1
76	всегда только одна	1	1
77	мы до сих	1	1
78	что и в	1	1
