N	3gram	Tiupa_Hudo_2	Marksizm
1	с точки зрения	2	20
2	не может быть	3	13
3	в самом деле	3	9
4	до сих пор	2	8
5	бы то ни	1	8
6	в настоящее время	1	6
7	как мы знаем	1	5
8	с другой стороны	1	5
9	с самого начала	1	4
10	в этом случае	1	3
11	то же самое	2	3
12	в этом отношении	1	3
13	то же время	4	3
14	в первом случае	1	3
15	и т.п в	1	3
16	но все же	1	3
17	можно сказать что	1	3
18	в то же	4	3
19	для того чтобы	3	3
20	в том что	11	3
21	нет и не	1	2
22	сводится к тому	1	2
23	же как и	1	2
24	но при этом	3	2
25	в том числе	1	2
26	в таком случае	1	2
27	том числе и	1	2
28	можно было бы	2	2
29	так же как	2	2
30	по отношению к	7	2
31	тем не менее	3	2
32	в пределах одного	1	2
33	все более и	1	1
34	же обстоит дело	1	1
35	не следует что	1	1
36	бы это был	1	1
37	подобно тому как	4	1
38	а между тем	3	1
39	никогда не будет	1	1
40	его к определенному	1	1
41	жизни в ее	1	1
42	тот или иной	1	1
43	именно то что	1	1
44	хотя бы и	2	1
45	еще не касались	1	1
46	жизни но именно	1	1
47	к жизни и	1	1
48	так или иначе	1	1
49	которым можно было	1	1
50	в значительной степени	1	1
51	найти в нем	1	1
52	общую для всего	1	1
53	сих пор мы	1	1
54	из виду что	1	1
55	лежит в основе	1	1
56	с одной стороны	3	1
57	и не было	1	1
58	как и всякого	1	1
59	все же не	1	1
60	а в том	1	1
61	и тот и	1	1
62	а не в	2	1
63	она могла бы	1	1
64	и в самом	1	1
65	не только не	2	1
66	того как он	1	1
67	может дать лишь	1	1
68	более и более	1	1
69	не только в	2	1
70	друг от друга	1	1
71	рядом с ней	1	1
72	к тому что	4	1
73	при этом из	1	1
74	лежит не в	1	1
75	той или иной	1	1
