N	2gram	Losev_Dial_1	Problema
1	то что	13	42
2	вовсе не	7	35
3	то есть	1	33
4	и в	18	32
5	и не	30	31
6	вещи есть	2	31
7	не есть	40	29
8	не просто	7	23
9	в этом	12	19
10	не менее	2	19
11	тем не	1	18
12	понятие символа	1	17
13	не только	13	17
14	в символе	4	17
15	потому что	14	16
16	в себе	11	15
17	по себе	25	15
18	в виде	2	15
19	а не	14	15
20	о символе	1	14
21	но в	6	14
22	указывает на	3	14
23	есть символ	3	14
24	может быть	17	14
25	как бы	11	14
26	что мы	1	13
27	в нем	16	13
28	и тем	1	13
29	при помощи	1	13
30	как раз	4	13
31	сказать что	10	13
32	вещи и	2	12
33	том что	9	12
34	что в	13	12
35	так и	9	12
36	а именно	1	12
37	и т	21	11
38	также и	7	11
39	есть нечто	10	11
40	так как	11	11
41	о том	4	11
42	и даже	13	11
43	если мы	2	11
44	ничего общего	4	11
45	то же	10	10
46	отнюдь не	9	10
47	в этой	1	10
48	т д	19	10
49	об этом	4	10
50	ничего не	17	10
51	символ есть	1	10
52	прежде всего	10	10
53	еще не	2	9
54	но не	4	9
55	раз и	2	9
56	того чтобы	1	9
57	же самое	1	9
58	и это	2	9
59	и что	12	9
60	но и	7	9
61	в данном	3	9
62	это есть	9	9
63	что же	3	9
64	в том	9	9
65	так же	4	9
66	в таком	1	9
67	и о	3	8
68	общего с	5	8
69	все эти	2	8
70	на то	5	8
71	для того	2	8
72	было бы	12	8
73	он и	2	8
74	в своей	2	8
75	когда мы	1	8
76	есть только	5	8
77	как нечто	1	8
78	даже и	3	8
79	не может	12	8
80	но это	8	8
81	сам по	6	7
82	во всех	1	7
83	тоже не	2	7
84	всех этих	3	7
85	содержит в	3	7
86	ни в	15	7
87	в них	3	7
88	между собою	2	7
89	и является	2	7
90	как мы	4	7
91	здесь не	1	7
92	никогда не	9	7
93	того что	2	7
94	что он	11	7
95	только в	3	7
96	все это	11	7
97	и все	3	7
98	во всяком	4	7
99	и то	9	6
100	самом деле	3	6
101	на самом	3	6
102	и есть	16	6
103	есть не	3	6
104	говорить о	5	6
105	но как	2	6
106	и как	7	6
107	в самом	3	6
108	и если	1	6
109	при этом	1	6
110	его в	1	6
111	это не	9	6
112	что такое	10	6
113	в то	6	6
114	таким образом	1	6
115	в виду	5	6
116	в его	3	6
117	этом смысле	3	6
118	так что	15	6
119	то и	2	6
120	в конце	4	6
121	о чем	2	6
122	как это	4	6
123	не существует	7	6
124	хотя и	4	6
125	всегда есть	2	6
126	совершенно не	8	6
127	ни его	1	5
128	действительности и	3	5
129	мы уже	1	5
130	а только	3	5
131	она есть	5	5
132	в своем	5	5
133	перед нами	1	5
134	то в	7	5
135	что она	7	5
136	но уже	2	5
137	все равно	3	5
138	далеко не	1	5
139	в котором	4	5
140	есть именно	1	5
141	вещи не	1	5
142	есть ни	6	5
143	можно ли	1	5
144	связи с	1	5
145	в сознании	3	5
146	ни о	5	5
147	той или	7	5
148	можно сказать	6	5
149	для нас	1	5
150	есть в	1	5
151	или иной	3	5
152	еще и	3	5
153	не является	3	5
154	тем более	2	5
155	мы должны	5	5
156	в их	3	4
157	это совершенно	1	4
158	мы и	2	4
159	совсем не	1	4
160	сама по	8	4
161	и вовсе	1	4
162	как в	2	4
163	как он	4	4
164	после этого	1	4
165	что тут	2	4
166	он есть	4	4
167	предметы в	2	4
168	в отдельности	2	4
169	а есть	4	4
170	не в	6	4
171	тому что	3	4
172	тем самым	1	4
173	и притом	4	4
174	иметь в	3	4
175	а в	5	4
176	точно так	2	4
177	только то	4	4
178	в дальнейшем	5	4
179	на том	1	4
180	если бы	12	4
181	никак не	6	4
182	с целью	1	4
183	а также	1	4
184	и только	1	4
185	ровно ничего	5	4
186	один из	3	4
187	д и	2	4
188	даже если	3	4
189	только на	3	4
190	мы можем	4	4
191	указание на	1	4
192	именно как	2	4
193	именно в	2	4
194	и пр	5	4
195	не было	6	4
196	если не	1	4
197	и вообще	4	4
198	ни на	6	4
199	и для	2	4
200	в связи	1	4
201	и ни	6	4
202	конце концов	3	4
203	только потому	3	3
204	он всегда	2	3
205	каком случае	4	3
206	но она	3	3
207	не нужно	2	3
208	в чем	6	3
209	в ее	1	3
210	что они	3	3
211	с этим	2	3
212	помнить что	2	3
213	более или	3	3
214	но ее	1	3
215	что это	11	3
216	мы получаем	2	3
217	учение о	11	3
218	но он	1	3
219	из указанных	1	3
220	да и	6	3
221	но именно	1	3
222	он не	3	3
223	именно то	1	3
224	и еще	3	3
225	и чисто	1	3
226	но все	3	3
227	что все	1	3
228	же касается	1	3
229	чего он	1	3
230	или на	2	3
231	в жизни	1	3
232	в предмете	1	3
233	о которых	2	3
234	как и	2	3
235	и уже	1	3
236	несмотря на	10	3
237	нисколько не	4	3
238	смысл и	4	3
239	или менее	3	3
240	что значит	1	3
241	в этих	5	3
242	выражение есть	2	3
243	точки зрения	17	3
244	с точки	12	3
245	в которых	2	3
246	бы мы	1	3
247	в отношении	5	3
248	дело в	1	3
249	того как	1	3
250	что вы	1	3
251	или как	1	3
252	тех или	3	3
253	и его	1	3
254	как будто	1	3
255	в каком	8	3
256	однако это	1	3
257	к тому	4	3
258	что оно	5	3
259	и явление	2	3
260	этот акт	1	3
261	говорит и	1	3
262	можно было	5	3
263	ясно что	8	3
264	для этого	2	3
265	только и	4	3
266	другими словами	2	3
267	к нему	8	3
268	мы хотим	1	3
269	и следовательно	2	3
270	значит что	14	3
271	что здесь	2	3
272	мы увидим	2	3
273	известного рода	1	3
274	очень много	3	3
275	же и	2	3
276	уже не	2	3
277	уже в	1	3
278	об его	2	3
279	из них	2	3
280	сущность и	1	3
281	говорит о	5	3
282	всяком случае	2	3
283	сами по	1	3
284	бы никакого	1	3
285	случае не	3	3
286	уже и	3	3
287	есть также	1	3
288	до сих	2	3
289	с другой	6	3
290	символ с	1	3
291	здесь в	2	3
292	как же	5	3
293	оно не	1	3
294	что не	7	3
295	нужно сказать	1	3
296	этих случаях	1	3
297	сейчас же	1	3
298	быть и	4	3
299	сих пор	2	3
300	от нас	1	3
301	но символ	1	3
302	но для	1	3
303	не больше	2	3
304	говорим что	2	3
305	чтобы понять	3	3
306	смысл вещи	1	3
307	хотя бы	6	3
308	с ним	6	3
309	или не	5	3
310	хотя в	1	3
311	мы говорим	4	3
312	может и	4	3
313	другой стороны	4	3
314	уже потом	1	3
315	что понятие	1	3
316	есть и	5	3
317	себе не	5	3
318	себе но	2	3
319	в искусстве	1	3
320	я и	1	2
321	обязательно есть	1	2
322	например в	1	2
323	же как	2	2
324	и потому	3	2
325	по преимуществу	1	2
326	и до	1	2
327	по его	1	2
328	для своего	2	2
329	мы имеем	2	2
330	мы не	1	2
331	и ничего	1	2
332	что если	2	2
333	науки и	5	2
334	что иное	1	2
335	на себя	1	2
336	сказать о	1	2
337	себе что	1	2
338	и этого	1	2
339	он сам	5	2
340	иное как	1	2
341	указывать на	1	2
342	то он	2	2
343	мы будем	1	2
344	не то	6	2
345	и все-таки	3	2
346	нет и	1	2
347	меньше всего	3	2
348	чем же	1	2
349	только ее	1	2
350	то или	3	2
351	кроме того	1	2
352	это тоже	1	2
353	сказать только	1	2
354	есть его	1	2
355	идея и	7	2
356	в которой	1	2
357	так или	1	2
358	из этих	2	2
359	вопроса о	1	2
