N	2gram	Voloshinov_1	Formalny
1	и в	15	24
2	в его	9	23
3	прежде всего	11	22
4	и не	16	20
5	так и	10	18
6	и пр	9	17
7	точки зрения	13	16
8	не может	13	16
9	в этом	13	15
10	в нем	4	14
11	может быть	13	14
12	таким образом	21	13
13	на почве	2	13
14	с точки	10	13
15	и т	1	12
16	в своем	2	11
17	как и	6	11
18	в своей	9	11
19	не менее	3	11
20	должно быть	2	11
21	социальной жизни	2	11
22	в ней	5	10
23	то же	7	10
24	вовсе не	2	10
25	настоящее время	1	10
26	и ее	3	10
27	и его	15	10
28	а не	2	10
29	в настоящее	1	10
30	в то	6	9
31	в процессе	4	9
32	и потому	8	9
33	все это	5	9
34	и на	3	8
35	как в	3	8
36	т д	1	8
37	и с	7	8
38	не в	4	8
39	же время	5	8
40	в ее	4	8
41	именно в	3	8
42	то что	10	8
43	в свою	2	8
44	на самом	2	7
45	должна быть	1	7
46	с ее	3	7
47	не только	5	7
48	идеологических явлений	1	7
49	жизни и	5	7
50	в содержании	1	7
51	до конца	5	7
52	и от	1	7
53	но и	4	7
54	отношения к	2	6
55	еще не	7	6
56	самом деле	7	6
57	отнюдь не	2	6
58	в целом	2	6
59	все эти	9	6
60	в этой	5	6
61	как бы	11	6
62	входит в	1	6
63	она не	2	6
64	свою очередь	1	6
65	на основе	1	6
66	и здесь	1	6
67	до сих	3	6
68	социального общения	1	6
69	в том	4	6
70	было бы	6	6
71	как это	1	6
72	сих пор	3	6
73	и все	4	6
74	а в	6	6
75	хотя бы	7	5
76	во всех	8	5
77	одним словом	1	5
78	но в	9	5
79	в самом	6	5
80	при этом	7	5
81	по себе	2	5
82	и истории	2	5
83	и до	3	5
84	у нас	3	5
85	должны быть	3	5
86	должен быть	2	5
87	как мы	10	5
88	что бы	1	5
89	того что	2	5
90	только на	2	5
91	со стороны	2	5
92	с другой	1	5
93	и др	8	5
94	со всею	3	5
95	формы и	2	5
96	в искусстве	3	5
97	с его	8	4
98	по отношению	11	4
99	идеологическое творчество	1	4
100	в истории	3	4
101	независимо от	1	4
102	и к	7	4
103	в которой	1	4
104	учение о	2	4
105	главным образом	4	4
106	не как	1	4
107	в мире	1	4
108	с другими	5	4
109	искусства в	1	4
110	и может	4	4
111	как на	3	4
112	целом и	2	4
113	социальной группы	1	4
114	оно не	2	4
115	при таком	1	4
116	никогда не	7	4
117	философии культуры	3	4
118	если бы	3	4
119	для этого	4	4
120	мы увидим	4	4
121	всяком случае	3	4
122	с одной	1	4
123	конечно не	3	4
124	одною из	1	4
125	одной стороны	1	4
126	всех идеологических	1	4
127	отношению к	9	4
128	быть и	2	4
129	что в	6	4
130	к этой	1	4
131	так же	1	4
132	во всяком	4	4
133	культуры и	1	3
134	это и	1	3
135	ее целом	3	3
136	мы не	4	3
137	зависимости от	2	3
138	время в	2	3
139	бы то	1	3
140	но не	5	3
141	со всеми	3	3
142	в общем	1	3
143	отношение к	7	3
144	все же	5	3
145	когда он	1	3
146	и как	1	3
147	и наконец	10	3
148	в себе	4	3
149	если он	5	3
150	человек не	2	3
151	так сказать	3	3
152	он не	4	3
153	роли в	2	3
154	всех этих	5	3
155	он должен	2	3
156	этого направления	1	3
157	то ни	1	3
158	значение в	3	3
159	на все	2	3
160	его в	8	3
161	в жизни	5	3
162	они не	2	3
163	в отношении	2	3
164	в основе	3	3
165	в систему	2	3
166	на язык	2	3
167	связи с	1	3
168	сводится к	3	3
169	философия культуры	1	3
170	материала в	1	3
171	к тому	4	3
172	нашей работы	1	3
173	ясно что	1	3
174	особенно в	1	3
175	об искусстве	1	3
176	громадное значение	1	3
177	влияние на	1	3
178	борьба с	3	3
179	бы в	2	3
180	наконец в	1	3
181	и всякое	1	3
182	один из	4	3
183	или же	1	3
184	в большинстве	4	3
185	для него	5	3
186	в особенности	1	3
187	и даже	2	3
188	в области	3	3
189	и чем	1	3
190	не было	4	3
191	ни на	2	3
192	в основном	2	3
193	но это	2	3
194	это последнее	1	3
195	совершенно недопустимо	1	3
196	более того	2	3
197	у них	1	3
198	с помощью	9	3
199	между ними	2	3
200	от всех	1	3
201	что он	8	3
202	думать что	2	3
