N	3gram	Bakhtin_Pr_5	Vladivir
1	в том что	2	9
2	во всяком случае	4	6
3	в то время	1	6
4	тем не менее	1	6
5	что же касается	1	5
6	и то что	1	5
7	по крайней мере	1	4
8	как мы знаем	2	4
9	дело в том	1	3
10	с точки зрения	2	3
11	в отличие от	2	3
12	в то же	10	3
13	на этот раз	2	3
14	в конце концов	3	3
15	то что он	1	3
16	то же время	10	3
17	о том что	1	3
18	том что он	1	2
19	в том же	1	2
20	как мы сказали	1	2
21	можно было бы	2	2
22	сам по себе	2	2
23	в данном случае	1	2
24	так и не	1	2
25	в котором все	1	2
26	в свою очередь	1	2
27	как мы видели	1	2
28	но кроме того	1	1
29	так сказать с	1	1
30	в которой он	1	1
31	то есть второй	1	1
32	потому что в	1	1
33	так же и	1	1
34	и во всяком	1	1
35	но и по	1	1
36	но даже и	1	1
37	и его отношение	1	1
38	в этом случае	1	1
39	он не может	3	1
40	как раз и	2	1
41	тот же самый	1	1
42	до сих пор	1	1
43	и в то	2	1
44	к ней с	1	1
45	и если б	1	1
46	что даже и	1	1
47	бы то ни	3	1
48	в этом отношении	1	1
49	то что в	1	1
50	что в нем	1	1
51	в нем он	1	1
52	почти никогда не	1	1
53	что все это	2	1
54	и не в	2	1
55	вместе с тем	1	1
56	в тот же	1	1
57	и не принимает	1	1
58	и с этой	1	1
59	может быть и	1	1
60	и стремится к	1	1
61	я этого не	2	1
62	для него самого	1	1
63	о чем он	1	1
64	до конца и	1	1
65	но в то	4	1
66	таким каков он	1	1
67	я вовсе не	1	1
68	в высшей степени	3	1
69	и все его	1	1
70	очень рад что	1	1
71	он говорил это	1	1
72	душевных и духовных	1	1
73	все больше и	1	1
74	потому что тогда	1	1
75	рад что вы	1	1
76	но в общем	2	1
77	и как бы	1	1
78	то время как	1	1
79	его отношение к	4	1
80	у него с	1	1
81	к одному из	1	1
82	с ним и	1	1
83	которых он не	1	1
84	но как бы	1	1
85	что я не	1	1
86	к той же	1	1
87	и наконец в	2	1
88	это конечно не	1	1
89	нас в дальнейшем	1	1
90	и в том	1	1
91	не может быть	3	1
92	в свое время	1	1
93	что же это	1	1
94	то что я	2	1
95	и ни в	1	1
96	раз и навсегда	1	1
97	но тем не	1	1
98	имел в виду	1	1
99	но только в	1	1
100	того что он	2	1
101	каков он есть	1	1
102	приведем еще один	1	1
103	с самого начала	8	1
104	и прежде всего	4	1
105	самого начала в	1	1
106	в самом деле	1	1
107	но все же	2	1
108	можно сказать что	1	1
109	к нему с	1	1
110	за то что	1	1
111	в этом смысле	3	1
112	больше и больше	1	1
113	как мы уже	2	1
114	общего дела в	1	1
115	все же из	1	1
116	вы может быть	1	1
117	и в нем	3	1
118	никак не может	1	1
119	с которыми мы	1	1
120	сказать что это	1	1
121	для того чтобы	1	1
122	к тому же	3	1
123	уже с самого	1	1
