N	2gram	Tiupa_Lite_1	DiskursI
1	в качестве	17	34
2	не только	24	28
3	в том	16	23
4	а не	16	22
5	то есть	6	20
6	тогда как	13	19
7	том что	14	19
8	представляет собой	4	17
9	может быть	13	17
10	как и	6	16
11	и в	8	16
12	в этом	12	15
13	еще не	4	14
14	коммуникативного события	7	14
15	но и	17	14
16	при этом	19	13
17	и т.п	4	12
18	по своей	3	11
19	но не	4	11
20	прежде всего	11	11
21	и не	12	11
22	как в	5	10
23	далеко не	3	10
24	с другой	3	10
25	по отношению	3	9
26	в нем	2	9
27	не может	5	9
28	состоит в	11	9
29	с одной	2	9
30	одной стороны	2	9
31	в частности	15	9
32	отношению к	2	9
33	отнюдь не	2	8
34	но в	3	8
35	своего рода	11	8
36	о том	2	8
37	так и	4	8
38	а также	5	8
39	не было	3	7
40	в себе	7	7
41	то же	5	7
42	художественного письма	9	7
43	не в	8	7
44	в основе	3	7
45	роль в	2	7
46	со стороны	4	7
47	в его	7	7
48	только в	8	7
49	в своем	11	6
50	пока еще	1	6
51	и как	1	6
52	и на	1	5
53	во всех	1	5
54	отличие от	5	5
55	в рамках	6	5
56	тому же	2	5
57	в силу	4	5
58	художественного дискурса	1	5
59	в котором	1	5
60	в их	3	5
61	в отличие	5	5
62	в себя	2	5
63	сводится к	3	5
64	в эпоху	1	5
65	коммуникативное событие	4	5
66	или иной	2	5
67	можно сказать	1	5
68	а с	1	5
69	в данном	5	5
70	как бы	7	5
71	к тому	2	5
72	а в	3	5
73	то что	10	5
74	в своей	4	5
75	и о	1	4
76	в которых	1	4
77	с его	5	4
78	в сторону	1	4
79	отношение к	1	4
80	уже не	7	4
81	в целом	8	4
82	не как	4	4
83	лишь в	4	4
84	в них	1	4
85	потому что	3	4
86	могут быть	2	4
87	для себя	5	4
88	по сути	1	4
89	и т.д	1	4
90	же время	5	4
91	между тем	2	4
92	во втором	2	4
93	как правило	2	4
94	одной из	1	4
95	что он	5	4
96	для него	2	4
97	в особенности	1	4
98	что не	2	4
99	связи с	6	4
100	такого рода	10	4
101	не является	2	4
102	что в	3	4
103	по бахтину	1	4
104	также и	3	3
105	того же	2	3
106	в основании	1	3
107	во мне	2	3
108	столь же	4	3
109	коммуникативная стратегия	5	3
110	в одной	1	3
111	перед нами	1	3
112	в самом	3	3
113	вследствие этого	1	3
114	это не	4	3
115	по мысли	2	3
116	ведет к	4	3
117	и того	2	3
118	точки зрения	6	3
119	в ходе	1	3
120	в своих	4	3
121	однако в	2	3
122	бы быть	1	3
123	в то	5	3
124	таким образом	3	3
125	ли не	3	3
126	в ситуации	1	3
127	свою очередь	1	3
128	но при	2	3
129	в ее	1	3
130	в произведении	1	3
131	еще в	4	3
132	и даже	3	3
133	по слову	1	3
134	что и	1	3
135	не сводится	3	3
136	в сферу	2	3
137	с.с аверинцева	2	3
138	хотя бы	2	3
139	различного рода	2	3
140	из них	4	3
141	первобытного человека	1	3
142	тем что	2	3
143	именно в	1	3
144	очевидным образом	1	3
145	при всей	3	3
146	имеет место	1	3
147	понятие о	1	3
148	мира в	3	3
149	в акте	1	3
150	тому как	2	3
151	и.п смирнов	2	3
152	того что	6	3
153	один из	3	3
154	все же	4	3
155	литературного произведения	4	3
156	эстетической деятельности	4	3
157	как уже	1	3
158	в свою	1	3
159	на смену	6	3
160	сказать что	1	3
161	другой стороны	1	3
162	и.п смирнова	3	3
163	в действительности	1	3
164	одним из	5	2
165	например в	3	2
166	жизни сознания	1	2
167	е годы	2	2
168	и есть	3	2
169	к другому	1	2
170	едва ли	1	2
171	в году	13	2
172	для своего	2	2
173	мы имеем	1	2
174	в сущности	2	2
175	на себя	2	2
176	ему в	1	2
177	в виду	3	2
178	в е	2	2
179	текст не	1	2
180	в различных	1	2
181	но как	1	2
182	за пределы	2	2
183	себя в	6	2
184	писателя в	1	2
185	как к	1	2
186	сознания в	12	2
187	целый ряд	1	2
188	адресата в	2	2
189	в противоположность	1	2
190	в этой	4	2
191	так сказать	1	2
192	в значении	1	2
193	по словам	1	2
194	в принципе	3	2
195	силу своей	3	2
196	подобно тому	2	2
197	и по	1	2
198	на этом	2	2
199	так например	1	2
200	человека в	1	2
201	исходя из	3	2
202	в каждом	1	2
203	различие между	2	2
204	в выявлении	1	2
205	и тем	4	2
206	словами бахтина	1	2
207	соответствии с	1	2
208	не всегда	1	2
209	иначе говоря	1	2
210	одного и	1	2
211	в г	1	2
212	м.м бахтин	1	2
213	о литературе	1	2
214	своем качестве	1	2
215	не от	1	2
216	концепция адресата	1	2
217	по крайней	1	2
218	текст и	1	2
219	я героя	1	2
220	в историческом	1	2
221	не менее	7	2
222	дело не	2	2
223	текста и	1	2
224	не могло	2	2
225	имеем дело	1	2
226	в наше	1	2
227	х годов	2	2
228	в тексте	8	2
229	и его	4	2
230	в момент	1	2
231	крайней мере	1	2
232	уже о	1	2
