N	2gram	Voloshinov_1	NovoeSre
1	а не	5	17
2	и в	12	16
3	не может	16	16
4	и не	10	11
5	что в	2	9
6	как не	2	8
7	в том	6	8
8	жизни и	4	8
9	он не	2	8
10	в этом	4	7
11	в новой	1	7
12	может быть	14	7
13	как и	5	7
14	высшей степени	1	6
15	с его	2	6
16	не в	4	6
17	ни в	3	6
18	в высшей	1	6
19	никогда не	5	6
20	но это	2	6
21	не знает	1	6
22	с ее	1	5
23	в ней	6	5
24	культуры в	1	5
25	и к	4	5
26	не только	4	5
27	в жизни	5	5
28	все это	3	5
29	в нем	6	5
30	со всех	2	4
31	о том	3	4
32	всех сторон	1	4
33	и мы	1	4
34	перестает быть	2	4
35	в них	3	4
36	то что	5	4
37	это не	2	4
38	прежде всего	8	4
39	не было	1	4
40	должно быть	1	4
41	и потому	2	4
42	не менее	3	4
43	и для	3	4
44	и все	2	4
45	с другой	4	3
46	в ее	1	3
47	должна быть	5	3
48	еще не	3	3
49	во всех	1	3
50	за пределы	4	3
51	в истории	1	3
52	наряду с	1	3
53	как в	5	3
54	конечно не	3	3
55	к ним	2	3
56	подобно тому	1	3
57	но и	3	3
58	не есть	2	3
59	и пр	3	3
60	в своей	3	3
61	тому как	1	3
62	она не	2	3
63	не существует	1	3
64	в основе	1	3
65	жизни в	1	3
66	к тому	1	3
67	сказать что	7	3
68	и это	1	2
69	же как	1	2
70	это и	1	2
71	время как	1	2
72	не имеют	1	2
73	ведь и	3	2
74	можно было	1	2
75	так и	4	2
76	мы не	3	2
77	и с	3	2
78	для этого	1	2
79	и что	2	2
80	и на	4	2
81	на протяжении	1	2
82	но не	2	2
83	в свои	1	2
84	все время	6	2
85	хотя и	1	2
86	но в	5	2
87	в обществе	1	2
88	все эти	3	2
89	с одной	2	2
90	себя в	1	2
91	думать что	1	2
92	есть в	1	2
93	в себе	3	2
94	права и	1	2
95	уже не	4	2
96	не к	3	2
97	нашего времени	1	2
98	у него	1	2
99	люди не	1	2
100	что она	1	2
101	что все	1	2
102	и т.п	1	2
103	этом смысле	1	2
104	зависит от	2	2
105	и было	1	2
106	том что	5	2
107	вместе с	2	2
108	так же	3	2
109	свои права	1	2
110	место в	2	2
111	к содержанию	6	2
112	одной стороны	2	2
113	другой стороны	2	2
114	обращение к	1	2
115	том и	1	2
116	и общества	1	2
117	как будто	1	2
118	как это	2	2
119	такой же	2	2
120	но для	3	2
121	равно как	1	2
122	в смысле	1	2
123	в то	2	2
124	того чтобы	1	2
125	формы и	3	2
126	хотя бы	5	2
127	все они	2	2
128	когда мы	1	2
129	могут быть	2	2
130	от этой	2	1
131	характер и	1	1
132	он находится	1	1
133	по преимуществу	1	1
134	может идти	1	1
135	мы уже	1	1
136	и которые	1	1
