N	3gram	Losev_Vlad_3	formyVre
1	то же время	2	9
2	в то же	3	6
3	и в то	2	5
4	в связи с	2	5
5	для того чтобы	1	5
6	в том числе	1	4
7	до сих пор	1	3
8	в этом отношении	2	3
9	одно и то	1	3
10	не могло быть	1	3
11	не может быть	6	3
12	в то время	4	3
13	и то же	1	3
14	в каком же	1	2
15	само собой разумеется	2	2
16	как и для	1	2
17	дело в том	5	2
18	также и в	2	2
19	одной стороны и	2	2
20	же как и	1	2
21	как раз и	5	2
22	с точки зрения	6	2
23	и не только	1	2
24	в отличие от	3	2
25	в строгом смысле	1	2
26	вместе с тем	6	2
27	то время как	2	2
28	так же как	2	2
29	не только в	1	2
30	с одной стороны	3	2
31	может быть и	1	2
32	в буквальном смысле	1	2
33	все то что	1	2
34	а также и	6	2
35	собой разумеется что	1	2
36	с самого начала	1	2
37	но все эти	1	2
38	той или иной	1	2
39	в том что	10	2
40	к тому же	5	2
41	возвращается к своему	1	1
42	природы то есть	1	1
43	а следовательно и	1	1
44	мы и в	1	1
45	по этому вопросу	1	1
46	том что в	3	1
47	ровно ничего не	1	1
48	в виду что	1	1
49	не говорится ни	1	1
50	в самом деле	1	1
51	наше внимание на	1	1
52	в том же	1	1
53	так и его	1	1
54	на первый план	2	1
55	о которой мы	1	1
56	и во многом	1	1
57	то есть чтобы	1	1
58	надо сказать что	1	1
59	и в дальнейшем	1	1
60	в себе и	2	1
61	с тем что	1	1
62	как раз наиболее	1	1
63	что в нем	1	1
64	этой проблемы и	1	1
65	совершенно так же	2	1
66	и совсем не	1	1
67	у него нет	1	1
68	включает в себя	1	1
69	в частности у	1	1
70	в это время	2	1
71	только и не	1	1
72	для него это	1	1
73	времени то есть	1	1
74	в данном случае	2	1
75	бытие и сущность	1	1
76	при помощи которой	1	1
77	в один ряд	1	1
78	если бы эти	1	1
79	в себя и	1	1
80	буквальном смысле слова	1	1
81	и в этом	5	1
82	самого человека и	1	1
83	ясно что в	1	1
84	всего бытия и	1	1
85	но вместе с	1	1
86	кроме того в	1	1
87	если они не	1	1
88	во всяком случае	3	1
89	вовсе не являются	1	1
90	в новое время	1	1
91	и в том	2	1
92	и др не	1	1
93	бросается в глаза	2	1
94	мы уже видели	1	1
95	сих пор не	1	1
96	имел в виду	1	1
97	в этом случае	1	1
98	его борьбе с	1	1
99	о том что	8	1
100	не только на	1	1
101	бы он ни	1	1
102	в философии и	1	1
103	еще и в	2	1
104	с этим мы	1	1
105	о которых мы	1	1
106	сама по себе	1	1
107	мы уже знаем	1	1
108	в себе не	1	1
109	и не могло	1	1
110	как мы говорили	1	1
111	в конце ее	1	1
