N	2gram	Losev_Vlad_1	Istorich
1	и в	31	28
2	и т	2	25
3	может быть	6	25
4	т д	2	22
5	а не	1	15
6	не может	6	15
7	никогда не	9	14
8	мы имеем	1	13
9	мы должны	2	13
10	для нас	4	13
11	то же	6	12
12	не только	24	12
13	что в	14	12
14	только в	9	11
15	мы не	1	10
16	все же	3	10
17	и что	6	10
18	что он	12	10
19	мы увидим	3	10
20	но и	19	10
21	прежде всего	1	10
22	не в	5	9
23	так и	6	9
24	о том	11	9
25	то что	18	9
26	в том	11	9
27	и не	17	9
28	в этом	14	8
29	но в	12	8
30	таким образом	3	8
31	если бы	1	8
32	в ней	1	7
33	здесь мы	3	7
34	это не	1	7
35	еще не	2	7
36	и здесь	3	7
37	что мы	2	7
38	так же	1	7
39	том что	14	7
40	было бы	2	7
41	в этих	1	7
42	а в	9	7
43	в этой	4	6
44	ни один	1	6
45	так например	2	6
46	для изучения	1	6
47	тем не	2	6
48	не менее	2	6
49	к тому	3	6
50	что и	5	6
51	так как	8	6
52	с другой	3	6
53	вместе с	3	6
54	когда он	5	6
55	видно что	5	6
56	вопрос о	1	5
57	мы будем	2	5
58	что они	3	5
59	в своем	4	5
60	более или	3	5
61	что она	2	5
62	в силу	1	5
63	по существу	2	5
64	их в	1	5
65	или менее	3	5
66	не будем	2	5
67	дело не	2	5
68	в дальнейшем	8	5
69	в его	12	5
70	что здесь	1	5
71	но не	3	5
72	в качестве	6	5
73	в одном	1	5
74	или в	1	5
75	сказать что	7	5
76	другой стороны	3	5
77	ее в	1	5
78	и даже	15	4
79	и для	2	4
80	и на	3	4
81	то мы	3	4
82	представляет собой	1	4
83	все эти	3	4
84	на то	5	4
85	но все	1	4
86	об этом	7	4
87	и с	14	4
88	с тем	2	4
89	как и	4	4
90	даже в	2	4
91	на него	3	4
92	связи с	1	4
93	здесь не	3	4
94	так в	1	4
95	того что	2	4
96	с одной	1	4
97	потому что	11	4
98	так что	10	4
99	мы знаем	2	4
100	а именно	2	4
101	и пр	1	4
102	один из	4	4
103	связь с	1	4
104	одной стороны	1	4
105	все это	5	4
106	в связи	3	4
107	хотя бы	2	4
108	но это	3	4
109	и другие	1	4
110	также и	10	3
111	мы здесь	1	3
112	время как	1	3
113	я не	4	3
114	ему в	2	3
115	и он	3	3
116	видели что	1	3
117	по отношению	1	3
118	не просто	1	3
119	при этом	2	3
120	этого вопроса	1	3
121	не как	1	3
122	и по	8	3
123	на этом	2	3
124	это конечно	3	3
125	из них	2	3
126	не с	1	3
127	и тогда	1	3
128	во время	3	3
129	почти не	2	3
130	в котором	6	3
131	в их	1	3
132	выше мы	2	3
133	раз и	3	3
134	в то	8	3
135	дело в	4	3
136	у меня	2	3
137	детей в	1	3
138	очень часто	1	3
139	есть только	1	3
140	же самое	1	3
141	как мы	9	3
142	только через	1	3
143	с того	2	3
144	связь между	1	3
145	в которую	2	3
146	ли он	1	3
147	во всем	4	3
148	и его	7	3
149	уже не	3	3
150	в начале	3	3
151	представлений о	1	3
152	то время	2	3
153	тем что	2	3
154	именно в	1	3
155	мы еще	1	3
156	на эту	1	3
157	как это	7	3
158	из которых	1	3
159	что же	5	3
160	длинные волосы	1	3
161	как себя	1	3
162	отношения к	1	2
163	одним из	2	2
164	увидим ниже	3	2
165	мы привели	1	2
166	и потому	6	2
167	в доме	7	2
168	по его	2	2
169	что если	1	2
170	большую роль	1	2
171	не вполне	1	2
172	в некотором	1	2
173	это время	3	2
174	к своему	3	2
175	на них	1	2
176	столь же	1	2
177	бы то	1	2
178	во всех	1	2
179	то он	6	2
180	значение и	1	2
181	ответ на	2	2
182	мы сейчас	7	2
183	относится к	1	2
184	как в	3	2
185	без другого	1	2
186	пути в	1	2
187	как уже	1	2
188	и как	4	2
189	поэтому он	1	2
190	в целом	3	2
191	он в	3	2
192	в тех	2	2
193	которые в	1	2
194	тоже не	1	2
195	в очень	2	2
196	перешел и	1	2
197	и тот	2	2
198	в себе	4	2
199	как он	4	2
200	и если	5	2
201	в нем	4	2
202	он не	10	2
203	и вот	3	2
204	том чтобы	2	2
205	то ни	1	2
206	эти факты	1	2
207	а по	2	2
208	и мы	2	2
209	и тем	1	2
210	но уже	1	2
211	ни одной	1	2
212	об этой	1	2
213	на первый	2	2
214	пять лет	1	2
215	для него	7	2
216	но если	1	2
217	что такое	2	2
218	бы мы	1	2
219	таких случаях	1	2
220	для объяснения	1	2
221	в эпоху	1	2
222	что этот	3	2
223	в таких	1	2
224	как о	1	2
225	одна из	1	2
226	что их	1	2
227	очень мало	2	2
228	по своей	4	2
229	не по	2	2
230	только с	1	2
231	именно это	1	2
232	не могут	1	2
233	в области	1	2
234	указывает на	2	2
235	не есть	1	2
236	своего отца	1	2
237	на это	2	2
238	на вопрос	1	2
239	мысль о	1	2
240	с самого	1	2
241	и когда	1	2
242	за то	1	2
243	ясно что	2	2
244	еще в	4	2
245	поэтому в	1	2
246	семь лет	1	2
247	с ним	5	2
248	ничего не	3	2
249	о нем	7	2
250	но мы	2	2
251	не содержит	1	2
252	там же	13	2
253	нас в	1	2
254	будем называть	1	2
255	этому поводу	1	2
256	этот момент	2	2
257	во всей	1	2
258	и только	1	2
259	с той	1	2
260	тот же	3	2
261	одной из	2	2
262	дело с	1	2
263	по этому	2	2
264	себя в	4	2
265	для всех	1	2
266	то и	2	2
267	ни было	1	2
268	пока не	1	2
269	вовсе не	5	2
270	говорит в	1	2
271	как раз	7	2
272	в особенности	4	2
273	со стороны	2	2
274	даже не	2	2
275	которые можно	1	2
276	еще и	7	2
277	с ней	1	2
278	а с	5	2
279	один и	2	2
280	что не	1	2
281	говорит о	1	2
282	в немецкой	1	2
283	на этот	6	2
284	его как	1	2
285	видно по	1	2
286	в брак	1	2
287	конечно не	2	2
288	некоторое время	2	2
289	именно так	2	2
290	ко мне	1	2
291	с изучением	1	2
292	в основном	1	2
293	нисколько не	2	2
294	и часто	1	2
295	еще одна	1	2
296	куда ты	1	2
297	не существует	1	2
298	и от	5	2
299	бы в	1	2
300	всякого рода	2	2
301	ни к	1	2
302	между ними	1	2
303	то здесь	1	2
304	в точности	1	2
305	из этого	2	2
306	в виде	3	2
307	в частности	2	2
308	это было	6	2
309	к этому	6	2
310	которых не	1	1
311	можно говорить	1	1
312	и то	10	1
313	где мы	1	1
314	на самом	1	1
315	он ответил	1	1
316	тех же	2	1
317	к своей	2	1
318	это и	2	1
319	и меня	1	1
320	и есть	1	1
321	ту же	1	1
322	из его	4	1
323	те же	1	1
324	ведь и	1	1
325	и больше	1	1
326	едва ли	3	1
327	в году	30	1
328	мы уже	7	1
329	в и	1	1
330	есть не	1	1
331	из всего	1	1
332	сторона дела	1	1
333	что уже	1	1
334	ответить на	1	1
335	приводят к	1	1
336	он как	3	1
337	есть нечто	1	1
338	этот факт	2	1
339	на себя	3	1
340	в полной	2	1
341	но даже	2	1
342	и был	6	1
343	ехать в	1	1
344	магии и	1	1
345	я обязан	1	1
346	которые он	1	1
347	связи со	2	1
348	он был	14	1
349	мы читаем	2	1
350	иное как	1	1
351	и всего	1	1
352	итак мы	1	1
353	совсем не	4	1
354	но как	5	1
355	с какими	1	1
356	в сторону	1	1
357	тут же	7	1
358	отнюдь не	3	1
359	и я	2	1
360	к какой	1	1
361	в истории	4	1
362	поскольку они	1	1
363	дает нам	1	1
364	что как	1	1
365	он часто	1	1
366	приходится делать	1	1
367	этом же	1	1
368	своих детей	2	1
369	и к	6	1
370	в противоположность	1	1
371	и хотя	1	1
372	в этот	4	1
373	то в	1	1
374	с детьми	1	1
375	со своей	3	1
376	еще на	2	1
377	в которой	4	1
378	и у	4	1
379	мне не	1	1
380	за это	2	1
381	в нашем	4	1
382	из этих	2	1
383	может считаться	1	1
384	вообще а	1	1
385	но он	5	1
386	но его	2	1
387	говорят о	1	1
388	тому же	2	1
389	чтобы установить	1	1
390	в свет	1	1
391	более позднего	1	1
392	после этого	1	1
393	раз навсегда	1	1
394	так сказать	1	1
395	и легко	1	1
396	о которой	3	1
397	уже видели	1	1
398	и еще	2	1
399	содержит в	1	1
400	его от	1	1
401	путешествия в	1	1
402	собственно говоря	3	1
403	все с	1	1
404	он об	1	1
405	с такими	1	1
406	раз из	1	1
407	на всю	2	1
408	главным образом	4	1
409	же касается	4	1
410	них не	1	1
411	на ту	2	1
412	с целью	1	1
413	материалы которые	1	1
414	известно что	2	1
415	на вопросе	1	1
416	этом смысле	4	1
417	не соответствует	1	1
418	в жизни	3	1
419	из первых	1	1
420	кажется что	2	1
421	по всему	1	1
422	который сам	1	1
423	в них	2	1
424	в историческом	1	1
425	часто бывает	1	1
426	на основании	2	1
427	и вся	1	1
428	со своими	3	1
429	и уже	1	1
430	которой он	5	1
431	для чего	1	1
432	когда ей	2	1
433	чем в	1	1
434	этот труд	1	1
435	не мог	3	1
436	и сейчас	2	1
437	в своей	4	1
438	академии наук	1	1
439	а наоборот	1	1
440	это делает	2	1
441	она в	1	1
442	из анализа	1	1
443	представление о	1	1
444	знаем что	2	1
445	от его	1	1
446	никого и	1	1
447	вплоть до	1	1
448	велик что	1	1
449	нам в	1	1
450	этом а	1	1
451	быть не	1	1
452	тому что	1	1
453	он непременно	1	1
454	в отношении	3	1
455	не раз	4	1
456	с которой	1	1
457	она не	1	1
458	вполне естественно	1	1
459	с теми	1	1
460	то чего	1	1
461	и притом	3	1
462	весь этот	1	1
463	о них	1	1
464	можно судить	4	1
465	к другим	1	1
466	что иное	1	1
467	того чтобы	2	1
468	нам и	1	1
469	он с	1	1
470	всей его	2	1
471	это мы	2	1
472	сейчас увидим	2	1
473	эта сторона	1	1
474	имеем дело	1	1
475	именно с	2	1
476	о ней	1	1
477	как весьма	1	1
478	к концу	2	1
479	где уже	1	1
480	к ней	4	1
481	не выходя	1	1
482	на себе	1	1
483	заметить что	1	1
484	кроме того	7	1
485	никуда не	2	1
486	в каком	2	1
487	ему не	1	1
488	у нас	6	1
489	известной степени	1	1
490	и оказалось	1	1
491	здесь стала	1	1
492	форме не	2	1
493	относиться к	1	1
494	а что	1	1
495	от нее	2	1
496	приведем еще	1	1
497	на с	1	1
498	и это	2	1
499	исторических материалов	1	1
500	больше ничего	1	1
501	дать не	1	1
502	говоря уже	1	1
503	находилась в	1	1
504	только со	1	1
505	сил не	1	1
506	только то	1	1
507	этими представлениями	1	1
508	как с	1	1
509	что у	4	1
510	очень долго	1	1
511	которая была	1	1
512	в строгой	1	1
513	уже на	1	1
514	найти в	1	1
515	можно только	1	1
516	к тем	1	1
517	он окончил	1	1
518	строго говоря	1	1
519	помочь ему	1	1
520	нас нет	2	1
521	образом в	2	1
522	наконец еще	1	1
523	уже сейчас	1	1
524	все дело	1	1
525	сводится к	1	1
526	а также	5	1
527	все исследование	1	1
528	другом месте	1	1
529	этого мы	1	1
530	внимание на	1	1
531	никак не	4	1
532	генетики и	1	1
533	этой работе	1	1
534	себе такие	1	1
535	еще другие	1	1
536	в значительной	1	1
537	знает что	1	1
538	весьма важным	1	1
539	все в	1	1
540	которой мы	2	1
541	и хорошо	1	1
542	природы и	1	1
543	из своего	3	1
544	не видел	1	1
545	в другой	1	1
546	считаем необходимым	1	1
547	у одного	2	1
548	о своих	1	1
549	с вопросом	1	1
550	в формах	1	1
551	на которой	1	1
552	но с	1	1
553	можно ограничиться	1	1
554	приведенных выше	1	1
555	и так	3	1
556	указывал на	1	1
557	вот они	1	1
558	который в	1	1
559	самые разнообразные	1	1
560	моих товарищей	1	1
561	не мешает	1	1
562	ним но	1	1
563	к которой	1	1
564	по другим	1	1
565	с какой	1	1
566	вот почему	1	1
567	он их	1	1
568	он очень	2	1
569	только на	3	1
570	всем его	1	1
571	от других	1	1
572	не из	2	1
573	эмпиризма и	1	1
574	одно из	1	1
575	от другого	1	1
576	в конце	9	1
577	у нее	1	1
578	с этими	3	1
579	хорошо что	1	1
580	друг друга	1	1
581	мы можем	1	1
582	как его	1	1
583	но что	3	1
584	у него	15	1
585	почему это	1	1
586	них мы	1	1
587	этом отношении	1	1
588	ее на	1	1
589	для того	2	1
590	но она	3	1
591	же деле	1	1
592	его доме	1	1
593	которых мы	1	1
594	хотели бы	3	1
595	он скрывал	1	1
596	это все	1	1
597	же о	2	1
598	итоге все	1	1
599	и затем	2	1
600	что для	4	1
601	выступает в	1	1
602	самом же	1	1
603	часто весьма	1	1
604	такого крупного	1	1
605	не было	5	1
606	еще достаточно	1	1
607	отправился в	1	1
608	его слишком	1	1
609	подобного рода	1	1
610	вопросе о	1	1
611	него не	3	1
612	если это	1	1
613	материалом для	1	1
614	уже давно	1	1
615	уже о	1	1
616	этой же	1	1
617	на который	1	1
618	что во	1	1
619	мы хотели	3	1
620	можно отметить	1	1
621	например когда	1	1
622	так мы	1	1
623	мало и	1	1
624	редко и	1	1
625	к жизни	2	1
626	он будет	2	1
627	такого рода	4	1
628	смысле этого	1	1
629	религиозного характера	1	1
630	о человеке	1	1
631	когда она	1	1
632	в тот	2	1
633	да и	4	1
634	я с	1	1
635	еще несколько	1	1
636	тех пор	1	1
637	и более	1	1
638	указанием на	1	1
639	в изучении	1	1
640	в это	2	1
641	этого слова	1	1
642	с некоторым	1	1
643	сейчас же	1	1
644	на пути	1	1
645	ней в	1	1
646	в который	1	1
647	одно без	1	1
648	пока еще	2	1
649	смерти а	2	1
650	с большой	1	1
651	на одной	3	1
652	в более	1	1
653	ни с	4	1
654	многие из	1	1
655	при постановке	1	1
656	она знает	1	1
657	если сравнить	1	1
658	об отношении	1	1
659	котором он	1	1
660	это можно	3	1
661	в результате	2	1
662	а все	1	1
663	которая в	1	1
664	хотя и	4	1
665	и все	4	1
666	со второй	1	1
667	у них	1	1
668	убежден что	1	1
669	или не	1	1
670	текстов из	1	1
671	хотя в	1	1
672	нами не	1	1
673	несмотря на	4	1
674	до тех	1	1
675	именно здесь	1	1
676	не говоря	1	1
677	скажем только	1	1
678	было ему	2	1
679	совершенно не	2	1
680	по одному	1	1
681	жизни а	1	1
682	не что	1	1
683	были и	1	1
684	огромное значение	1	1
685	таким же	1	1
686	себе не	1	1
687	где он	2	1
688	об этих	3	1
689	уже есть	1	1
690	к этой	2	1
691	во всяком	2	1
692	этого и	1	1
