N	4gram	Tiupa_Anal_1	Dialekti
1	не что иное как	4	6
2	в коем случае не	2	3
3	ни в коем случае	2	3
4	есть не что иное	3	3
5	одно и то же	1	2
6	коем случае не есть	1	2
7	с этой точки зрения	1	2
8	не говоря уже о	1	2
9	мы имеем в виду	1	1
10	с той или иной	1	1
11	не может быть ни	1	1
12	в такой же мере	1	1
13	одна и та же	1	1
14	субъекта и объекта и	1	1
15	не о том что	1	1
16	но о том что	1	1
17	бы то ни было	3	1
18	одной и той же	1	1
19	который не может быть	1	1
20	ни на что не	1	1
21	в то же время	6	1
