N	2gram	Bakhtin_sl_1	Myshleni
1	и в	41	28
2	в том	3	28
3	в этом	12	27
4	того что	3	24
5	потому что	2	22
6	том что	2	19
7	не может	14	19
8	таким образом	9	18
9	только в	6	18
10	не только	16	16
11	так же	2	15
12	точки зрения	16	13
13	может быть	14	13
14	с помощью	1	13
15	сказать что	2	13
16	тому что	2	11
17	и не	16	11
18	что мы	1	11
19	как бы	12	11
20	но не	2	10
21	с точки	8	10
22	в отношении	6	10
23	того чтобы	1	10
24	к тому	3	10
25	как мы	8	10
26	так как	3	10
27	от того	1	10
28	но и	16	10
29	могли бы	1	9
30	было бы	3	9
31	в процессе	4	9
32	между собой	2	9
33	в самом	5	8
34	мы видели	1	8
35	никогда не	3	8
36	в зоне	2	8
37	для того	2	8
38	еще не	4	8
39	как известно	1	7
40	того же	6	7
41	то же	14	7
42	в сущности	13	7
43	отношение к	7	7
44	в своем	3	7
45	в которой	4	7
46	с самого	1	7
47	он не	3	7
48	в нем	30	7
49	заключается в	1	7
50	самого начала	1	7
51	можно было	2	7
52	если бы	1	7
53	мы видим	2	7
54	и других	3	7
55	мышления и	1	7
56	там где	4	7
57	вместе с	1	7
58	между ними	2	7
59	же как	2	6
60	мы не	2	6
61	и к	5	6
62	как и	4	6
63	для него	3	6
64	к предмету	4	6
65	то время	2	6
66	приводит к	1	6
67	так и	11	6
68	и что	1	6
69	можно сказать	2	6
70	его в	3	6
71	так что	2	6
72	как раз	2	6
73	вообще не	3	6
74	в то	14	6
75	том же	4	5
76	в зависимости	3	5
77	время как	2	5
78	зависимости от	3	5
79	и на	14	5
80	но в	8	5
81	то в	2	5
82	в этой	1	5
83	что все	2	5
84	и тем	2	5
85	в разных	3	5
86	с другом	2	5
87	не могут	3	5
88	могут быть	19	5
89	языка и	12	5
90	в пределах	14	5
91	это не	6	5
92	друг с	2	5
93	и все	4	5
94	речи и	1	5
95	например в	2	4
96	и то	2	4
97	в первом	3	4
98	к другому	1	4
99	той же	2	4
100	мы имеем	1	4
101	мы и	2	4
102	во всех	17	4
103	в одной	1	4
104	в той	10	4
105	с этим	3	4
106	целый ряд	1	4
107	в себе	3	4
108	на то	1	4
