N	2gram	Vygotskiy__2	Russkaja
1	не может	17	22
2	и не	10	19
3	в том	37	17
4	в этом	13	17
5	и в	32	14
6	с другом	1	14
7	друг с	1	14
8	то что	21	13
9	то же	13	11
10	точки зрения	17	11
11	таким образом	21	11
12	в то	5	10
13	же время	2	10
14	но и	10	10
15	в себе	2	9
16	не только	12	9
17	том что	21	9
18	с точки	10	9
19	может быть	18	9
20	во всяком	2	9
21	того чтобы	14	8
22	прежде всего	1	8
23	как на	5	8
24	самом деле	16	7
25	отнюдь не	5	7
26	и если	1	7
27	и с	4	7
28	в данном	4	7
29	к тому	7	7
30	не будет	1	7
31	стремление к	1	7
32	о том	6	7
33	мы должны	3	7
34	ни к	1	7
35	к которой	2	6
36	если в	2	6
37	и к	3	6
38	в россии	1	6
39	с тем	11	6
40	в своих	9	6
41	и при	2	6
42	если бы	6	6
43	все это	5	6
44	и для	4	6
45	для того	13	6
46	что он	13	6
47	всяком случае	2	6
48	для всех	1	6
49	для него	1	6
50	на самом	5	6
51	а между	1	5
52	и на	5	5
53	во всех	3	5
54	на то	11	5
55	в нем	4	5
56	при этом	13	5
57	он не	6	5
58	он должен	1	5
59	было бы	11	5
60	в своей	3	5
61	никогда не	9	5
62	потому что	21	5
63	между тем	4	5
64	а потому	2	5
65	и только	2	5
66	только в	7	5
67	хотя бы	3	5
68	конечно не	1	5
69	до сих	5	5
70	себя и	1	5
71	из которых	2	5
72	по существу	3	5
73	сих пор	5	5
74	а в	4	5
75	и то	3	4
76	смотреть на	1	4
77	бы то	2	4
78	но не	2	4
79	себе и	2	4
80	все же	4	4
81	более или	1	4
82	не в	8	4
83	в этой	6	4
84	то ни	2	4
85	в совершенно	1	4
86	том случае	4	4
87	его в	1	4
88	как и	10	4
89	которой он	1	4
90	или менее	1	4
91	в их	3	4
92	тогда когда	3	4
93	во всем	3	4
94	ли это	2	4
95	от того	4	4
96	не могут	3	4
97	когда они	1	4
98	приводит к	1	4
99	можно было	7	4
100	и т.д	1	4
101	в его	2	4
102	так как	12	4
103	со стороны	1	4
104	вместе с	2	4
105	он будет	1	4
106	что же	3	4
107	как бы	6	4
108	отказаться от	3	4
109	жизни и	4	4
110	что в	20	4
111	все что	2	4
112	и т	10	3
113	то в	1	3
114	и этот	2	3
115	признание что	2	3
116	так чтобы	1	3
117	еще не	2	3
118	он сам	1	3
119	самих себя	1	3
120	из этих	1	3
121	россии и	1	3
122	что они	7	3
123	во что	1	3
124	в самом	12	3
125	что это	8	3
126	главным образом	3	3
127	на том	2	3
128	и по	4	3
129	в другом	1	3
130	несмотря на	4	3
131	должно быть	1	3
132	но если	1	3
133	и сейчас	3	3
134	таким же	1	3
135	знаем что	4	3
136	том чтобы	3	3
137	одна из	1	3
138	связи с	1	3
139	в сознании	4	3
140	то это	3	3
141	точке зрения	1	3
142	что оно	2	3
143	приходит к	3	3
144	что все	9	3
145	данном случае	4	3
146	ни стало	1	3
147	собой и	1	3
148	для этого	3	3
149	сводится к	2	3
150	но мы	1	3
151	и во	1	3
152	что и	17	3
153	что бы	1	3
154	того что	8	3
155	в качестве	1	3
156	в большинстве	1	3
157	тем чтобы	1	3
158	в виде	1	3
159	из них	4	3
160	в конце	3	3
161	тем что	9	3
162	именно в	1	3
163	только к	1	3
164	что для	7	3
165	не было	2	3
166	ко всем	1	3
167	этом случае	1	3
168	она может	1	3
169	или в	1	3
170	конце концов	3	3
171	и как	7	3
172	не есть	1	3
173	из этого	4	3
174	случае если	4	3
175	от этой	1	2
176	речь идет	1	2
177	говоря о	1	2
178	от своей	1	2
179	из всех	2	2
180	эти самые	1	2
181	но даже	2	2
182	в ней	5	2
183	в таком	2	2
184	время в	1	2
185	смотрят на	1	2
186	именно на	2	2
187	не просто	1	2
188	друг от	1	2
189	с этим	4	2
190	целый ряд	6	2
191	и наконец	1	2
192	но в	3	2
193	это есть	1	2
194	все эти	7	2
195	что ничего	1	2
196	и тот	2	2
197	другом случае	1	2
198	и те	4	2
199	по самому	3	2
200	состоит в	3	2
201	не к	3	2
202	и вот	3	2
203	на совершенно	1	2
204	касается до	1	2
205	факт что	1	2
206	того или	3	2
207	всех народов	1	2
208	в глазах	1	2
209	на почве	1	2
210	по себе	12	2
211	и тем	4	2
212	на основании	1	2
213	и тогда	1	2
214	в этих	2	2
215	в котором	1	2
216	место в	2	2
217	в силу	1	2
218	другом и	1	2
219	зрения этой	1	2
220	ничего другого	2	2
221	и более	4	2
222	их в	2	2
223	том и	2	2
224	том же	2	2
225	для нее	2	2
226	любовь к	1	2
227	бы нас	1	2
228	тому что	4	2
229	она не	2	2
230	в таких	1	2
231	что с	3	2
232	принадлежат к	2	2
233	для нас	2	2
234	к такому	1	2
235	в противоречие	1	2
236	самому своему	1	2
237	людей и	1	2
238	и является	1	2
239	на которой	1	2
240	как будто	7	2
241	в области	1	2
242	свое собственное	3	2
243	деятельности и	1	2
244	всю свою	1	2
245	отличается от	2	2
246	указывает на	3	2
247	если же	4	2
248	для себя	1	2
249	и о	1	2
250	от друга	1	2
251	культуры и	1	2
252	за то	1	2
253	ясно что	7	2
254	в борьбе	1	2
255	это только	3	2
256	разумеется что	1	2
257	даже не	1	2
258	и должно	1	2
259	и что	22	2
260	были бы	3	2
261	они принадлежат	1	2
262	от него	1	2
263	к нему	2	2
264	это в	2	2
265	что только	1	2
266	согласиться с	2	2
267	этот вопрос	3	2
268	совершенно не	4	2
269	по этому	1	2
270	так что	3	2
271	уже не	1	2
272	на такой	1	2
273	только на	5	2
274	но совершенно	3	2
275	его и	1	2
276	не так	2	2
277	представить себе	3	2
278	ни в	2	2
279	не о	1	2
280	мы можем	3	2
281	только с	1	2
282	она будет	1	2
283	к той	1	2
284	в других	2	2
285	и даже	5	2
286	основанный на	1	2
287	а с	2	2
288	считает себя	1	2
289	этой роли	1	2
290	естественно что	1	2
291	в некоторых	1	2
292	зависит от	2	2
293	а не	7	2
294	на эту	1	2
295	совершенно очевидно	1	2
296	в частности	3	2
297	так же	18	2
298	противоречие с	2	2
299	тот факт	1	2
300	принадлежащий к	1	2
301	или иного	2	2
302	отношения к	1	2
303	благодаря этому	1	2
304	но это	2	2
305	этом и	1	2
306	стоит только	2	2
307	от нас	1	2
308	и от	2	2
309	всем этим	1	2
310	в результате	1	2
311	отношении к	3	2
312	не играет	1	2
313	на это	3	2
314	тем самым	1	2
315	точно так	3	2
316	с новыми	1	1
317	в сфере	1	1
318	должен быть	1	1
319	того же	2	1
320	ли оно	1	1
321	он может	1	1
322	тех изменений	1	1
323	это и	1	1
324	идет о	1	1
325	на деле	8	1
326	показать что	5	1
327	смотрит на	2	1
328	исходят из	2	1
329	не хочет	1	1
330	ту же	4	1
331	исходит из	5	1
332	противном случае	1	1
333	с таким	8	1
334	в зависимости	1	1
335	и за	1	1
336	также и	2	1
337	их и	1	1
338	лишь тогда	1	1
339	есть не	4	1
340	людей от	1	1
341	на тех	3	1
342	мы не	3	1
343	же как	4	1
344	и ничего	1	1
345	он считает	1	1
346	ни у	2	1
347	изменений в	1	1
348	на место	1	1
349	имеет свою	1	1
350	в сущности	7	1
351	оно есть	1	1
352	придется не	1	1
353	которое в	1	1
354	при переходе	1	1
355	формы в	3	1
356	познать их	1	1
357	что оба	1	1
358	столько же	3	1
359	но этого	1	1
360	столь же	4	1
361	что его	5	1
362	бы чрезвычайно	1	1
363	в область	1	1
364	к этому	1	1
365	они имеют	1	1
366	но как	3	1
367	а только	3	1
368	точка зрения	2	1
369	значение и	2	1
370	только тогда	1	1
371	есть по	4	1
372	в общем	3	1
373	должны были	1	1
374	очевидно что	2	1
375	которые не	3	1
376	который исходит	1	1
377	недостатков и	1	1
378	в истории	1	1
379	данный момент	1	1
380	что ее	1	1
381	что касается	1	1
382	в противном	1	1
383	кто не	1	1
384	в полном	2	1
385	когда он	10	1
386	что по	2	1
387	с понятием	1	1
388	по пути	1	1
389	коренным образом	1	1
390	имеет в	1	1
391	он на	1	1
392	этой цели	1	1
393	и стремления	1	1
394	искусство и	1	1
395	как целью	1	1
396	в которой	2	1
397	перестанет быть	1	1
398	себя к	1	1
399	бы не	2	1
400	художников и	1	1
401	но ведь	1	1
402	им в	1	1
403	только один	1	1
404	тому же	1	1
405	если он	1	1
406	вследствие этого	1	1
407	по-своему и	2	1
408	вообще не	1	1
409	на его	2	1
410	чем сильнее	1	1
411	как оно	1	1
412	не могла	1	1
413	не следует	1	1
414	тем не	4	1
415	всех остальных	2	1
416	однако при	1	1
417	том к	1	1
418	они в	2	1
419	в принципе	1	1
420	к одному	4	1
421	именно из	1	1
422	так например	1	1
423	заключает в	2	1
424	и заключается	3	1
425	но все	1	1
426	это конечно	1	1
427	ведь вся	1	1
428	в одну	1	1
429	подход к	2	1
430	здесь мы	2	1
431	тем же	1	1
432	тем в	1	1
433	от некоторых	1	1
434	об этом	3	1
435	а по	1	1
436	то есть	21	1
437	заключается в	12	1
438	те или	1	1
439	с другими	2	1
440	это не	2	1
441	нечего и	1	1
442	и мы	6	1
443	то все	2	1
444	никакой роли	1	1
445	остановиться на	1	1
446	в жизни	4	1
447	борьбе за	1	1
448	из нее	1	1
449	этого слова	1	1
450	ли может	1	1
451	и следовало	1	1
452	всегда и	1	1
453	для чего	1	1
454	жизни но	1	1
455	на одну	2	1
456	иначе говоря	4	1
457	такой же	7	1
458	и того	1	1
459	одного и	2	1
460	будет как	1	1
461	бы на	1	1
462	привело к	1	1
463	от своего	1	1
464	что такая	1	1
465	нас не	1	1
466	и без	2	1
467	бы к	1	1
468	из которой	1	1
469	что вся	1	1
470	не столько	1	1
471	на свою	1	1
472	представление о	3	1
473	должны мы	1	1
474	в которых	3	1
475	и другого	3	1
476	стало быть	1	1
477	своему существу	2	1
478	только такой	1	1
479	по крайней	1	1
480	с совершенной	1	1
481	и эти	2	1
482	бы о	1	1
483	на другую	1	1
484	ни было	1	1
485	который мы	1	1
486	вовсе не	2	1
487	же мы	3	1
488	бы доказать	1	1
489	не менее	8	1
490	к такой	1	1
491	или что	3	1
492	что эта	1	1
493	в психике	1	1
494	и другое	2	1
495	самого начала	1	1
496	и всегда	2	1
497	хотелось бы	1	1
498	и проч	1	1
499	дело в	1	1
500	на него	2	1
501	не по	1	1
502	в основе	11	1
503	сколько и	1	1
504	образом в	3	1
505	говорить что	1	1
506	но только	4	1
507	он с	2	1
508	только не	1	1
509	того и	2	1
510	найти в	1	1
511	казалось бы	2	1
512	возможно и	1	1
513	в разных	1	1
514	это то	2	1
515	именно с	1	1
516	и народов	1	1
517	таким путем	4	1
518	к ней	1	1
519	связь и	1	1
520	доказать что	1	1
521	этом отношении	5	1
522	что на	4	1
523	только от	1	1
524	на целый	1	1
525	есть только	5	1
526	тем при	1	1
527	могут быть	4	1
528	легко убедимся	1	1
529	чтобы сделать	1	1
530	похож на	1	1
531	для этих	1	1
532	как только	2	1
533	бы показать	1	1
534	же самое	6	1
535	должны быть	3	1
536	виде как	2	1
537	общественное мнение	1	1
538	что при	9	1
539	и материал	1	1
540	и это	4	1
541	то естественно	1	1
542	из всего	1	1
543	как мы	1	1
544	нас от	1	1
545	с ее	3	1
546	как не	2	1
547	свою очередь	2	1
548	но при	1	1
549	на нем	1	1
550	людей в	1	1
551	и говорить	2	1
552	и многие	2	1
553	такому же	1	1
554	и единственный	1	1
555	в ее	2	1
556	только при	1	1
557	совершенно ясно	7	1
558	в собственном	1	1
559	у разных	1	1
560	только то	1	1
561	в себя	1	1
562	идет не	2	1
563	с самого	1	1
564	роль в	2	1
565	до самого	1	1
566	и когда	4	1
567	о самой	1	1
568	что у	5	1
569	ином виде	1	1
570	так и	3	1
571	совершенно различных	1	1
572	те же	6	1
573	его жизни	2	1
574	жизнь а	1	1
575	том виде	3	1
576	две части	2	1
577	ничего подобного	1	1
578	по сравнению	2	1
579	мы в	3	1
580	а там	1	1
581	быть может	1	1
582	деятельности в	1	1
583	вот это	1	1
584	иное как	1	1
585	никак не	4	1
586	и просто	1	1
587	можно сказать	1	1
588	с другой	3	1
589	под именем	1	1
590	воздействия на	2	1
591	в согласии	2	1
592	переходит в	1	1
593	с утверждения	1	1
594	когда оно	1	1
595	убедимся что	1	1
596	крайней мере	1	1
597	представления о	1	1
598	если эта	1	1
599	у всех	2	1
600	в русском	2	1
601	эти последние	1	1
