N	3gram	Vinokur_Ku_2	Dialekti
1	и т д	14	15
2	с точки зрения	8	9
3	в том что	10	9
4	что иное как	1	8
5	не что иное	1	8
6	по крайней мере	6	7
7	не может быть	4	6
8	то же время	3	6
9	в то же	3	6
10	есть не что	1	5
11	сама по себе	1	5
12	для того чтобы	8	5
13	в этом смысле	5	4
14	само по себе	5	4
15	не в том	1	4
16	ни в каком	1	4
17	только тогда когда	1	4
18	и той же	1	3
19	не говоря уже	2	3
20	т д и	1	3
21	говоря уже о	2	3
22	то или иное	2	3
23	одной и той	1	3
24	на то что	2	3
25	то же что	1	3
26	я думаю что	1	2
27	в данный момент	1	2
28	т е не	1	2
29	если так то	1	2
30	хотя бы и	2	2
31	сам по себе	1	2
32	не имеет никакого	1	2
33	точно так же	3	2
34	с этой точки	2	2
35	д и т	1	2
36	уже о том	1	2
37	т е в	1	2
38	ничего общего с	1	2
39	этой точки зрения	2	2
40	иметь в виду	1	2
41	по сравнению с	1	2
42	то что мы	1	2
43	в свою очередь	2	2
44	и в частности	1	2
45	тем не менее	5	2
46	самый факт этого	1	1
47	не говорят не	1	1
48	но что это	1	1
49	вообще во всем	1	1
50	что же такое	1	1
51	только потому что	6	1
52	т е на	2	1
53	говорю уже о	1	1
54	и пр но	2	1
55	прежде всего в	1	1
56	дело в том	1	1
57	на этом примере	1	1
58	точки зрения в	3	1
59	в частности и	1	1
60	и что же?	1	1
61	может быть только	2	1
62	и не только	1	1
63	в лучшем случае	3	1
64	в зависимости от	4	1
65	только для того	1	1
66	можно говорить о	1	1
67	в отличие от	2	1
68	также и то	1	1
69	можно сказать что	2	1
70	не было бы	1	1
71	что это такое?	1	1
72	то что я	1	1
73	совершенно ясно что	1	1
74	до некоторой степени	2	1
75	что только после	1	1
76	что если бы	1	1
77	самого по себе	1	1
78	и не в	1	1
79	это не имеет	1	1
80	и вовсе не	2	1
81	в том случае	2	1
82	и тем не	4	1
83	и то что	1	1
84	и не предполагает	1	1
85	свой смысл и	1	1
86	не говорю уже	1	1
87	почему? потому что	1	1
88	в силу той	2	1
89	что эта необходимость	1	1
90	думаю что это	1	1
91	факты и идеи	1	1
92	в данном случае	1	1
93	и о значении	1	1
94	не только в	4	1
95	не говорят ни	1	1
96	мы не знаем	1	1
97	потому и возможно	1	1
98	и все его	1	1
99	в конце концов	3	1
100	как идея как	1	1
101	идея как принцип	1	1
102	чтобы мы могли	1	1
103	то тем самым	2	1
104	качестве одного из	1	1
105	ясно что в	1	1
106	по природе своей	1	1
107	и с этой	1	1
108	так или иначе	2	1
109	в качестве одного	1	1
110	в связи с	3	1
111	уже не может	3	1
112	сомневаться не приходится	1	1
113	но так же	1	1
114	в виду что	1	1
115	хотя бы на	1	1
116	но только в	1	1
117	лишь в том	1	1
118	и вот почему	1	1
119	по себе не	2	1
120	т д это	1	1
121	все те же	1	1
122	то обстоятельство что	7	1
123	а не просто	1	1
124	в этом случае	2	1
125	пр но для	1	1
126	связи с этим	1	1
127	о том что	1	1
128	легко заметить что	1	1
129	и прежде всего	1	1
130	есть по существу	1	1
131	речь идет о	1	1
132	не может уже	1	1
133	но все же	2	1
134	не более как	1	1
135	с другой стороны	7	1
136	может и не	1	1
137	в каком смысле	1	1
138	и возможно что	1	1
139	после того как	1	1
140	но это не	1	1
141	в каком отношении	1	1
142	не значит что	1	1
143	в особенности же	2	1
144	тех или иных	1	1
145	смысл и свое	1	1
146	но также и	2	1
147	т е как	1	1
148	только потому и	1	1
149	мы имеем далее	1	1
150	ничего принципиально нового	1	1
151	т д в	1	1
152	том случае если	2	1
153	и в области	1	1
