N	2gram	Tiupa_Narr_1	slovoVRo
1	в романе	2	46
2	чужого слова	4	40
3	и в	11	39
4	может быть	15	37
5	и т	1	35
6	и его	10	33
7	то есть	9	26
8	не только	31	24
9	и не	23	22
10	но и	27	21
11	не может	8	20
12	в нем	4	19
13	до конца	2	17
14	в этом	12	16
15	все это	1	16
16	его слово	1	15
17	так и	5	15
18	а не	13	14
19	человек и	1	14
20	отличие от	2	13
21	как в	4	13
22	в пределах	2	13
23	слова в	4	13
24	во всех	1	12
25	в отличие	2	12
26	чужое слово	1	10
27	и с	3	9
28	не в	6	9
29	таким образом	1	8
30	оно не	2	8
31	себя в	2	8
32	прежде всего	4	8
33	слова и	1	8
34	точки зрения	5	8
35	еще не	4	7
36	с его	4	7
37	в него	1	7
38	при этом	19	7
39	в этих	2	7
40	для него	4	7
41	с ним	2	7
42	никогда не	4	7
43	могут быть	1	7
44	как мы	2	7
45	в его	6	7
46	языка как	1	7
47	и даже	2	7
48	и потому	1	7
49	как бы	6	7
50	в сущности	2	6
51	но не	4	6
52	в своем	3	6
53	все же	4	6
54	и к	1	6
55	но в	7	6
56	чужих слов	1	6
57	так сказать	2	6
58	значительной степени	1	6
59	в слове	3	6
60	как и	13	6
61	она не	2	6
62	в значительной	1	6
63	там где	1	6
64	жизни и	6	6
65	например в	1	5
66	героя и	2	5
67	человека в	2	5
68	это не	3	5
69	том что	7	5
70	по себе	4	5
71	но все	1	5
72	той или	5	5
73	с другой	2	5
74	один из	6	5
75	в том	8	5
76	с ними	2	5
77	с одной	1	5
78	уже не	8	5
79	со словом	1	5
80	одной стороны	1	5
81	или иной	4	5
82	и для	2	5
83	только в	12	5
84	для нас	1	5
85	и все	3	5
86	и наконец	1	5
87	в зависимости	2	4
88	и на	5	4
89	в риторике	1	4
90	по отношению	3	4
91	отношение к	1	4
92	то же	8	4
93	его в	1	4
94	входит в	2	4
95	с другими	1	4
96	и иных	2	4
97	и языка	1	4
98	не менее	3	4
99	в то	4	4
100	одна из	4	4
101	же время	4	4
102	во всем	1	4
103	зависимости от	2	4
104	здесь не	2	4
105	для этого	1	4
106	наконец в	1	4
107	дело с	2	4
108	для всех	1	4
109	так как	1	4
110	с помощью	1	4
