N	2gram	Vygotskiy__6	StatiiOP
1	и в	28	29
2	том что	19	27
3	в том	28	27
4	в этом	27	21
5	не только	16	19
6	но и	10	19
7	что в	17	19
8	о том	1	17
9	в и	1	13
10	в его	3	13
11	что он	18	13
12	в которой	7	11
13	то что	28	11
14	все это	2	11
15	таким образом	18	10
16	к тому	10	10
17	в своем	7	9
18	он не	7	9
19	потому что	22	9
20	так и	6	9
21	этом отношении	3	9
22	и не	11	9
23	как на	3	9
24	но в	5	8
25	как раз	6	8
26	я не	4	7
27	в самом	8	7
28	но все	1	7
29	в своей	2	7
30	в котором	2	7
31	не столько	1	7
32	тому что	11	7
33	того как	5	7
34	для того	8	7
35	с тем	5	7
36	вместе с	7	7
37	одним из	2	6
38	вопрос о	5	6
39	и на	5	6
40	все же	2	6
41	факт что	1	6
42	вовсе не	1	6
43	того чтобы	10	6
44	и его	3	6
45	об этом	1	6
46	и что	6	6
47	в одном	2	6
48	до сих	3	6
49	было бы	9	5
50	точки зрения	13	5
51	была бы	2	5
52	того что	24	5
53	между тем	1	5
54	в качестве	4	5
55	прежде всего	2	5
56	а не	3	5
57	о чем	1	5
58	в той	4	5
59	как бы	11	5
60	сих пор	3	5
61	если б	1	4
62	то обстоятельство	1	4
63	кроме того	1	4
64	хотя и	3	4
65	и к	6	4
66	не приходится	1	4
67	в нем	7	4
68	что у	2	4
69	в другом	2	4
70	и с	1	4
71	должен был	3	4
72	не в	4	4
73	еще до	1	4
74	дело в	1	4
75	обстоятельство что	1	4
76	и о	1	4
77	после того	1	4
78	внимание на	2	4
79	раньше чем	2	4
80	но с	2	4
81	связи с	3	4
82	в значении	1	4
83	для него	6	4
84	до того	3	4
85	с другой	2	4
86	именно в	4	4
87	в частности	4	4
88	тот факт	1	4
89	работы над	1	4
90	того времени	1	4
91	к этому	1	4
92	например в	4	3
93	же как	6	3
94	самом деле	2	3
95	на самом	1	3
96	в их	3	3
97	оба эти	3	3
98	и он	1	3
99	но не	10	3
100	не то	1	3
101	которые не	1	3
102	как в	3	3
103	с этим	4	3
104	в полном	1	3
105	что это	1	3
106	в известном	1	3
107	вообще не	6	3
108	в начале	1	3
109	отношений между	10	3
110	из них	2	3
111	ни в	1	3
112	не мог	1	3
113	в этих	2	3
114	но он	2	3
115	по себе	3	3
