N	3gram	Tiupa_Narr_1	Psycholo
1	в том что	8	12
2	все то что	1	11
3	о том что	6	10
4	в самом деле	1	7
5	то же самое	1	6
6	на самом деле	1	5
7	с точки зрения	2	4
8	можно было бы	2	4
9	друг с другом	1	4
10	том что он	1	3
11	сами по себе	2	3
12	к тому чтобы	1	3
13	точно так же	2	3
14	не то что	2	3
15	так же как	2	3
16	в том чтобы	1	3
17	в первый раз	1	3
18	то что он	1	3
19	несет в себе	1	3
20	до сих пор	1	3
21	с одной стороны	7	3
22	с другом и	1	2
23	по поводу этой	1	2
24	сам по себе	1	2
25	мы узнаем о	1	2
26	с другой стороны	4	2
27	именно в том	2	2
28	том что у	1	2
29	речь идет о	2	2
30	к тому же	4	2
31	что иное как	2	1
32	в этой фразе	1	1
33	мы можем обозначить	1	1
34	или хотя бы	1	1
35	что в этом	1	1
36	это то что	1	1
37	совершенно очевидно что	1	1
38	то что произошло	1	1
39	какой бы то	1	1
40	быть определена как	1	1
41	а не в	2	1
42	по отношению к	6	1
43	последовательности в какой	1	1
44	подобно тому как	2	1
45	в своем составе	1	1
46	в один голос	1	1
47	же как и	1	1
48	начала и конца	1	1
49	когда мы переходим	1	1
50	но далеко не	1	1
51	самом деле не	1	1
52	в таком случае	2	1
53	речь идет об	1	1
54	бы то ни	3	1
55	только то что	1	1
56	то же время	3	1
57	с этой точки	1	1
58	в том или	2	1
59	в хронологической последовательности	1	1
60	что все то	1	1
61	один из них	1	1
62	является ли это	1	1
63	то ни было	3	1
64	и с точки	1	1
65	во второй раз	1	1
66	на первый взгляд	2	1
67	говорит о своей	1	1
68	и в то	1	1
69	а также и	1	1
70	вовсе не то	1	1
71	от начала к	1	1
72	и не было	1	1
73	это не так	1	1
74	а с другой	1	1
75	как и на	2	1
76	именно это и	1	1
77	в свою очередь	3	1
78	всего рассказа а	1	1
79	дело в том	1	1
80	а не только	1	1
81	может быть определена	1	1
82	они свидетельствуют о	1	1
83	очевидно что в	1	1
84	мысль о том	1	1
85	построена таким образом	1	1
86	не может быть	5	1
87	но по существу	1	1
88	не что иное	2	1
89	то есть в	2	1
90	этой точки зрения	2	1
91	начала к концу	1	1
92	не только в	2	1
93	в конечном счете	2	1
94	можно сказать что	4	1
95	в этом смысле	1	1
96	то что могло	1	1
97	в то же	3	1
98	как мы уже	1	1
99	тем самым мы	1	1
100	том или ином	2	1
101	так или иначе	2	1
102	к конечной точке	1	1
103	точку зрения на	1	1
