1	таким образом	11	21
2	и не	28	16
3	и в	26	15
4	и его	2	15
5	– это	2	15
6	в этом	7	13
7	точки зрения	6	13
8	– в	7	13
9	не может	33	13
10	может быть	29	13
11	мы можем	2	12
12	с ним	6	12
13	как бы	10	11
14	прежде всего	9	11
15	с точки	4	10
16	то что	24	10
17	так и	3	10
18	как мы	2	10
19	это –	29	9
20	но в	6	9
21	в своей	3	9
22	все эти	1	9
23	так как	7	9
24	и пр	7	9
25	его в	7	8
26	и потому	4	8
27	что он	3	8
28	с его	1	8
29	во всех	4	8
30	то же	10	7
31	при этом	1	7
32	к этому	1	7
33	хотя бы	3	7
34	никогда не	3	7
35	еще не	5	7
36	– не	7	7
37	и к	1	7
38	самом деле	3	7
39	и с	9	7
40	с самого	1	7
41	отношение к	3	7
42	мы должны	1	7
43	могут быть	1	6
44	было бы	12	6
45	я и	1	6
46	сказать что	12	6
47	оно и	4	6
48	человека и	2	6
49	что в	6	6
50	ни в	2	6
51	и у	1	6
52	с этим	4	6
53	как и	4	6
54	только в	14	6
55	а в	5	6
56	в самом	9	6
57	и вот	2	6
58	в то	7	6
59	для него	6	5
60	все это	3	5
61	уже не	10	5
62	же время	4	5
63	том что	7	5
64	и по	1	5
65	жизни и	6	5
66	в этой	1	5
67	и прежде	1	5
68	тот же	3	5
69	в ней	10	5
70	если он	2	5
71	сознания и	1	5
72	мы уже	2	5
73	с другими	7	5
74	но не	5	5
75	на этом	3	5
76	– и	2	5
77	если мы	6	5
78	в себя	12	5
79	чем же	5	5
80	не только	31	5
81	в жизни	3	5
82	все же	12	5
83	в ее	5	4
84	в своих	2	4
85	в чем	5	4
86	во всяком	2	4
87	один из	3	4
88	вместе с	3	4
89	между собой	1	4
90	в нем	3	4
91	и все	4	4
92	он не	2	4
93	к тому	3	4
94	мы увидим	1	4
95	для этого	5	4
96	что же	11	4
97	всей жизни	1	4
98	об этом	2	4
99	но и	12	4
100	мысли и	2	4
101	в том	9	4
102	не в	5	4
103	потому что	10	4
104	все те	1	4
105	не было	1	4
106	главным образом	1	4
107	на него	2	4
108	не всегда	1	4
109	и может	2	4
110	так называемый	1	4
111	и только	6	4
112	можно сказать	3	4
113	в себе	8	4
114	далеко не	1	4
