N	2gram	Losev_Vlad_3	Dialekti
1	не есть	10	47
2	и не	25	30
3	может быть	8	20
4	и в	40	19
5	не только	25	19
6	по себе	6	18
7	а не	8	16
8	в себе	9	15
9	потому что	11	14
10	и даже	6	14
11	то что	28	14
12	в том	18	14
13	что она	2	14
14	как бы	3	14
15	так как	7	14
16	вовсе не	13	13
17	значит что	6	12
18	и все	4	12
19	точки зрения	13	12
20	но и	18	12
21	то же	4	12
22	не просто	10	12
23	личность есть	1	11
24	как и	7	10
25	что это	9	10
26	в нем	3	10
27	ни в	10	10
28	и как	7	10
29	так и	6	10
30	это не	3	10
31	сказать что	12	10
32	том что	18	10
33	не может	14	9
34	она есть	1	9
35	никогда не	11	9
36	же и	2	9
37	это значит	6	8
38	прежде всего	10	8
39	это есть	10	8
40	личности в	1	8
41	не в	3	8
42	в своей	9	8
43	с точки	6	8
44	в этом	16	8
45	мы уже	5	8
46	она не	2	8
47	есть нечто	1	8
48	время как	2	7
49	так что	14	7
50	как это	4	7
51	есть не	2	7
52	что в	17	7
53	совершенно не	2	7
54	и притом	3	7
55	сама по	1	7
56	и к	2	7
57	в душе	1	7
58	мифологии и	1	7
59	должно быть	5	7
60	но что	2	7
61	и то	9	7
62	как будто	1	7
63	но это	6	7
64	есть и	4	6
65	жизни и	1	6
66	что они	1	6
67	и вообще	3	6
68	в то	7	6
69	есть ни	1	6
70	но не	4	6
71	того что	7	6
72	конечно не	1	6
73	что религия	1	6
74	отнюдь не	5	6
75	да и	6	6
76	чтобы не	1	6
77	я не	3	6
78	что он	5	6
79	же время	2	5
80	должна быть	2	5
81	а именно	12	5
82	как раз	10	5
83	в смысле	6	5
84	но как	2	5
85	в одно	2	5
86	только что	2	5
87	жизнь и	3	5
88	можно сказать	1	5
89	и его	10	5
90	в силу	2	5
91	не то	1	5
92	и потому	10	5
93	а она	1	5
94	только в	13	5
95	по своему	1	5
96	и с	9	5
97	иной раз	6	5
98	в самом	4	5
99	что и	7	5
100	и что	8	5
101	с другой	5	5
102	о том	11	5
103	все равно	1	5
104	и это	6	5
105	в виду	3	5
106	и следовательно	1	5
107	может не	1	4
108	все же	4	4
109	и нигде	1	4
110	еще не	4	4
111	и вот	1	4
112	одно и	2	4
113	в другом	2	4
114	в связи	3	4
115	таким образом	11	4
116	что тут	1	4
117	же это	2	4
118	но он	1	4
119	при этом	3	4
120	нельзя сказать	3	4
121	нет никакой	1	4
122	связи с	2	4
123	к нему	3	4
124	как нечто	3	4
125	независимо от	3	4
126	хотя бы	6	4
127	самом деле	1	4
128	он не	8	4
129	та же	1	4
130	только то	2	4
131	в одном	5	4
132	а в	7	4
133	по своей	2	4
134	вещи в	1	4
135	и только	3	4
136	в ее	1	4
137	в таком	3	4
138	за пределы	3	4
139	нисколько не	3	4
140	содержит в	5	4
141	как он	1	4
142	ясно что	1	4
143	том смысле	1	4
144	без всякого	1	4
145	другой стороны	2	4
146	от того	4	4
147	в личности	1	4
148	ни с	3	4
149	и если	7	4
150	не могут	2	4
151	быть и	2	4
152	то время	4	4
153	в каком	4	4
154	все это	1	4
155	и есть	1	4
156	уже в	3	4
157	быть в	2	4
158	не больше	3	4
159	есть только	9	4
160	тут же	5	4
161	заключается в	1	4
162	той или	2	4
163	и по	2	4
164	в своем	8	4
165	и из	1	3
166	когда мы	1	3
167	должны быть	1	3
168	то не	2	3
169	только как	1	3
170	или другой	1	3
171	бы это	2	3
172	от этого	2	3
173	мы говорим	1	3
174	в разных	2	3
175	в один	1	3
176	себе не	1	3
177	уже знаем	1	3
178	и их	1	3
179	не было	5	3
180	не менее	9	3
181	кроме того	6	3
182	же мы	1	3
183	даже в	4	3
184	иное как	1	3
185	нуждается в	1	3
186	и где	1	3
187	а только	7	3
188	об этом	6	3
189	в это	2	3
190	его в	2	3
191	мы находим	2	3
192	таком случае	2	3
193	же не	2	3
194	хочет быть	2	3
195	но только	2	3
196	то как	3	3
197	и религии	1	3
198	может существовать	1	3
199	что иное	1	3
200	в этих	2	3
201	что этот	3	3
202	во внимание	1	3
203	они не	1	3
204	как мы	8	3
205	это и	1	3
206	что если	4	3
207	и мы	1	3
208	в чем	3	3
209	и от	6	3
210	с этим	2	3
211	но тут	2	3
212	даны в	1	3
213	вещи и	1	3
214	ничего не	5	3
215	можно ли	2	3
216	о чем	1	3
217	она сама	1	3
218	уже не	9	3
219	это было	3	3
220	есть просто	2	3
221	мы имеем	3	3
222	времени а	1	3
223	может иметь	1	3
224	из них	2	3
225	и бытия	2	3
226	сам по	2	3
227	то оно	1	3
228	в этой	8	3
229	нет ни	2	3
230	будто бы	1	3
231	же как	3	3
232	оно есть	6	3
233	но я	1	3
234	не что	1	3
235	вопрос о	4	3
236	после этого	1	3
237	это время	2	3
238	или как	4	3
239	что всякая	1	3
240	и тут	3	3
241	было бы	4	3
242	и более	2	3
243	себе и	2	3
244	тех пор	1	3
245	в данном	5	3
246	все эти	5	2
247	что по	1	2
248	в которой	2	2
249	с самого	1	2
250	смысл и	1	2
251	когда оно	2	2
252	во всяком	3	2
253	данном случае	2	2
254	это все	1	2
255	это мы	1	2
256	от своих	1	2
257	что тело	1	2
258	этого последнего	2	2
259	или не	3	2
260	в состоянии	1	2
261	в виде	13	2
262	так же	8	2
263	не будет	6	2
264	может и	1	2
265	только потому	1	2
266	в сфере	1	2
267	он всегда	2	2
268	эти два	1	2
269	же в	3	2
270	человеческой жизни	1	2
271	всякой религии	1	2
272	перед нами	3	2
273	души и	1	2
274	в каких	2	2
275	человека и	3	2
276	смысла и	1	2
277	в жизни	2	2
278	только о	3	2
279	сих пор	1	2
280	говоря уже	1	2
281	я и	1	2
282	мифологии не	1	2
283	это еще	1	2
284	но мы	2	2
285	в тех	1	2
286	в конце	12	2
287	можно только	2	2
288	взгляд на	2	2
289	в системе	1	2
290	если в	1	2
291	во всех	1	2
292	если она	1	2
293	в какой	2	2
294	в их	2	2
295	бы и	4	2
296	но вот	3	2
297	с тем	7	2
298	в ней	5	2
299	а потому	1	2
300	еще на	1	2
301	того как	1	2
302	где тут	2	2
303	но все	3	2
304	был в	1	2
305	что же	9	2
306	необходимо чтобы	1	2
307	вместе с	7	2
308	например в	1	2
309	иметь в	2	2
310	оно всегда	1	2
311	как не	2	2
312	на самом	3	2
313	к тому	7	2
314	или на	1	2
315	иначе и	2	2
316	и можно	4	2
317	религии но	1	2
318	на все	1	2
319	что есть	3	2
320	до сих	1	2
321	мы видим	1	2
322	виду что	1	2
323	в некоторых	1	2
324	и при	1	2
325	с ее	1	2
326	нельзя ли	1	2
327	тут мы	1	2
328	ее в	3	2
329	не говоря	1	2
330	и говорить	1	2
331	искусство с	1	2
332	что на	2	2
333	не на	2	2
334	мы должны	4	2
335	он мог	3	2
336	тут нет	1	2
337	в сущности	2	2
338	к сожалению	1	2
339	не очень	2	2
340	которые были	2	2
341	том как	1	2
342	очевидно что	1	2
343	всяком случае	3	2
344	в истории	5	2
345	тем что	5	2
346	смысле не	1	2
347	тем не	10	2
348	в изображении	2	2
349	или менее	5	2
350	тут можно	1	2
351	только и	5	2
352	более или	5	2
353	но о	3	2
354	только не	1	2
355	об этой	2	2
356	на всю	1	2
357	также что	1	2
358	и часто	1	2
359	именно в	3	2
360	само по	3	2
361	как известно	1	2
362	с одной	3	2
363	и идеи	1	2
364	тому что	4	2
365	живое существо	1	2
366	только к	2	2
367	в мире	2	2
368	ровно никаких	1	2
369	в результате	4	2
370	в науке	1	2
371	и она	1	2
372	не стану	2	2
373	их в	1	2
374	все в	1	2
375	не как	2	2
376	но нельзя	3	2
377	несмотря на	7	2
378	не раз	1	2
379	личность в	1	2
380	в своих	7	2
381	тут тоже	2	2
382	то тут	1	2
383	и прежде	1	2
384	также и	17	2
385	того и	1	2
386	в общем	1	2
387	на него	2	2
388	и нет	1	2
389	в частности	1	2
390	но в	4	2
391	и надо	1	2
392	его не	1	2
393	то это	10	2
394	которые не	2	2
395	и должно	1	2
396	мы только	1	2
397	так вот	2	2
398	так или	2	2
399	если брать	1	2
400	что бы	3	2
401	что здесь	3	2
402	бытие и	3	2
403	что с	1	2
404	всегда есть	3	2
405	как в	1	2
406	с тех	1	2
407	собственно говоря	3	2
408	не быть	1	2
409	если мы	4	2
410	или иначе	2	2
411	ни на	2	2
412	есть уже	1	2
413	что мы	2	2
414	во время	1	2
415	самого начала	1	2
416	же самое	3	2
417	это вовсе	1	2
418	оно должно	4	2
419	времени то	1	2
420	как все	1	1
421	и еще	2	1
422	о времени	1	1
423	категория которая	1	1
424	основной вывод	1	1
425	может совершенно	1	1
426	возможна только	2	1
427	стремиться к	1	1
428	входя в	1	1
429	от самой	1	1
430	реакции на	1	1
431	и непосредственно	1	1
432	все они	2	1
433	философ не	1	1
434	философа на	1	1
435	разной степени	1	1
436	образом и	1	1
437	они имеют	1	1
438	отличаются от	1	1
439	но с	2	1
440	и никакого	1	1
441	и воли	1	1
442	сказать чтобы	1	1
443	правда это	1	1
444	можно и	1	1
445	входить в	1	1
446	вне его	1	1
447	которой мы	1	1
448	и другим	1	1
449	и тем	3	1
450	самом же	2	1
451	все те	1	1
452	его на	1	1
453	есть тоже	1	1
454	конце концов	5	1
455	тех же	1	1
456	мы и	2	1
457	на что	1	1
458	яркостью и	1	1
459	того будет	1	1
460	превращены в	1	1
461	и оно	1	1
462	только их	1	1
463	это то	1	1
464	бы на	2	1
465	а есть	2	1
466	всем этим	1	1
467	в литературе	1	1
468	видно что	1	1
469	и сейчас	2	1
470	говорит о	4	1
471	чистого духа	1	1
472	бы то	3	1
473	сама собой	1	1
474	и ни	2	1
475	того же	2	1
