N	2gram	Ircho_Kome_1	Hudozhes
1	в мире	1	23
2	в качестве	4	19
3	то есть	1	18
4	состоит в	1	16
5	и не	8	16
6	не только	10	15
7	и в	22	15
8	в том	11	15
9	может быть	9	13
10	в частности	3	13
11	при этом	5	12
12	и его	8	12
13	а в	6	12
14	но не	2	11
15	в этом	3	11
16	в себе	2	11
17	то же	6	10
18	по отношению	3	10
19	представляет собой	1	10
20	как бы	1	10
21	так и	5	10
22	отношению к	3	10
23	но и	11	10
24	такого рода	6	9
25	точки зрения	4	9
26	в его	5	9
27	в рамках	2	8
28	себя в	1	8
29	в душе	1	8
30	отличие от	2	7
31	но в	4	7
32	в принципе	2	7
33	в отличие	1	7
34	в то	10	7
35	с другой	5	7
36	отношение к	3	6
37	том что	12	6
38	не в	6	6
39	же время	4	6
40	по своей	2	6
41	приводит к	1	6
42	в тексте	1	6
43	не может	2	6
44	что в	6	6
45	в их	4	5
46	более или	1	5
47	в самом	2	5
48	то что	2	5
49	ни в	6	5
50	могут быть	3	5
51	с ее	2	5
52	а также	4	5
53	того что	1	5
54	и одновременно	3	5
55	только в	3	5
56	другой стороны	5	5
57	или менее	2	5
58	в нем	4	5
59	место в	3	4
60	высказывания в	1	4
61	говорить о	1	4
62	еще не	2	4
63	а только	1	4
64	хотя и	3	4
65	и как	3	4
66	он не	3	4
67	в другом	4	4
68	и тем	2	4
69	в этих	1	4
70	в ходе	1	4
71	между тем	5	4
72	в форме	2	4
73	во времени	1	4
74	со стороны	2	4
75	к которому	3	4
76	прежде всего	5	4
77	не знает	1	4
78	как это	3	4
79	к тому	6	4
80	сказать что	1	4
81	того же	2	3
82	перед лицом	3	3
83	со своей	2	3
84	и ее	3	3
85	в целом	3	3
86	как правило	3	3
87	и к	1	3
88	в противоположность	2	3
89	всего лишь	1	3
90	в которой	6	3
91	не следует	2	3
92	порядок в	1	3
93	его в	3	3
94	как и	9	3
95	но он	2	3
96	тем не	2	3
97	однако в	3	3
98	в отношении	6	3
99	не менее	3	3
100	в русской	1	3
101	как раз	3	3
102	потому что	5	3
103	так в	4	3
104	мог бы	2	3
105	к его	1	3
106	и что	1	3
107	что он	6	3
108	к нему	2	3
109	оказывается в	1	3
110	не случайно	1	3
111	в области	2	3
112	далеко не	1	3
113	человека к	1	3
114	по своему	3	3
115	о чем	1	3
116	в данном	1	3
117	в той	1	3
118	и для	1	3
119	таким образом	8	3
120	в свою	2	3
121	в таком	1	3
122	в роли	1	3
