N	2gram	Propp_Russ_2	Myshleni
1	в этом	11	29
2	и в	29	26
3	не только	10	24
4	то что	5	24
5	таким образом	6	23
6	представляет собой	2	19
7	того чтобы	6	19
8	для того	6	18
9	в том	22	18
10	и не	1	18
11	том что	22	17
12	потому что	5	16
13	как и	11	15
14	к слову	1	14
15	как мы	3	14
16	того что	3	14
17	так как	13	14
18	так же	4	14
19	этом случае	6	14
20	и его	1	12
21	вместе с	6	12
22	что в	22	12
23	в которой	2	11
24	но и	8	11
25	не может	5	11
26	что они	1	10
27	в развитии	1	10
28	по своей	1	10
29	в самом	1	9
30	тем что	3	9
31	по своему	1	9
32	же как	4	8
33	то же	4	8
34	что она	3	8
35	что он	1	8
36	только в	1	8
37	ее в	8	8
38	сказать что	1	8
39	и то	2	7
40	мы не	6	7
41	представление о	5	7
42	может быть	13	7
43	прежде всего	2	7
44	вопрос о	4	6
45	во всех	3	6
46	все же	2	6
47	что это	3	6
48	все эти	3	6
49	выражение в	1	6
50	было бы	3	6
51	в ее	3	6
52	что эта	1	6
53	нас к	3	6
54	между собой	2	6
55	и что	5	6
56	связь между	2	6
57	в какой	1	6
58	именно в	4	6
59	а не	4	6
60	как бы	18	6
61	мы должны	1	6
62	как на	1	6
63	все что	1	6
64	и с	10	5
65	с тем	6	5
66	что этот	1	5
67	она не	3	5
68	что с	2	5
69	тогда когда	4	5
70	данном случае	7	5
71	если бы	1	5
72	в виду	2	5
73	можно сказать	1	5
74	и следовательно	1	5
75	с одной	2	5
76	в качестве	3	5
77	одно из	2	5
78	себе в	1	5
79	одной стороны	2	5
80	до конца	3	5
81	как это	4	5
82	в данном	6	5
83	с этой	2	5
84	и для	2	5
85	только что	1	5
86	показать что	1	4
87	еще не	6	4
88	с другой	2	4
89	если в	1	4
90	это и	2	4
91	как в	7	4
92	стороны и	1	4
93	но в	5	4
94	не можем	2	4
95	на то	1	4
96	и во	1	4
97	чем в	2	4
98	в такой	1	4
99	в котором	3	4
100	не в	4	4
101	не менее	2	4
102	никогда не	2	4
103	учения о	1	4
104	связи с	2	4
105	в момент	2	4
106	имеет место	1	4
107	приводит к	1	4
108	что у	1	4
109	о том	9	4
110	в его	1	4
111	в свете	3	4
112	по этому	2	4
113	так что	4	4
114	то и	4	4
115	в конце	1	4
116	друг друга	3	4
117	нужно было	1	4
118	о чем	4	4
119	и от	3	4
120	и наконец	1	4
121	на самом	2	3
122	что эти	1	3
123	мы уже	1	3
124	совпадает с	1	3
125	из того	1	3
126	в ней	1	3
127	но не	5	3
128	очевидно что	2	3
129	нет и	1	3
130	в этой	3	3
131	в одной	1	3
132	в этот	10	3
133	из этих	2	3
134	к выводу	1	3
135	и по	3	3
136	так и	1	3
137	об этом	2	3
138	с другими	3	3
139	мы видели	7	3
140	и значения	1	3
141	такой же	1	3
142	для него	1	3
143	в своей	2	3
144	в основном	1	3
145	тем не	2	3
146	состоит в	15	3
147	в основе	1	3
148	в другую	1	3
149	во всем	2	3
150	этом отношении	1	3
151	с собой	1	3
152	мог бы	1	3
153	приводит нас	2	3
154	для этого	5	3
155	с ним	1	3
156	этому поводу	2	3
157	что и	2	3
158	это не	5	3
159	к нему	4	3
160	и является	1	3
161	есть в	2	3
162	только на	1	3
163	и обратно	1	3
164	как раз	1	3
165	и потому	1	3
166	это делается	1	3
167	той и	1	3
168	смысле этого	1	3
169	этого слова	1	3
170	и о	3	3
171	но это	1	3
172	все это	10	3
173	не является	1	3
174	в новой	2	3
175	в то	2	3
176	и другой	3	3
177	и состоит	1	3
178	ту же	1	2
179	одним из	2	2
180	и есть	1	2
181	можно говорить	1	2
182	и до	1	2
183	что если	1	2
184	время как	1	2
185	мы и	1	2
186	что его	1	2
187	значение и	1	2
188	ответ на	1	2
189	отношение к	1	2
190	отличие от	3	2
191	для объяснения	2	2
192	относится к	1	2
193	эта связь	2	2
194	с этим	2	2
195	что ее	3	2
196	остановиться на	1	2
197	перед нами	1	2
198	что по	4	2
199	его к	1	2
200	но эта	1	2
201	в мышлении	1	2
202	не могла	1	2
203	в нем	1	2
204	то как	1	2
205	от нее	1	2
206	в одну	1	2
207	а затем	4	2
208	значение в	1	2
209	а по	1	2
210	его в	8	2
211	от одного	1	2
212	показывает что	8	2
213	на основании	1	2
214	несмотря на	1	2
215	должно быть	2	2
216	они говорят	1	2
217	в этих	3	2
218	во время	12	2
219	что между	1	2
220	но если	3	2
221	и при	2	2
222	в их	2	2
223	она в	1	2
224	этому же	1	2
225	в отличие	3	2
226	в которых	4	2
227	должны были	2	2
228	поэтому мы	1	2
229	которые в	1	2
230	но он	3	2
231	том же	4	2
232	не имеет	3	2
233	того как	2	2
234	ничего не	1	2
235	у нас	4	2
236	чтобы сделать	1	2
237	что при	2	2
238	что все	1	2
239	свою очередь	1	2
240	вывод что	2	2
241	то время	2	2
242	можно было	2	2
243	выводу что	1	2
244	образом в	2	2
245	находится в	1	2
246	из основных	2	2
247	и здесь	1	2
248	ему нужно	1	2
249	одновременно и	1	2
250	нас в	1	2
251	входит в	1	2
252	ее от	2	2
253	должно было	3	2
254	во всей	1	2
255	в середине	1	2
256	к ней	2	2
257	в современной	1	2
258	показывают что	1	2
259	один из	2	2
260	обе стороны	2	2
261	и ее	2	2
262	где они	2	2
263	сомнений в	1	2
264	уже в	1	2
265	вопроса о	1	2
266	в большинстве	1	2
267	на этих	1	2
268	и других	3	2
269	только одно	1	2
270	моментов в	2	2
271	себя от	1	2
272	случае не	1	2
273	ее развития	1	2
274	само собой	1	2
275	что на	2	2
276	с другим	2	2
277	по своим	1	2
278	в свою	1	2
279	с ней	5	2
280	что для	3	2
281	из которых	2	2
