N	2gram	Tiupa_Hudo_1	TeoriaLi
1	в мире	21	24
2	не только	16	18
3	в качестве	24	17
4	тогда как	13	16
5	и не	15	16
6	я в	11	16
7	а в	12	14
8	состоит в	16	13
9	и в	19	13
10	в частности	13	13
11	то есть	18	12
12	эстетического отношения	11	12
13	так и	11	12
14	может быть	14	12
15	в этом	11	11
16	представляет собой	10	11
17	при этом	13	11
18	в том	18	11
19	эстетического завершения	9	11
20	но не	11	10
21	и его	12	10
22	в тексте	9	10
23	а не	9	10
24	эстетическое отношение	10	10
25	то же	10	9
26	внутреннего зрения	7	9
27	в его	9	9
28	по отношению	9	8
29	такого рода	10	8
30	своего рода	5	8
31	сводится к	7	8
32	произведение искусства	8	8
33	в миропорядке	8	8
34	в душе	8	8
35	но и	10	8
36	субъектной организации	5	8
37	отношению к	9	8
38	от лат	18	8
39	что в	6	8
40	отличие от	7	7
41	в себе	9	7
42	эмоциональной рефлексии	7	7
43	том что	8	7
44	точки зрения	10	7
45	в отличие	7	7
46	в то	6	7
47	по своей	7	7
48	только в	5	7
49	себя в	7	7
50	кадров внутреннего	3	7
51	как это	5	7
52	в данном	4	7
53	эстетическая деятельность	5	6
54	еще не	3	6
55	модуса художественности	13	6
56	с его	6	6
57	но в	7	6
58	художественной реальности	4	6
59	модус художественности	6	6
60	объектной организации	6	6
61	лишь в	4	6
62	место в	4	6
63	в русской	3	6
64	же время	5	6
65	картина мира	5	6
66	присутствия я	5	6
67	присутствия в	8	6
68	как бы	9	6
69	мы имеем	6	5
70	жизни как	3	5
71	лирическая героиня	1	5
72	в рамках	8	5
73	в своем	2	5
74	в самом	5	5
75	роли в	4	5
76	он не	4	5
77	в принципе	5	5
78	того или	3	5
79	как и	2	5
80	композиционных форм	3	5
81	я есть	5	5
82	не в	7	5
83	однако в	4	5
84	тем самым	4	5
85	коммуникативного события	2	5
86	в нем	5	5
87	в ее	5	5
88	в пределах	3	5
89	или иной	7	5
90	а также	5	5
91	между тем	4	5
92	речевая маска	1	5
93	не сводится	5	5
94	и одновременно	5	5
95	уже не	4	5
96	не случайно	3	5
97	с другой	7	5
98	как в	2	5
99	или иного	3	5
100	я с	5	5
101	в искусстве	7	5
102	между ними	4	5
103	героя и	5	5
104	по преимуществу	2	4
105	телячья головка	3	4
106	высказывания в	4	4
107	говорить о	3	4
108	как правило	2	4
109	конечном счете	5	4
110	отношение к	5	4
111	субъекта и	3	4
112	хотя и	3	4
113	художественного языка	7	4
114	по пути	4	4
115	всего лишь	4	4
116	то что	4	4
117	эмоциональная рефлексия	7	4
118	порядка в	4	4
119	креативная компетенция	1	4
120	художественного впечатления	3	4
121	не предполагает	3	4
122	организации художественного	4	4
123	ни в	5	4
124	литературного произведения	10	4
125	в слове	3	4
126	личностного присутствия	4	4
127	в ходе	5	4
128	в своей	5	4
129	в их	5	4
130	или менее	5	4
131	не столько	3	4
132	художественного мира	2	4
133	не менее	3	4
134	эстетических отношений	4	4
135	эстетический объект	4	4
136	личности в	4	4
137	в стихотворении	3	4
138	приводит к	5	4
139	читателя в	3	4
140	можно сказать	5	4
141	в конечном	5	4
142	в форме	4	4
143	художественного восприятия	4	4
144	и ее	3	4
145	за пределами	3	4
146	но он	3	4
147	и т.п	4	4
148	внутреннего я	4	4
149	как эстетической	4	4
150	текста как	3	4
151	художественности в	5	4
152	художественного текста	13	4
153	мира и	2	4
154	лирического героя	2	4
155	личности и	3	4
156	в свою	3	4
157	на смену	1	4
158	не знает	3	4
159	сказать что	4	4
160	не может	7	4
161	более или	5	4
162	хронотоп в	2	3
163	и то	4	3
164	между двумя	2	3
165	являет собой	3	3
166	например в	3	3
167	законе искусства	3	3
168	художественного произведения	3	3
169	совпадает с	2	3
170	что можно	3	3
171	ритмического ряда	3	3
172	своем составе	1	3
173	я на	2	3
174	иного рода	1	3
175	а только	4	3
176	в сторону	2	3
177	не все	2	3
178	и т.д	3	3
179	герой не	3	3
180	а всего	1	3
181	элегическое я	3	3
182	в акте	3	3
183	в художественном	4	3
184	кто говорит	5	3
185	перед нами	1	3
186	и к	3	3
187	в точке	3	3
188	в противоположность	3	3
189	со своей	3	3
190	все эти	2	3
191	в нашем	2	3
192	в этой	2	3
193	порядок в	3	3
194	эстетическая ситуация	3	3
195	он должен	3	3
196	и по	2	3
197	самим собой	4	3
198	его в	2	3
199	художественного письма	5	3
200	системе ценностей	3	3
201	этом смысле	3	3
202	по мысли	2	3
203	авторской позиции	2	3
204	мог бы	3	3
205	в единое	3	3
206	литературных произведений	3	3
207	и сам	1	3
208	в этих	3	3
209	в текстах	2	3
210	художественного творчества	4	3
211	все прочие	3	3
212	первичной реальности	3	3
213	от гр	5	3
214	тем не	3	3
215	в отношении	3	3
216	и внешней	3	3
217	картины мира	3	3
218	никогда не	2	3
219	как раз	3	3
220	потому что	3	3
221	в эпизоде	1	3
222	лирический герой	5	3
223	эстетического объекта	4	3
224	той или	4	3
225	ценностного центра	3	3
226	говоря словами	5	3
227	рамках которого	3	3
228	свою очередь	2	3
229	другой стороны	5	3
230	в произведении	3	3
231	так в	4	3
232	в другом	3	3
233	в порядке	2	3
234	и что	3	3
235	входит в	4	3
236	граница личности	3	3
237	личности со	1	3
238	творческого акта	3	3
239	того что	4	3
240	структуре текста	2	3
241	а с	2	3
242	во времени	4	3
243	человека с	3	3
244	без остатка	2	3
245	знаковой системы	8	3
246	в итоге	2	3
247	для него	4	3
248	слова в	2	3
249	с ее	5	3
250	на почве	3	3
251	в финале	2	3
252	эстетического созерцания	3	3
253	причастности к	2	3
254	именно в	2	3
255	читателя зрителя	3	3
256	и др	2	3
257	в воображении	3	3
258	нового времени	2	3
259	прежде всего	4	3
260	в соответствии	1	3
261	ритмических рядов	1	3
262	его эстетической	3	3
263	может выступать	2	3
264	художественного целого	3	3
265	и потому	2	3
266	человека к	3	3
267	зрителя слушателя	3	3
268	по своему	2	3
269	этого слова	2	3
270	для возникновения	2	3
271	бенвенист ритм	3	3
272	своей эстетической	3	3
273	лирического я	1	3
274	в эстетический	3	3
275	мира в	2	3
276	к которому	4	3
277	объекта и	3	3
278	таким образом	3	3
279	или в	2	3
280	в основе	4	3
281	миропорядка и	3	3
282	ни к	2	3
283	отношении к	2	3
284	речи и	3	3
285	художественной целостности	3	3
286	я и	7	2
287	была бы	3	2
288	эстетической доминантой	2	2
289	отношения к	2	2
290	мире это	1	2
291	это всеобъемлющая	2	2
292	того же	2	2
293	внутритекстовых высказываний	2	2
294	внутренних границ	2	2
295	и это	2	2
296	крупным планом	2	2
297	это и	1	2
298	тех или	2	2
299	на деле	3	2
300	или говоря	3	2
301	перед лицом	3	2
302	в присутствии	1	2
303	мире можно	1	2
304	субъект и	2	2
305	и больше	2	2
