N	2gram	Medvedev_F_2	Komedia
1	и в	38	26
2	едва ли	2	14
3	и не	20	14
4	и его	21	12
5	к тому	4	12
6	так и	8	12
7	может быть	23	11
8	в том	11	11
9	в этом	27	10
10	но и	13	10
11	столь же	2	9
12	том что	2	9
13	если бы	5	9
14	вместе с	6	9
15	что в	7	9
16	ясно что	1	8
17	было бы	6	8
18	и на	3	7
19	не только	9	7
20	что и	8	7
21	из них	4	7
22	ли не	1	7
23	в своем	1	6
24	о том	1	6
25	в нем	13	6
26	таким образом	20	6
27	в то	5	6
28	того чтобы	3	6
29	потому что	2	6
30	и здесь	3	6
31	то что	6	6
32	в которой	2	5
33	с его	11	5
34	что он	5	5
35	так что	1	5
36	в истории	6	5
37	независимо от	4	5
38	с этим	5	5
39	для того	3	5
40	ни в	2	5
41	с тем	11	5
42	и с	9	5
43	один из	2	5
44	в качестве	2	5
45	г и	1	5
46	к этому	4	5
47	уже в	2	4
48	хотя и	3	4
49	в самом	16	4
50	что это	3	4
51	в целом	3	4
52	из этих	3	4
53	с их	1	4
54	это было	3	4
55	в них	1	4
56	как и	9	4
57	в этих	2	4
58	место в	3	4
59	тому что	2	4
60	не менее	1	4
61	не по	2	4
62	как будто	1	4
63	как мы	7	4
64	в в	2	4
65	можно было	1	4
66	его в	3	4
67	между тем	2	4
68	в его	10	4
69	только в	6	4
70	же в	1	4
71	так как	4	4
72	на этот	1	4
73	что для	2	4
74	прежде всего	15	4
75	в руках	1	4
76	как это	2	4
77	о его	1	4
78	все же	8	4
79	и для	5	4
80	и от	2	4
81	одной из	1	4
82	точки зрения	8	4
83	например в	3	3
84	становится в	2	3
85	в котором	2	3
86	то же	6	3
87	в их	6	3
88	той же	1	3
89	надо было	1	3
90	вопрос о	1	3
91	того же	1	3
92	это время	2	3
93	в ней	6	3
94	что его	1	3
95	во всех	5	3
96	но не	2	3
97	как в	4	3
98	но в	4	3
99	со своей	2	3
100	так или	1	3
101	в этой	6	3
102	как он	1	3
103	друг другу	1	3
104	но все	3	3
105	в каждом	1	3
106	могла бы	1	3
107	но если	1	3
108	ли можно	1	3
109	не имеет	2	3
110	же время	5	3
111	связи с	13	3
112	что на	2	3
113	многие из	1	3
114	и сам	1	3
115	и поэтому	1	3
116	к нему	3	3
117	насилие над	1	3
118	на сцену	1	3
119	к их	1	3
120	для всех	1	3
121	мы знаем	3	3
122	и их	3	3
123	никто не	1	3
124	тем что	8	3
125	даже не	2	3
126	или иначе	1	3
127	здесь в	1	3
128	не было	6	3
129	о чем	1	3
130	в связи	10	3
131	и особенно	1	3
132	в тех	2	3
133	да и	1	3
134	все это	3	3
135	или в	3	3
136	для нас	1	3
137	а в	6	3
138	в своей	7	3
139	жизни и	3	3
140	не может	14	3
141	как известно	1	2
142	и т	14	2
143	одним из	1	2
144	только потому	1	2
145	и есть	1	2
146	в первом	7	2
147	из его	1	2
148	мы имеем	1	2
149	мы не	3	2
150	говорить о	5	2
151	не вполне	1	2
152	то это	3	2
153	в виду	2	2
154	он был	2	2
155	бы то	1	2
156	в ее	2	2
157	чем это	1	2
158	и другие	2	2
159	если в	3	2
160	отличие от	2	2
161	отнюдь не	8	2
162	идет о	2	2
163	в одной	2	2
164	что именно	2	2
165	целый ряд	1	2
166	в действительности	1	2
167	от этого	3	2
168	и хотя	1	2
169	за собой	1	2
170	чуть ли	1	2
171	в нашем	1	2
172	ни одна	2	2
173	роль в	3	2
174	не следует	4	2
175	он не	6	2
176	и еще	1	2
177	в принципе	1	2
178	на этом	2	2
179	то ни	2	2
180	же не	1	2
181	связанных с	1	2
182	это не	2	2
183	этом смысле	2	2
184	чем в	1	2
185	в развитии	2	2
186	когда в	1	2
187	семейной жизни	1	2
188	всяком случае	5	2
189	представление о	2	2
190	в отличие	2	2
191	которые в	1	2
192	не в	15	2
193	в конце	2	2
194	вовсе не	11	2
195	даже в	2	2
196	такая же	1	2
197	не является	3	2
198	содержанию и	2	2
199	всего в	2	2
200	и это	2	2
201	как не	1	2
202	говоря уже	1	2
203	с самого	2	2
204	так в	3	2
205	похож на	1	2
206	с собой	1	2
207	отрицать что	1	2
208	на что	1	2
209	и во	1	2
210	и все	3	2
211	все время	6	2
212	тот же	1	2
213	с ними	2	2
214	в какой	3	2
215	и ее	6	2
216	с одной	1	2
217	является не	2	2
218	т п	9	2
219	не для	1	2
220	отношение к	2	2
221	в других	7	2
222	рядом с	1	2
223	со стороны	2	2
224	и к	4	2
225	случая и	1	2
226	до сих	1	2
227	с другой	3	2
228	одной стороны	1	2
229	а на	1	2
230	что из	1	2
231	если не	1	2
232	должна была	2	2
233	уже о	1	2
234	в той	2	2
235	не удалось	1	2
236	как бы	4	2
237	сих пор	1	2
238	бы в	5	2
239	еще более	5	2
240	хотя бы	6	2
241	не говоря	1	2
242	от всех	2	2
243	к его	2	2
244	из этого	2	2
245	во всяком	5	2
