N	3gram	Vinokur_Ku_3	Problema
1	о том что	3	9
2	с точки зрения	16	8
3	в том что	8	8
4	в связи с	4	7
5	тем не менее	9	5
6	с другой стороны	3	5
7	по крайней мере	1	4
8	в этом смысле	1	3
9	обратить внимание на	1	3
10	вместе с тем	1	3
11	с одной стороны	4	3
12	а с другой	3	3
13	а именно в	1	3
14	в то время	1	3
15	после того как	4	3
16	только тогда когда	4	3
17	потому что он	1	2
18	по отношению к	2	2
19	также и в	1	2
20	в том числе	2	2
21	мы находим в	1	2
22	до сих пор	8	2
23	в таком случае	2	2
24	бы то ни	1	2
25	но и в	1	2
26	в данном случае	4	2
27	не может быть	3	2
28	во всяком случае	1	2
29	и о том	1	2
30	но все же	1	2
31	для нас в	1	2
32	по этому поводу	1	2
33	тех или иных	1	2
34	для того чтобы	11	2
35	таким образом если	1	1
36	хотя и не	1	1
37	одному тому что	1	1
38	по одному тому	1	1
39	чуть ли не	1	1
40	одним и тем	2	1
41	должны сказать что	1	1
42	во что бы	1	1
43	не говоря уже	2	1
44	на самом деле	3	1
45	в самом деле	11	1
46	имеется в виду	1	1
47	в силу того	1	1
48	как раз и	2	1
49	в одной из	1	1
50	здесь можно сказать	1	1
51	сам по себе	3	1
52	не удивительно что	1	1
53	свое значение и	1	1
54	о том чтобы	1	1
55	а так как	1	1
56	в большей степени	2	1
57	можно было бы	10	1
58	ни в какой	2	1
59	том что не	2	1
60	говоря уже о	2	1
61	с этой точки	1	1
62	ту или иную	1	1
63	что бы то	1	1
64	вовсе не в	1	1
65	уже о том	1	1
66	к другому и	1	1
67	не потому что	1	1
68	и тем же	2	1
69	не только в	3	1
70	той и другой	1	1
71	то ни стало	1	1
72	и в этом	4	1
73	в виду не	1	1
74	не только как	3	1
75	сделать в связи	1	1
76	уже по одному	1	1
77	а вовсе не	1	1
78	во-вторых с точки	1	1
79	мере в какой	1	1
80	только о том	1	1
81	этой точки зрения	1	1
82	если мы будем	1	1
83	силу того что	1	1
84	то же время	1	1
85	то обстоятельство что	3	1
86	от того что	2	1
87	том смысле что	1	1
88	так и в	3	1
89	и вместе с	1	1
90	что в ней	1	1
91	то или иное	2	1
92	мы должны сказать	1	1
93	той или иной	5	1
94	в то же	1	1
95	в том смысле	1	1
96	в котором можно	1	1
97	сама по себе	2	1
98	а именно что	1	1
99	к тому же	2	1
100	и т д	8	1
101	до самого последнего	1	1
102	о котором он	1	1
