N	4gram	Bakhtin_Pr_1	Problema
1	ни в какой мере	1	4
2	и тем не менее	1	3
3	и с точки зрения	1	3
4	ни в коем случае	2	3
5	не что иное как	1	2
6	на самом же деле	1	2
7	в то время как	1	2
8	не чем иным как	1	2
9	не может обойтись без	1	2
10	есть не что иное	1	2
11	мы имеем дело с	1	1
12	дело в том что	1	1
13	ног до головы он	1	1
14	с ног до головы	1	1
15	в коем случае не	2	1
16	и в то же	2	1
17	не выходит за пределы	1	1
18	в том смысле что	1	1
19	в связи с теорией	1	1
20	хотя они могут быть	1	1
21	бы то ни было	2	1
22	ни в чем не	2	1
23	той или иной области	1	1
24	не обходится и без	1	1
25	то что не имеет	1	1
26	то есть перестает быть	1	1
27	то имеют в виду	1	1
28	и т д мы	1	1
29	и в других областях	1	1
30	не говоря уже о	1	1
