N	3gram	Vygotskiy__2	Marksizm
1	с точки зрения	18	13
2	не может быть	6	10
3	по отношению к	5	8
4	в связи с	6	7
5	для того чтобы	10	6
6	в том что	21	6
7	в самом деле	4	5
8	то же самое	2	5
9	с самого начала	1	5
10	смысле этого слова	3	4
11	бы то ни	1	4
12	как если бы	1	4
13	то ни было	1	4
14	на самом деле	2	4
15	той или иной	1	4
16	если бы он	1	3
17	в той или	1	3
18	самом же деле	1	3
19	в отличие от	3	3
20	на самом же	1	3
21	до сих пор	1	3
22	с одной стороны	7	3
23	в высшей степени	7	3
24	отсюда следует что	1	3
25	о том что	4	3
26	внутренней речи и	1	3
27	как мы уже	3	3
28	как мы видели	1	3
29	одной стороны и	2	2
30	речи мы можем	1	2
31	более или менее	2	2
32	в этом последнем	1	2
33	том что он	1	2
34	речи и в	1	2
35	в зависимости от	6	2
36	ни в коем	1	2
37	в собственном смысле	3	2
38	в коем случае	1	2
39	лежит в основе	3	2
40	во всяком случае	6	2
41	все более и	1	2
42	собственном смысле слова	3	2
43	прав в том	2	2
44	является для него	1	2
45	на то что	6	2
46	более и более	1	2
47	к тому же	1	2
48	в другом месте	2	1
49	может быть с	1	1
50	на том что	2	1
51	рядом друг с	1	1
52	не следует что	1	1
53	дело в том	1	1
54	и т.п то	1	1
55	в сущности ничего	2	1
56	в том числе	3	1
57	того же самого	1	1
58	он не может	1	1
59	тот или иной	1	1
60	сам по себе	1	1
61	сами по себе	1	1
62	к которым мы	2	1
63	в этом отношении	3	1
64	и т.д и	2	1
65	том числе и	3	1
66	рано или поздно	1	1
67	лишь в процессе	1	1
68	его внутренней речи	1	1
69	в этом процессе	1	1
70	несмотря на то	1	1
71	в этой форме	1	1
72	и тогда когда	1	1
73	все учение о	1	1
74	играет существенную роль	1	1
75	связана с его	1	1
76	не только его	1	1
77	в данный момент	1	1
78	же самое что	2	1
79	в сущности это	1	1
80	по сравнению с	5	1
81	не могут быть	1	1
82	а с другой	4	1
83	в последнее время	4	1
84	приводит к тому	1	1
85	речь и ее	1	1
86	тех областях где	1	1
87	мы уже говорили	3	1
88	само по себе	2	1
89	сущности ничего не	2	1
90	являются как бы	1	1
91	в учении о	4	1
92	с другой стороны	1	1
93	мы можем отметить	1	1
94	мы видели что	3	1
95	по себе является	1	1
96	в социальной среде	1	1
97	не является для	1	1
98	а в связи	1	1
99	никогда не может	1	1
100	коем случае не	1	1
101	с тем что	1	1
102	в конечном счете	4	1
103	и тем более	1	1
104	с помощью которых	1	1
105	можно сказать что	1	1
106	но что же	1	1
107	как это делают	1	1
108	но ведь это	1	1
109	друг от друга	2	1
110	к выводу о	1	1
111	подвести итоги нашему	1	1
112	друг с другом	2	1
113	однако и здесь	1	1
114	но что он	1	1
115	на все остальные	1	1
116	как и в	1	1
117	они не имеют	1	1
118	в отрыве от	1	1
119	в тех областях	1	1
