N	2gram	Tiupa_Lite_1	Myshleni
1	в этом	12	29
2	точки зрения	6	28
3	и в	8	26
4	для себя	5	24
5	не только	24	24
6	то что	10	24
7	таким образом	3	23
8	с точки	2	21
9	представляет собой	4	19
10	в том	16	18
11	и не	12	18
12	том что	14	17
13	потому что	3	16
14	как и	6	15
15	как мы	1	14
16	того что	6	14
17	так как	1	14
18	значение слова	1	13
19	в ходе	1	12
20	и его	4	12
21	вместе с	1	12
22	что в	3	12
23	в которой	1	11
24	в слове	2	11
25	но и	17	11
26	не может	5	11
27	что они	1	10
28	по своей	3	10
29	в сущности	2	9
30	в самом	3	9
31	в себе	7	9
32	мышления и	2	9
33	тем что	2	9
34	же как	1	8
35	то же	5	8
36	той же	3	8
37	что он	5	8
38	только в	8	8
39	сказать что	1	8
40	тем самым	5	8
41	и то	2	7
42	мы не	1	7
43	с самого	1	7
44	самого начала	1	7
45	к тому	2	7
46	в ситуации	1	7
47	может быть	13	7
48	прежде всего	11	7
49	самом деле	2	6
50	вопрос о	1	6
51	во всех	1	6
52	по отношению	3	6
53	все же	4	6
54	и слова	1	6
55	все эти	2	6
56	было бы	2	6
57	и тем	4	6
58	в ее	1	6
59	в сознании	2	6
60	и что	1	6
61	в какой	1	6
62	именно в	1	6
63	а не	16	6
64	как бы	7	6
65	все что	1	6
66	тем же	3	5
67	речь не	1	5
68	в целом	8	5
69	могли бы	1	5
70	в силу	4	5
71	и с	1	5
72	с тем	1	5
73	она не	1	5
74	тогда когда	1	5
75	данном случае	4	5
76	никак не	1	5
77	во второй	1	5
78	если бы	1	5
79	в виду	3	5
80	на вопрос	1	5
81	можно сказать	1	5
82	с одной	2	5
83	в качестве	17	5
84	если мы	1	5
85	в начале	1	5
86	одно из	3	5
87	себе в	2	5
88	слова в	1	5
89	одной стороны	2	5
90	до конца	1	5
91	как это	8	5
92	в данном	5	5
93	отношению к	2	5
94	с этой	5	5
95	только что	1	5
96	переходит к	1	4
97	показать что	1	4
98	отношения между	2	4
99	едва ли	1	4
100	еще не	4	4
101	с другой	3	4
102	в нашем	1	4
103	как в	5	4
104	целый ряд	1	4
105	но в	3	4
106	говорится в	2	4
107	не можем	1	4
108	на то	1	4
109	внутреннюю сторону	1	4
