N	3gram	Tiupa_Hudo_1	FransuaR
1	о том что	1	5
2	то же время	5	5
3	в то же	5	5
4	с одной стороны	2	4
5	все то что	1	4
6	во втором случае	1	3
7	с точки зрения	3	2
8	как один из	1	2
9	его то есть	1	2
10	с другой стороны	5	2
11	начало и конец	2	2
12	в том что	7	2
13	и прежде всего	1	2
14	и того же	2	1
15	по отношению к	9	1
16	в той или	2	1
17	в основе своей	1	1
18	есть как бы	1	1
19	только в искусстве	1	1
20	более или менее	5	1
21	в себе самом	1	1
22	в настоящее время	1	1
23	и по отношению	1	1
24	существенное значение в	1	1
25	в одной из	1	1
26	именно в этом	1	1
27	бы в точке	1	1
28	и любые другие	1	1
29	является одним из	1	1
30	и др так	1	1
31	из того что	1	1
32	в литературе в	1	1
33	с самим собой	1	1
34	и др в	1	1
35	нового времени в	1	1
36	до известной степени	2	1
37	только то что	1	1
38	как раз в	1	1
39	узком и специфическом	1	1
40	и в этой	1	1
41	в связи с	1	1
42	как бы в	1	1
43	а в ее	1	1
44	для того чтобы	2	1
45	не может быть	3	1
46	не совпадает с	1	1
47	в то время	1	1
48	в значительной степени	1	1
49	заключается в том	1	1
50	та или иная	1	1
51	во внешнем мире	1	1
52	той или иной	4	1
53	в последней главе	1	1
54	можно сказать что	3	1
55	одного и того	2	1
56	или иной мере	1	1
57	а с другой	2	1
58	в узком и	1	1
59	том что он	1	1
60	человека и его	1	1
61	пространственных и временных	1	1
