N	2gram	Bakhtin_sl_1	KulturaY
1	и т	28	33
2	в том	3	30
3	и в	41	24
4	потому что	2	23
5	том что	2	21
6	т п	23	18
7	того чтобы	1	17
8	для того	2	16
9	было бы	3	15
10	в этом	12	14
11	т д	5	14
12	точки зрения	16	14
13	может быть	14	13
14	все же	7	12
15	таким образом	9	12
16	языка в	16	12
17	и не	16	12
18	в его	13	12
19	не в	7	11
20	только в	6	11
21	хотя бы	3	10
22	в самом	5	10
23	не только	16	10
24	у нас	2	10
25	вовсе не	7	10
26	язык как	3	9
27	с точки	8	9
28	так как	3	9
29	если бы	1	9
30	о том	3	9
31	того что	3	9
32	прежде всего	8	9
33	а только	1	8
34	уже не	2	8
35	то же	14	8
36	о языке	1	8
37	языка и	12	8
38	в языке	5	8
39	как раз	2	8
40	а не	15	8
41	не может	14	7
42	это не	6	7
43	в них	6	7
44	не менее	1	7
45	связи с	2	7
46	так и	11	7
47	бы в	1	7
48	в качестве	3	7
49	с другой	5	7
50	с помощью	1	7
51	как бы	12	7
52	вместе с	1	7
53	мы имеем	1	6
54	на себе	1	6
55	зависимости от	3	6
56	в ней	4	6
57	в которой	4	6
58	все эти	9	6
59	при этом	6	6
60	в которых	1	6
61	можно было	2	6
62	в какой	1	6
63	но и	16	6
64	именно в	3	6
65	все это	5	6
66	этого рода	1	6
67	другой стороны	4	6
68	например в	2	5
69	в зависимости	3	5
70	еще не	4	5
71	но не	2	5
72	не просто	1	5
73	и с	4	5
74	но уже	1	5
75	рядом с	4	5
76	так сказать	5	5
77	по крайней	1	5
78	и его	14	5
79	к тому	3	5
80	в виду	1	5
81	к языку	3	5
82	с ним	7	5
83	и что	1	5
84	между тем	2	5
85	а потому	1	5
86	крайней мере	1	5
87	язык в	4	5
88	всяком случае	5	5
89	содержание и	1	5
90	что не	1	5
91	языка как	4	5
92	в той	10	5
93	в результате	3	5
94	целый ряд	1	5
95	этом отношении	1	5
96	а в	6	5
97	речи и	1	5
98	во всяком	7	5
99	того же	6	4
100	и на	14	4
101	с его	4	4
102	что они	2	4
103	как в	8	4
104	в целом	2	4
105	из этих	3	4
106	роль в	2	4
107	на то	1	4
108	в нем	30	4
109	того или	2	4
110	в данном	3	4
111	индивидуальной речи	1	4
112	из области	1	4
113	тем не	1	4
114	речи в	4	4
115	на язык	2	4
116	в пределах	14	4
117	не на	5	4
118	в самой	1	4
119	что и	1	4
120	языка это	2	4
121	с ними	3	4
122	должен быть	1	4
123	так что	2	4
124	есть в	1	4
125	не есть	2	4
126	речь в	2	4
127	из них	3	4
128	со стороны	1	4
129	до сих	2	4
130	там где	4	4
131	в частности	2	4
132	и потому	4	4
133	с этим	3	4
134	по существу	3	4
135	слова и	13	4
136	сих пор	2	4
137	один из	4	4
138	же в	1	4
139	в этих	2	4
140	так же	2	4
141	и то	2	3
142	науки о	1	3
143	в первом	3	3
144	в котором	2	3
145	той же	2	3
146	в сущности	13	3
147	и он	1	3
148	языку как	4	3
149	в противовес	1	3
150	в общем	1	3
151	в истории	3	3
152	в своем	3	3
153	хотя и	2	3
154	его к	1	3
155	более или	3	3
156	в этой	1	3
157	в себе	3	3
158	и если	1	3
159	на его	8	3
160	не имеют	1	3
161	на том	2	3
162	что она	1	3
163	и может	3	3
164	несмотря на	1	3
165	должно быть	2	3
166	нисколько не	2	3
167	или менее	3	3
168	в их	4	3
169	и эти	2	3
170	даже в	2	3
171	тому что	2	3
172	только и	1	3
173	из одного	2	3
174	в духе	2	3
175	оно не	6	3
176	свою очередь	2	3
177	здесь не	2	3
178	сводится к	1	3
179	свой язык	3	3
180	не с	2	3
181	это только	1	3
182	для этого	1	3
183	и здесь	3	3
184	можно сказать	2	3
185	нуждается в	1	3
186	язык это	3	3
187	в одном	2	3
188	не было	3	3
189	в особенности	8	3
190	и даже	6	3
191	или иной	9	3
192	в свою	3	3
193	а с	2	3
194	языка не	1	3
195	этого слова	1	3
196	слова как	6	3
197	индивидуальных языков	1	3
198	потребность в	1	3
199	в системе	1	3
200	со специфическими	1	3
201	или иного	2	3
202	как на	1	3
203	в таком	1	3
204	они не	1	3
205	одним из	4	2
206	также и	3	2
207	и есть	1	2
208	п так	1	2
209	по преимуществу	4	2
210	бы и	3	2
211	свой предмет	2	2
212	данном языке	1	2
213	форм в	1	2
214	его так	1	2
215	на самом	2	2
216	не все	1	2
217	могли бы	1	2
218	как социальное	1	2
219	но в	8	2
220	от этого	2	2
221	так или	1	2
222	с языком	2	2
