N	2gram	Propp_Russ_2	Analitik
1	в качестве	3	31
2	может быть	13	29
3	в том	22	27
4	не может	5	22
5	и не	1	21
6	и в	29	18
7	но и	8	17
8	а не	4	17
9	представляет собой	2	16
10	отнюдь не	1	15
11	не только	10	15
12	тогда как	2	14
13	не в	4	14
14	в этом	11	13
15	как и	11	13
16	в его	1	13
17	при этом	6	12
18	том что	22	12
19	состоит в	15	11
20	но не	5	10
21	то же	4	9
22	в то	2	9
23	а в	9	9
24	но в	5	8
25	том чтобы	2	7
26	этого слова	1	7
27	мы имеем	6	6
28	отличие от	3	6
29	в самом	1	6
30	это не	5	6
31	далеко не	4	6
32	в своей	2	6
33	в отличие	3	6
34	в основе	1	6
35	по своей	1	6
36	должен быть	2	6
37	только в	1	6
38	то что	5	6
39	прежде всего	2	6
40	в их	2	5
41	что иное	2	5
42	и на	6	5
43	иное как	2	5
44	и как	2	5
45	в этой	3	5
46	и его	1	5
47	имеет место	1	5
48	о том	9	5
49	сводится к	1	5
50	между тем	3	5
51	как бы	18	5
52	и состоит	1	5
53	что в	22	5
54	не что	2	4
55	из того	1	4
56	все же	2	4
57	тому же	1	4
58	не следует	1	4
59	с другими	3	4
60	не всегда	3	4
61	и более	1	4
62	смысла есть	1	4
63	могут быть	2	4
64	так и	1	4
65	не с	2	4
66	с ним	1	4
67	как правило	1	4
68	в другом	1	4
69	с другой	2	4
70	того что	3	4
71	уже не	4	4
72	для того	6	4
73	с другим	2	4
74	именно в	4	4
75	вместе с	6	4
76	из которых	2	4
77	в литературе	1	4
78	исходя из	1	4
79	не более	1	4
80	и т	5	3
81	одним из	2	3
82	и есть	1	3
83	место в	1	3
84	в полной	1	3
85	если в	1	3
86	как он	1	3
87	в нем	1	3
88	подобно тому	3	3
89	таким образом	6	3
90	не будет	1	3
91	того или	1	3
92	в котором	3	3
93	своего рода	1	3
94	при рассмотрении	2	3
95	однако в	1	3
96	дело не	2	3
97	того чтобы	6	3
98	в таком	4	3
99	как будто	1	3
100	в состав	2	3
101	могла бы	1	3
102	если бы	1	3
103	означает что	1	3
104	а также	4	3
105	к нему	4	3
106	еще не	6	3
107	с одной	2	3
108	вопроса о	1	3
109	ни с	1	3
110	что и	2	3
111	одной стороны	2	3
112	а именно	3	3
113	а с	2	3
114	смысла и	1	3
115	тому как	3	3
116	быть не	1	3
117	> в	1	3
118	она может	1	3
119	и все	4	3
120	будто бы	5	3
121	что он	1	3
122	на самом	2	2
123	он может	1	2
124	а как	1	2
125	на место	1	2
126	на себя	2	2
127	и то	2	2
128	между собой	2	2
129	данном случае	7	2
130	на основе	1	2
131	не все	4	2
132	отношение к	1	2
133	не просто	1	2
134	нет и	1	2
135	что именно	1	2
136	как уже	2	2
137	не являются	1	2
138	его к	1	2
139	в которой	2	2
140	все эти	3	2
141	внутреннего смысла	1	2
142	из этих	2	2
143	рассказ о	1	2
144	и до	1	2
145	не к	2	2
146	и по	3	2
147	на этом	3	2
148	и с	10	2
149	на все	1	2
150	из них	4	2
151	однако здесь	1	2
152	так как	13	2
153	несмотря на	1	2
154	для чего	1	2
155	такой же	1	2
156	для него	1	2
157	при изучении	1	2
158	не столько	2	2
159	вопрос о	4	2
160	только для	1	2
161	которые в	1	2
162	для этого	5	2
163	тогда когда	4	2
164	совпадает с	1	2
165	никогда не	2	2
166	в коем	1	2
167	и является	1	2
168	потому что	5	2
169	как мы	3	2
170	и о	3	2
171	здесь не	1	2
172	говорит и	1	2
173	не могу	1	2
174	в пределах	1	2
175	представляют собой	7	2
176	безотносительно к	1	2
177	еще в	2	2
178	должно быть	2	2
179	за пределами	2	2
180	можно сказать	1	2
181	чем и	1	2
182	может иметь	1	2
183	один из	2	2
184	в двух	1	2
185	ли он	1	2
186	который в	1	2
187	в мировом	1	2
188	или не	1	2
189	при помощи	1	2
190	себе в	1	2
191	выступает в	1	2
192	ю м	1	2
193	случае не	1	2
194	каждый из	2	2
195	этом отношении	1	2
196	было бы	3	2
197	и п	13	2
198	и потому	1	2
199	как от	1	2
200	в данном	6	2
201	и тогда	1	2
202	не является	1	2
203	тем более	1	2
204	понимать как	1	2
205	другой стороны	1	2
206	в какой	1	2
207	например в	1	1
208	человека и	1	1
209	он показывает	2	1
210	как существа	1	1
211	смысл этого	1	1
212	в году	3	1
213	по его	1	1
214	мы уже	1	1
215	она в	1	1
216	и была	1	1
217	жизни по	1	1
218	мы не	6	1
219	под ними	1	1
220	которое не	1	1
221	в одиночку	1	1
222	в ней	1	1
223	свою очередь	1	1
224	на нем	1	1
225	по этому	2	1
226	он был	1	1
227	в различных	1	1
228	или до	1	1
229	во всех	3	1
230	тем как	1	1
231	или во	1	1
232	в ее	3	1
233	не входит	1	1
234	только тогда	3	1
235	или по	1	1
236	в поисках	1	1
237	же деле	2	1
238	течение всего	1	1
239	первый взгляд	1	1
240	же хотя	1	1
241	независимо от	1	1
242	как в	7	1
243	за этим	2	1
244	есть в	2	1
245	что ее	3	1
246	что касается	1	1
247	в противном	1	1
248	и наконец	1	1
249	по пути	1	1
250	к числу	2	1
251	более или	1	1
252	смысл мы	1	1
253	та же	2	1
254	вопрос почему	1	1
255	что это	3	1
256	здесь имеется	1	1
257	он в	1	1
258	не оставляет	1	1
259	только один	1	1
260	если он	2	1
261	силу и	2	1
262	вера в	1	1
263	вернуться к	1	1
264	момента когда	1	1
265	мировом фольклоре	1	1
266	всех этих	1	1
267	в виде	4	1
268	возвращение к	1	1
269	от людей	1	1
270	свою силу	1	1
271	но все	1	1
272	и воскресающего	3	1
273	от нее	1	1
274	а вместе	1	1
275	здесь мы	2	1
276	однако все	1	1
277	а затем	4	1
278	что все	1	1
279	в состоянии	1	1
280	ей в	1	1
281	себя к	1	1
282	его в	8	1
283	человеческого существа	1	1
284	> и	1	1
285	еще одно	1	1
286	из первых	1	1
287	смерть и	2	1
288	для них	2	1
289	в них	4	1
290	по домам	3	1
291	фрэзером при	1	1
292	с тем	6	1
293	видел в	1	1
294	остается в	1	1
295	и становится	1	1
296	или менее	1	1
297	в этих	3	1
298	себя внимание	1	1
299	во время	12	1
300	и при	2	1
301	этой связи	1	1
302	и ее	2	1
303	том же	4	1
304	оставаться в	1	1
305	в такой	1	1
306	что бывает	1	1
307	не от	1	1
308	в которых	4	1
309	в сказке	1	1
310	него не	1	1
311	но он	3	1
312	их в	4	1
313	случае мы	1	1
314	нас к	3	1
315	например и	1	1
316	не менее	2	1
317	себе целью	1	1
318	одна из	11	1
319	на него	1	1
320	на того	1	1
321	не вызывает	1	1
322	все мы	1	1
323	это еще	1	1
324	и позднейшей	1	1
325	не всякий	1	1
326	ничего не	1	1
327	не принадлежат	2	1
328	того в	2	1
329	такая же	1	1
330	на природу	2	1
331	во всем	2	1
332	из мертвых	2	1
333	но это	1	1
334	мы и	1	1
335	начиная с	2	1
336	к себе	1	1
337	он видел	1	1
