N	3gram	Vygotskiy__7	Morfolog
1	в этом случае	14	9
2	не может быть	4	8
3	подобно тому как	1	5
4	таким образом мы	1	5
5	по отношению к	5	4
6	с точки зрения	21	4
7	мы увидим ниже	1	4
8	с другой стороны	1	4
9	тем не менее	3	4
10	этом случае не	1	3
11	как мы увидим	1	3
12	в первом случае	3	3
13	не могут быть	1	3
14	на самом деле	2	3
15	но все же	1	3
16	как и в	3	3
17	потому что его	1	2
18	в обоих случаях	1	2
19	состоит в том	3	2
20	в собственном смысле	3	2
21	точно так же	2	2
22	то время как	2	2
23	с одной стороны	5	2
24	друг на друга	1	2
25	и таким образом	1	2
26	в то время	2	2
27	в большинстве случаев	2	2
28	для того чтобы	18	2
29	в том что	13	2
30	по своему строению	5	1
31	к этому же	1	1
32	если в одном	1	1
33	к другу и	1	1
34	мы нашли что	3	1
35	но то что	2	1
36	том что он	2	1
37	самого начала в	1	1
38	что иное как	1	1
39	до сих пор	3	1
40	тем что она	1	1
41	во всей своей	1	1
42	прежде чем перейти	2	1
43	можно было бы	1	1
44	на первом месте	1	1
45	должны привести к	1	1
46	одно и то	3	1
47	чем перейти к	2	1
48	мысль о необходимости	1	1
49	в данном случае	5	1
50	в целом и	1	1
51	а затем о	1	1
52	могут быть названы	1	1
53	и то же	3	1
54	во втором случае	3	1
55	одновременно с этим	1	1
56	тем же законам	1	1
57	она все же	1	1
58	не представляет собой	2	1
59	во всяком случае	1	1
60	вместо того чтобы	1	1
61	потому что они	1	1
62	должно исходить из	1	1
63	что несмотря на	1	1
64	во всех этих	1	1
65	есть не что	1	1
66	друг к другу	1	1
67	по тем же	1	1
68	из которых каждый	1	1
69	в одном случае	1	1
70	того чтобы получить	1	1
71	о том что	4	1
72	если бы мы	1	1
73	теперь перейти к	1	1
74	с самого начала	7	1
75	это значит что	1	1
76	этом случае он	1	1
77	той или иной	1	1
78	можно сказать что	3	1
79	тот момент когда	1	1
80	на то что	4	1
81	может входить в	1	1
82	в то же	1	1
83	иначе чем это	1	1
84	из этих двух	1	1
85	к тому что	6	1
86	не что иное	1	1
87	друг с другом	2	1
88	все же в	1	1
89	здесь как и	1	1
90	а во всех	1	1
91	что и в	1	1
