N	3gram	Berdyaev_N_1	Problema
1	в этом смысле	2	6
2	о том что	1	5
3	в том что	1	5
4	до сих пор	1	3
5	сами по себе	1	3
6	что в нем	2	3
7	то что он	1	3
8	во всяком случае	1	3
9	то что в	1	3
10	с другой стороны	2	3
11	и того же	1	2
12	мы говорим что	1	2
13	так же как	2	2
14	когда мы говорим	2	2
15	не может быть	4	2
16	одного и того	1	2
17	можно было бы	1	2
18	только потому что	1	2
19	подобно тому как	3	2
20	а не к	1	1
21	нужно помнить что	1	1
22	вместе с тем	2	1
23	есть прежде всего	1	1
24	не имеют никакого	1	1
25	не было и	1	1
26	и во всех	1	1
27	мы конечно не	1	1
28	но для этого	1	1
29	от того чтобы	1	1
30	то время как	1	1
31	же как и	1	1
32	вообще не существует	1	1
33	прежде всего как	1	1
34	не только в	1	1
35	и потому что	1	1
36	как будто бы	1	1
37	в известном смысле	1	1
38	и должно быть	2	1
39	не значит что	3	1
40	не могут быть	1	1
41	это не значит	2	1
42	не только потому	1	1
43	а не в	1	1
44	хотя и в	1	1
45	то нет и	1	1
46	вступает в свои	1	1
47	в свои права	2	1
48	этом смысле о	1	1
49	в то время	1	1
50	в том чтобы	1	1
51	и для чего	1	1
52	это значит что	1	1
53	ни одна из	2	1
54	есть по существу	1	1
55	необходимо перейти к	1	1
56	выходит за пределы	1	1
57	и это есть	1	1
58	в том и	2	1
59	помнить что в	1	1
60	должно быть в	1	1
61	как и в	1	1
