N	3gram	Bakhtin_Pr_3	VLabPisa
1	и т д	2	15
2	в этом отношении	1	13
3	и т п	6	9
4	с другой стороны	3	8
5	не может быть	6	8
6	по отношению к	5	7
7	хотя бы и	2	5
8	то же время	12	5
9	в то же	12	5
10	можно сказать что	1	4
11	в том что	1	4
12	и в то	5	3
13	вместе с тем	2	3
14	мы видели что	1	3
15	большей или меньшей	1	3
16	о том что	2	3
17	к тому что	1	3
18	в чем же	1	2
19	подобно тому как	2	2
20	до сих пор	1	2
21	и не может	2	2
22	по крайней мере	3	2
23	или меньшей степени	1	2
24	в конце концов	3	2
25	для него в	1	2
26	в большей или	1	2
27	во всяком случае	5	2
28	прежде всего не	1	2
29	не только не	1	2
30	все эти явления	1	2
31	для того чтобы	1	2
32	и в другом	1	2
33	если бы он	1	1
34	то все же	2	1
35	того или другого	2	1
36	связи с его	1	1
37	хотя и не	1	1
38	говорит о внутреннем	1	1
39	в той или	2	1
40	лицом к лицу	1	1
41	точки зрения на	1	1
42	в которой он	1	1
43	а затем его	1	1
44	в самом деле	3	1
45	но даже и	1	1
46	и по отношению	1	1
47	в этом смысле	4	1
48	в том же	1	1
49	его действительной жизни	1	1
50	как и все	2	1
51	главным образом в	1	1
52	сама по себе	2	1
53	что он не	1	1
54	он и не	2	1
55	то что в	1	1
56	этом отношении очень	1	1
57	это вовсе не	1	1
58	с ними в	1	1
59	может быть и	1	1
60	целиком а не	1	1
61	со всех сторон	1	1
62	чем иным как	1	1
63	как если бы	1	1
64	одно и то	1	1
65	что даже и	1	1
66	даже и не	1	1
67	и сводится к	1	1
68	не чем иным	1	1
69	в данном случае	1	1
70	с каждым из	1	1
71	может быть даже	3	1
72	но в то	3	1
73	но она не	1	1
74	и то же	1	1
75	как будто бы	1	1
76	каждый из них	2	1
77	для правильного понимания	1	1
78	а между тем	3	1
79	на вопрос что	1	1
80	нет ни одного	1	1
81	между этими двумя	1	1
82	а вместе с	1	1
83	в плане же	1	1
84	и при всей	1	1
85	и вместе с	1	1
86	в свою очередь	1	1
87	быть и речи	1	1
88	тогда когда все	1	1
89	но и для	1	1
90	вопрос о том	1	1
91	по его мнению	1	1
92	той или иной	2	1
93	лежит в основе	1	1
94	уже сама по	1	1
95	не может обойтись	1	1
96	в братьях карамазовых	3	1
97	для самого себя	1	1
98	тому что они	1	1
99	к тому же	2	1
100	как мы знаем	2	1
101	что он в	2	1
102	заключает в себе	1	1
103	не только для	1	1
