N	2gram	Trubetskoy_1	Formalny
1	и в	23	38
2	в этом	12	27
3	может быть	16	23
4	и его	1	21
5	и пр	1	21
6	таким образом	31	20
7	и не	8	20
8	в самом	8	16
9	не в	8	15
10	прежде всего	3	15
11	не может	17	14
12	в нем	3	13
13	связи с	4	13
14	но и	9	13
15	с его	1	11
16	с тем	2	11
17	в том	30	11
18	вовсе не	2	11
19	с другими	1	10
20	в его	5	10
21	в связи	3	10
22	не только	7	9
23	при этом	9	9
24	и с	5	9
25	как и	9	9
26	на почве	3	9
27	в процессе	2	9
28	самом деле	12	8
29	отнюдь не	2	8
30	все же	13	8
31	точки зрения	13	8
32	так и	10	8
33	что и	7	8
34	тем что	1	8
35	в первом	1	7
36	как мы	2	7
37	в корне	1	7
38	лишь в	5	7
39	для него	2	7
40	в своей	1	7
41	с точки	8	7
42	язык и	1	7
43	во втором	2	7
44	уже не	1	7
45	в других	1	7
46	не могут	4	7
47	по существу	6	7
48	что в	8	7
49	и ее	2	6
50	в ней	3	6
51	в истории	3	6
52	все эти	19	6
53	в этой	6	6
54	то же	4	6
55	было бы	3	6
56	он не	3	6
57	в их	4	6
58	могут быть	1	6
59	только в	6	6
60	то что	18	6
61	не было	2	6
62	вместе с	6	6
63	а не	1	6
64	в результате	9	6
65	хотя бы	4	6
66	а в	3	6
67	это и	1	5
68	должна быть	5	5
69	говорить о	2	5
70	во всех	10	5
71	в общем	6	5
72	в то	6	5
73	в основе	2	5
74	же время	2	5
75	если бы	8	5
76	сводится к	2	5
77	и только	2	5
78	что он	7	5
79	всяком случае	2	5
80	если мы	4	5
81	именно в	5	5
82	с этим	11	5
83	что же	2	5
84	и для	6	5
85	бы в	3	5
86	еще более	1	5
87	во всяком	2	5
88	все остальное	1	4
89	высшей степени	1	4
90	в сущности	2	4
91	что оно	3	4
92	в сторону	2	4
93	что они	2	4
94	независимо от	2	4
95	как в	1	4
96	и наконец	3	4
97	и к	5	4
98	не следует	1	4
99	от нее	2	4
100	входит в	1	4
101	в высшей	1	4
102	мы видели	2	4
103	как о	1	4
104	ничего не	1	4
105	к тому	8	4
106	здесь не	1	4
107	в дальнейшем	2	4
108	социального общения	1	4
109	но в	4	4
110	из них	5	4
111	так как	7	4
112	даже и	1	4
113	именно как	1	4
114	и даже	1	4
115	другой стороны	5	4
116	как бы	10	4
117	дело идет	1	4
118	совершенно не	3	4
119	к этому	5	4
120	они не	2	4
121	например в	1	3
122	же как	3	3
123	и отчасти	1	3
124	тем же	2	3
125	и до	3	3
126	в зависимости	1	3
127	а как	1	3
128	из всего	1	3
129	мы не	1	3
130	между этими	2	3
131	то это	1	3
132	зависимости от	1	3
133	и на	6	3
134	если в	1	3
135	как к	5	3
136	однако не	1	3
137	хотя и	4	3
138	и как	1	3
139	от этого	1	3
140	не приходится	1	3
141	что это	5	3
142	в целом	5	3
143	из этих	8	3
144	роль в	1	3
145	только на	1	3
146	но именно	1	3
147	всех этих	4	3
148	понятий и	1	3
149	главным образом	1	3
150	и может	3	3
151	его в	5	3
152	это было	1	3
153	в ином	1	3
154	он и	1	3
155	такой же	2	3
156	следует что	2	3
157	а лишь	2	3
158	в области	4	3
159	но все	5	3
160	не есть	2	3
161	того чтобы	8	3
162	так в	1	3
163	все дело	1	3
164	к действительности	1	3
165	в значительной	1	3
166	к нему	2	3
167	того что	6	3
168	то и	2	3
169	мы знаем	10	3
170	и их	5	3
171	каждый из	3	3
172	для того	8	3
173	с другой	6	3
174	а наоборот	3	3
175	не то	3	3
176	о возможности	1	3
177	быть и	5	3
178	все это	11	3
179	основных понятий	1	3
180	на самом	7	3
181	и все	7	3
182	была бы	1	3
183	жизни и	2	3
184	в такой	4	2
185	и то	4	2
186	этом пункте	1	2
