N	3gram	Tiupa_Disk_1	Problema
1	тем не менее	1	18
2	то же самое	2	9
3	в данном случае	2	8
4	на то что	1	8
5	как раз и	1	7
6	сам по себе	1	7
7	содержит в себе	1	7
8	в этом смысле	1	6
9	в таком случае	1	6
10	о том что	5	5
11	в том что	13	5
12	на самом деле	1	4
13	только то что	1	4
14	но в таком	1	4
15	в связи с	1	4
16	то есть в	2	4
17	той или иной	3	4
18	в то же	3	4
19	что же касается	2	3
20	дело в том	1	3
21	более или менее	2	3
22	с точки зрения	1	3
23	до сих пор	1	3
24	сами по себе	2	3
25	сказать и о	2	3
26	во всяком случае	1	3
27	но отнюдь не	2	3
28	можно сказать что	2	3
29	с другой стороны	3	3
30	в себе не	1	3
31	о том как	1	2
32	и того же	2	2
33	в этом случае	1	2
34	в нем только	1	2
35	не говоря уже	2	2
36	свидетельствует о том	1	2
37	по крайней мере	2	2
38	и на его	1	2
39	а не только	2	2
40	тех или иных	1	2
41	во всех этих	1	2
42	не может быть	3	2
43	того или иного	1	2
44	и как бы	3	2
45	одного и того	2	2
46	только потому что	1	2
47	подобно тому как	2	2
48	на том что	1	2
49	тем же словом	1	1
50	и может быть	1	1
51	вместе с тем	1	1
52	мы имеем дело	2	1
53	одним и тем	1	1
54	в этом последнем	1	1
55	том что ни	1	1
56	также и в	1	1
57	внимание на то	1	1
58	себя не только	1	1
59	это понятие и	1	1
60	не было и	1	1
61	из них в	1	1
62	тот или иной	2	1
63	говоря уже о	2	1
64	предстают перед нами	1	1
65	и в то	1	1
66	до известной степени	1	1
67	имеем дело не	1	1
68	в пиковой даме	1	1
69	в первую очередь	1	1
70	в самом общем	2	1
71	в этом отношении	1	1
72	к тому или	1	1
73	и требует для	2	1
74	обратить внимание на	2	1
75	не есть она	1	1
76	перед нами не	1	1
77	также и все	1	1
78	в основе своей	2	1
79	до наших дней	1	1
80	есть она сама	1	1
81	одно и то	1	1
82	что не есть	1	1
83	можно даже сказать	1	1
84	и тем же	1	1
85	прежде всего как	1	1
86	не только в	2	1
87	тем что он	1	1
88	и то же	1	1
89	так и в	1	1
90	и потому что	1	1
91	как будто бы	1	1
92	в известном смысле	1	1
93	может и должен	1	1
94	требует для себя	1	1
95	несет в себе	1	1
96	к той же	1	1
97	не только потому	1	1
98	до настоящего времени	1	1
99	а не в	2	1
100	и в том	1	1
101	хотя и в	2	1
102	вопросом о том	1	1
103	уже одно это	1	1
104	это пока еще	1	1
105	в этом же	1	1
106	даже сказать что	1	1
107	заключается в том	1	1
108	в том чтобы	2	1
109	дело не с	1	1
110	и тем более	1	1
111	тому или иному	1	1
112	образом свидетельствует о	1	1
113	может и не	1	1
114	именно в этой	1	1
115	и все прочие	1	1
116	в другом случае	1	1
117	в результате этого	1	1
118	в том и	1	1
119	том и в	1	1
120	что в них	1	1
121	как и в	1	1
122	к тому же	4	1
123	как мы видели	1	1
124	и в другом	1	1
