N	3gram	Tiupa_Vved_1	Analitik
1	в том что	3	7
2	по отношению к	7	7
3	так и не	1	5
4	с другой стороны	1	5
5	о том что	4	5
6	мы имеем дело	3	4
7	по крайней мере	1	4
8	в свою очередь	4	4
9	как и в	2	4
10	и того же	1	3
11	всех без исключения	1	3
12	до известной степени	1	3
13	в данном случае	6	3
14	то же время	3	3
15	той или иной	2	3
16	в то же	4	3
17	одного и того	1	3
18	к тому же	4	3
19	в этом отношении	4	3
20	подобно тому как	2	2
21	в ответ на	1	2
22	при этом он	1	2
23	в отличие от	2	2
24	в значительной степени	1	2
25	едва ли не	2	2
26	который в свою	1	2
27	с одной стороны	5	2
28	тем не менее	3	2
29	во всяком случае	1	2
30	в этом ряду	2	2
31	а в том	1	2
32	в конечном счете	1	2
33	и прежде всего	1	2
34	можно сказать что	1	2
35	если бы он	1	1
36	однако и в	1	1
37	по своей природе	2	1
38	только раскрывают содержание	1	1
39	что иное как	1	1
40	между рассказчиком и	1	1
41	в этом мире	1	1
42	раскрывают содержание судьбы	1	1
43	хотя и не	1	1
44	присутствия в мире	2	1
45	вести речь о	1	1
46	в той или	1	1
47	отделен от своей	1	1
48	она являет собой	1	1
49	в рамках одного	1	1
50	а не с	1	1
51	высказывания как целого	1	1
52	как бы не	1	1
53	неизбежно принадлежит к	1	1
54	на самом деле	3	1
55	как раз не	1	1
56	в этом смысле	1	1
57	судьба выражает внеличную	1	1
58	в этом случае	1	1
59	той же самой	1	1
60	картина мира которая	1	1
61	как это нередко	1	1
62	состояла в том	1	1
63	обратим внимание на	1	1
64	герой нашего времени	1	1
65	в маркированном положении	3	1
66	как если бы	1	1
67	если к первому	1	1
68	действия тем самым	1	1
69	в таком случае	1	1
70	в зависимости от	1	1
71	принимает на себя	1	1
72	в силу его	1	1
73	выражает внеличную сторону	1	1
74	в сущности говоря	1	1
75	то она определяется	1	1
76	есть на самом	1	1
77	в основе своей	1	1
78	при всей своей	2	1
79	же время они	1	1
80	случае мы имеем	1	1
81	в данном контексте	1	1
82	персонажей при этом	1	1
83	они могут быть	1	1
84	в финальной фразе	1	1
85	тогда как в	1	1
86	как уже говорилось	1	1
87	своего рода механизмом	1	1
88	в том чтобы	2	1
89	здесь мы имеем	1	1
90	дело не с	1	1
91	или иначе в	1	1
92	по сути своей	1	1
93	не только в	2	1
94	если говорить о	1	1
95	если перед нами	1	1
96	по своему происхождению	1	1
97	его поступки только	1	1
98	представляет собой некий	2	1
99	всего лишь один	1	1
100	не столько в	1	1
101	в своем составе	1	1
102	в равной степени	1	1
103	в результате чего	1	1
104	во втором случае	1	1
105	а с другой	2	1
106	имеем дело с	2	1
107	по природе своей	1	1
108	а не как	1	1
109	не в том	1	1
110	в связи с	1	1
111	не отделен от	1	1
112	своей судьбы они	1	1
113	поступки только раскрывают	1	1
114	как бы в	1	1
115	в полной мере	1	1
116	сторону индивида и	1	1
117	прежде всего к	1	1
118	один и тот	1	1
119	судьбы они едины	1	1
120	и все же	4	1
121	индивида и его	1	1
122	в окказиональном мире	2	1
123	своего рода общий	1	1
124	не может быть	3	1
125	например так и	1	1
126	отнюдь не является	1	1
127	и его поступки	1	1
128	в первом случае	1	1
129	само по себе	1	1
130	и т.п в	1	1
131	то есть в	1	1
132	от своей судьбы	1	1
133	мысль о том	1	1
134	в нарративном дискурсе	1	1
135	имеет в своем	1	1
136	речь идет о	1	1
137	по сути дела	1	1
138	рассказа представляет собой	1	1
139	друг от друга	1	1
140	едины судьба выражает	1	1
141	не сводится к	4	1
142	внеличную сторону индивида	1	1
143	не что иное	1	1
144	но и внутренне	1	1
145	однако и он	1	1
146	здесь как и	1	1
147	они едины судьба	1	1
148	и тот же	1	1
