1	и в	13	25
2	в этом	11	24
3	в том	11	20
4	что в	8	19
5	что он	2	19
6	может быть	12	19
7	что это	1	16
8	том что	7	15
9	в этой	3	14
10	и пр	1	13
11	то что	4	12
12	в его	9	12
13	не только	18	12
14	так что	1	11
15	в этих	3	11
16	таким образом	3	10
17	прежде всего	3	10
18	и не	16	10
19	но и	8	9
20	у него	2	9
21	в своих	1	8
22	это было	2	8
23	все это	1	8
24	о том	2	8
25	точки зрения	7	7
26	было бы	1	7
27	что касается	1	7
28	что такое	1	7
29	из его	1	7
30	не может	4	7
31	в то	7	7
32	это не	2	7
33	а а	5	6
34	пушкиным в	1	6
35	как бы	6	6
36	место в	6	6
37	в конце	2	6
38	в области	2	6
39	только в	7	6
40	а в	14	6
41	из этих	1	6
42	между тем	5	6
43	в русской	6	6
44	и на	1	6
45	как в	5	6
46	не в	5	6
47	ни в	4	5
48	а не	10	5
49	независимо от	1	5
50	то же	9	5
51	мы имеем	5	5
52	он не	5	5
53	но в	6	5
54	говорит что	2	5
55	на то	1	5
56	с другой	5	5
57	об этом	2	5
58	и это	2	5
59	в котором	1	5
60	отношения между	1	5
61	потому что	3	5
62	в них	1	5
63	так и	12	5
64	на почве	3	5
65	такого рода	8	5
66	того что	3	5
67	другой стороны	3	5
68	в году	2	5
69	а также	5	4
70	на его	1	4
71	если бы	2	4
72	с точки	2	4
73	к нему	2	4
74	в которой	2	4
75	из которых	2	4
76	например в	3	4
77	и для	2	4
78	сказать что	4	4
79	связана с	1	4
80	мы видим	1	4
81	и др	3	4
82	можно назвать	1	4
83	в качестве	17	4
84	у нас	1	4
85	по крайней	1	4
86	в каком	1	4
87	состоит в	13	4
88	и тем	2	4
89	в своей	4	4
90	можно сказать	4	4
91	этом смысле	3	4
92	в центре	1	4
93	и к	3	4
94	не было	1	4
95	то время	1	4
96	пушкина что	2	4
97	в целом	2	4
98	в каждом	1	4
99	из этого	1	4
100	в чем	2	4
101	лишь в	6	4
