N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	49
2	то есть	20	32
3	прежде всего	11	19
4	в его	7	18
5	и на	5	17
6	не только	28	17
7	и его	2	17
8	в этом	15	15
9	и не	11	15
10	в году	2	13
11	в них	4	13
12	в эпоху	5	13
13	только в	7	13
14	но и	14	13
15	во время	1	12
16	как и	16	11
17	xvii веке	1	11
18	и т.п	12	11
19	как бы	5	11
20	в этой	2	10
21	в xvii	1	10
22	в нем	9	9
23	для него	4	9
24	и др	2	9
25	в сущности	2	8
26	отношение к	4	8
27	до нас	1	8
28	то же	7	7
29	все же	3	7
30	таким образом	3	7
31	на протяжении	2	7
32	как мы	2	7
33	один из	3	7
34	не может	9	7
35	о мире	1	7
36	именно в	3	6
37	во всех	5	6
38	в истории	4	6
39	с их	1	6
40	так и	8	6
41	времени и	3	6
42	точки зрения	3	6
43	в то	3	6
44	же время	4	6
45	в себя	5	6
46	в литературе	2	6
47	то что	5	6
48	здесь в	2	6
49	в творчестве	1	6
50	сказать что	3	6
51	с точки	1	5
52	с его	4	5
53	из этих	1	5
54	но не	11	5
55	в своем	6	5
56	при этом	13	5
57	в своей	5	5
58	никогда не	2	5
59	роль в	7	5
60	уже в	2	5
61	в начале	2	5
62	может быть	17	5
63	в особенности	4	5
64	и потому	3	5
65	в основном	1	5
66	отношения к	2	4
67	и до	1	4
68	и к	4	4
69	но в	8	4
70	в себе	7	4
71	этот процесс	1	4
72	но все	1	4
73	лишь в	4	4
74	в жизни	1	4
75	в этих	1	4
76	и более	1	4
77	в области	1	4
78	в последующие	1	4
79	характер и	2	4
80	с другой	10	4
81	и во	2	4
82	в известной	1	4
83	а в	5	4
84	тем что	3	4
85	в форме	2	4
86	до сих	1	4
87	не было	7	4
88	и о	4	4
89	сих пор	1	4
90	том что	19	4
91	нового времени	1	4
92	в свое	1	4
93	в своих	3	4
94	значение в	1	4
95	также и	3	3
96	в самом	3	3
97	своего развития	1	3
98	меньшей степени	1	3
99	не был	1	3
100	точка зрения	2	3
101	он пишет	1	3
102	да и	1	3
103	всех этих	1	3
104	свое время	1	3
105	на все	1	3
106	и других	1	3
107	было бы	1	3
108	из них	3	3
109	далеко не	10	3
110	несмотря на	1	3
111	мы видели	1	3
112	в г	2	3
113	на земле	1	3
114	во всем	1	3
115	направлен на	2	3
116	в одном	2	3
117	но они	2	3
118	xix веке	1	3
119	и страха	1	3
120	и это	1	3
121	с ее	2	3
122	в ее	3	3
123	в xix	1	3
124	и вообще	2	3
125	но здесь	1	3
126	в виду	2	3
127	о том	8	3
128	в значительной	2	3
129	к нему	1	3
130	утрачивает свою	1	3
131	наконец в	1	3
132	большей или	2	3
133	что он	4	3
134	с одной	9	3
135	этом отношении	1	3
136	последующие века	1	3
137	или меньшей	2	3
138	о чем	2	3
139	одной стороны	9	3
140	в книге	1	3
141	но эти	1	3
142	и все	2	3
143	в большей	1	3
144	в том	23	3
145	жизни в	2	3
146	другой стороны	3	3
147	как известно	1	2
148	одним из	2	2
149	такова была	1	2
150	на самом	1	2
151	по преимуществу	1	2
152	видеть в	1	2
153	еще не	14	2
154	себе и	1	2
155	это и	1	2
156	за пределы	2	2
157	что они	1	2
158	же с	1	2
159	как к	2	2
160	целый ряд	2	2
161	к числу	1	2
162	литературы в	2	2
163	эти жанры	2	2
164	только то	1	2
165	таковы например	1	2
166	в нашем	1	2
167	учение о	1	2
168	отчасти и	1	2
169	на то	1	2
170	вследствие этого	3	2
171	на его	4	2
172	по словам	2	2
173	в понимании	1	2
174	содержит в	1	2
175	чем она	1	2
176	подобно тому	2	2
177	так например	2	2
178	и за	1	2
179	значительной степени	2	2
180	в мире	1	2
181	зрения на	3	2
182	автора и	1	2
183	наших дней	2	2
184	и без	2	2
185	что касается	2	2
186	в их	5	2
187	нельзя понять	1	2
188	и эти	1	2
189	на языке	1	2
190	мы должны	1	2
191	что в	4	2
192	образ не	1	2
193	вплоть до	1	2
194	связи с	4	2
195	здесь же	1	2
196	художественной литературы	1	2
197	могут быть	4	2
198	характеризует как	1	2
199	здесь не	1	2
200	средних веков	1	2
201	в пределах	2	2
202	особенно в	1	2
203	он направлен	1	2
204	еще в	3	2
205	понятно что	1	2
206	громадное значение	1	2
207	в произведении	3	2
208	и т.д	4	2
209	в другом	2	2
210	одного из	2	2
211	свое произведение	1	2
212	можно сказать	5	2
213	там же	1	2
214	во все	1	2
215	связаны с	1	2
216	в формах	1	2
217	одной из	4	2
218	традиции в	1	2
219	всяком случае	1	2
220	со всеми	1	2
221	в качестве	34	2
222	есть в	2	2
223	события и	1	2
224	в новое	1	2
225	за счет	1	2
226	в конце	1	2
227	мы можем	1	2
228	в первую	1	2
229	до наших	1	2
230	и даже	3	2
231	и прежде	1	2
232	связано с	1	2
233	линии развития	1	2
234	до конца	1	2
235	из наиболее	2	2
236	одну из	2	2
237	в связи	1	2
238	для них	1	2
239	вместе с	1	2
240	в меру	1	2
241	такого рода	4	2
242	тому как	3	2
243	в тех	2	2
244	для понимания	2	2
245	своего времени	2	2
246	всем что	1	2
247	но это	1	2
248	природу и	1	2
249	в смысле	1	2
250	под названием	1	2
251	хотя и	2	2
252	и другие	1	2
253	всех других	1	2
254	это в	2	2
255	в противоположность	2	2
256	во всяком	2	2
257	говорили о	2	1
258	например в	2	1
259	новое время	1	1
260	и то	1	1
261	а иногда	1	1
262	самом деле	1	1
263	только потому	1	1
264	тем же	1	1
265	и событием	2	1
266	в котором	5	1
267	он всегда	2	1
268	той же	1	1
269	для своего	2	1
270	мы имеем	2	1
271	завершенное в	1	1
272	с текстом	1	1
273	древнейших и	1	1
274	но она	1	1
275	их с	1	1
276	не вполне	1	1
277	мы и	1	1
278	того же	3	1
279	и он	2	1
280	на них	1	1
281	значении и	1	1
282	в чем	1	1
283	илиада и	1	1
284	могло быть	1	1
285	момент перехода	1	1
286	в противовес	1	1
287	присутствует в	1	1
288	по отношению	9	1
289	иногда и	1	1
290	о некоторых	1	1
291	в ранней	1	1
292	в одной	3	1
293	независимо от	1	1
294	как в	10	1
295	стороны и	2	1
296	перед нами	3	1
297	тех случаях	1	1
298	всего как	1	1
299	от этого	1	1
300	его стали	1	1
301	есть его	1	1
302	жанра и	2	1
303	со своей	1	1
304	к чему	1	1
305	точкой зрения	2	1
306	в которой	1	1
307	с самого	1	1
308	в целом	4	1
309	он в	1	1
310	без учета	1	1
311	или во	1	1
312	всего к	1	1
313	что к	1	1
314	эпохи и	2	1
315	и те	1	1
316	так сказать	2	1
317	быть только	1	1
318	он не	1	1
319	в силу	5	1
320	понимания и	1	1
321	том чтобы	2	1
322	новое и	1	1
323	однозначности и	1	1
324	i в	1	1
325	и по	2	1
326	на этом	2	1
327	народного творчества	2	1
328	этом последнем	1	1
329	которые уже	1	1
330	в италии	1	1
331	могла бы	2	1
332	распространяется на	1	1
333	об этом	2	1
334	этих форм	1	1
335	говорить не	1	1
336	сохраняется в	1	1
337	первую очередь	1	1
338	это не	3	1
339	своего значения	1	1
340	по мысли	3	1
341	однако здесь	1	1
342	которому и	1	1
343	о которых	1	1
344	с этой	1	1
345	не всегда	2	1
346	некоторые из	1	1
347	строгом смысле	1	1
348	не мог	1	1
349	с еще	1	1
350	к правде	1	1
351	дошли до	1	1
352	богами и	1	1
353	таким же	1	1
354	не становится	1	1
355	исполнения на	1	1
356	что вся	1	1
357	занимательные и	1	1
358	вторая часть	1	1
359	в первый	1	1
360	представление о	1	1
361	должны были	1	1
362	не менее	2	1
363	последующего развития	1	1
364	литературы как	1	1
365	образом и	1	1
366	не в	7	1
367	лично для	1	1
