N	2gram	Vygotskiy__3	Psycholo
1	в том	23	37
2	и в	25	32
3	и что	10	22
4	том что	20	21
5	потому что	6	21
6	таким образом	17	21
7	то что	15	21
8	что в	17	20
9	может быть	13	18
10	так же	17	18
11	точки зрения	6	17
12	что и	10	17
13	не может	6	17
14	что она	5	16
15	того чтобы	8	14
16	то же	2	13
17	в этом	14	13
18	при этом	5	13
19	для того	7	13
20	что он	6	13
21	в самом	3	12
22	заключается в	9	12
23	не только	6	12
24	по себе	7	12
25	если мы	3	12
26	так как	12	12
27	на то	4	11
28	было бы	10	11
29	с тем	16	11
30	в основе	16	11
31	когда он	3	10
32	с точки	1	10
33	при помощи	1	10
34	но и	4	10
35	же точно	3	10
36	как и	15	10
37	и не	10	10
38	как в	9	9
39	никогда не	4	9
40	что при	1	9
41	тем что	8	9
42	что все	1	9
43	в своих	2	9
44	на деле	3	8
45	с таким	1	8
46	той же	4	8
47	что это	5	8
48	не в	6	8
49	не менее	6	8
50	дело с	3	8
51	того что	10	8
52	в сущности	1	7
53	совершенно ясно	2	7
54	что они	10	7
55	и как	5	7
56	все эти	7	7
57	ясно что	2	7
58	такой же	1	7
59	и его	2	7
60	к тому	4	7
61	можно было	6	7
62	только в	10	7
63	мы знаем	4	7
64	что для	1	7
65	а не	1	7
66	в психологии	1	7
67	сказать что	4	7
68	совершенно справедливо	1	6
69	в этой	5	6
70	целый ряд	1	6
71	он не	4	6
72	если бы	5	6
73	о том	5	6
74	социальной психологии	1	6
75	все время	2	6
76	тот же	2	6
77	как бы	10	6
78	же самое	1	6
79	и на	6	5
80	что у	1	5
81	все это	6	5
82	в то	4	5
83	не сумеем	1	5
84	в ней	1	5
85	утверждает что	1	5
86	и даже	1	5
87	до сих	1	5
88	вслед за	3	5
89	отнюдь не	4	5
90	сих пор	1	5
91	как раз	1	5
92	этом отношении	3	5
93	как на	2	5
94	ту же	1	4
95	же как	6	4
96	сам по	1	4
97	едва ли	2	4
98	есть не	1	4
99	мы имеем	4	4
100	столь же	7	4
101	в чем	2	4
102	иметь дело	1	4
103	из которого	1	4
104	с этим	4	4
105	все же	6	4
106	в действительности	1	4
107	с той	2	4
108	в целом	13	4
109	в нем	2	4
110	к одному	5	4
111	одной и	2	4
112	и по	5	4
113	и с	1	4
114	и тем	1	4
115	в жизни	3	4
116	несмотря на	1	4
117	в данном	1	4
118	иначе говоря	2	4
119	и той	2	4
120	которые в	3	4
121	и более	1	4
122	тому что	2	4
123	не имеет	1	4
